header,value,key
﻿Fecha_hora,'02/01/2019_19:45:00',175
﻿Fecha_hora,'02/01/2019_20:00:00',176
﻿Fecha_hora,'02/01/2019_20:15:00',177
﻿Fecha_hora,'02/01/2019_20:30:00',178
﻿Fecha_hora,'02/01/2019_20:45:00',179
﻿Fecha_hora,'02/01/2019_21:00:00',180
﻿Fecha_hora,'02/01/2019_21:15:00',181
﻿Fecha_hora,'02/01/2019_21:30:00',182
﻿Fecha_hora,'02/01/2019_21:45:00',183
﻿Fecha_hora,'02/01/2019_22:00:00',184
﻿Fecha_hora,'02/01/2019_22:15:00',185
﻿Fecha_hora,'02/01/2019_22:30:00',186
﻿Fecha_hora,'02/01/2019_22:45:00',187
﻿Fecha_hora,'02/01/2019_23:00:00',188
﻿Fecha_hora,'02/01/2019_23:15:00',189
﻿Fecha_hora,'02/01/2019_23:30:00',190
﻿Fecha_hora,'02/01/2019_23:45:00',191
﻿Fecha_hora,'03/01/2019_0:00:00',192
﻿Fecha_hora,'03/01/2019_0:15:00',193
﻿Fecha_hora,'03/01/2019_0:30:00',194
﻿Fecha_hora,'03/01/2019_0:45:00',195
﻿Fecha_hora,'03/01/2019_1:00:00',196
﻿Fecha_hora,'03/01/2019_1:15:00',197
﻿Fecha_hora,'03/01/2019_1:30:00',198
﻿Fecha_hora,'03/01/2019_1:45:00',199
﻿Fecha_hora,'03/01/2019_2:00:00',200
﻿Fecha_hora,'03/01/2019_2:15:00',201
﻿Fecha_hora,'03/01/2019_2:30:00',202
﻿Fecha_hora,'03/01/2019_2:45:00',203
﻿Fecha_hora,'03/01/2019_3:00:00',204
﻿Fecha_hora,'03/01/2019_3:15:00',205
﻿Fecha_hora,'03/01/2019_3:30:00',206
﻿Fecha_hora,'03/01/2019_3:45:00',207
﻿Fecha_hora,'03/01/2019_4:00:00',208
﻿Fecha_hora,'03/01/2019_4:15:00',209
﻿Fecha_hora,'03/01/2019_4:30:00',210
﻿Fecha_hora,'03/01/2019_4:45:00',211
﻿Fecha_hora,'03/01/2019_5:00:00',212
﻿Fecha_hora,'03/01/2019_5:15:00',213
﻿Fecha_hora,'03/01/2019_5:30:00',214
