id,valueYName,valueY,valueXName,valueX,score_1,scores_total,score,anomaly
465,month,2,month_day_hour_min,,0.37,0.37,0.37,false
466,month,2,month_day_hour_min,,0.38,0.38,0.38,false
467,month,2,month_day_hour_min,,0.37,0.37,0.37,false
468,month,2,month_day_hour_min,,0.39,0.39,0.39,false
469,month,2,month_day_hour_min,,0.43,0.43,0.43,false
470,month,2,month_day_hour_min,,0.43,0.43,0.43,false
471,month,2,month_day_hour_min,,0.43,0.43,0.43,false
472,month,2,month_day_hour_min,,0.44,0.44,0.44,false
473,month,2,month_day_hour_min,,0.45,0.45,0.45,false
474,month,2,month_day_hour_min,,0.42,0.42,0.42,false
475,month,2,month_day_hour_min,,0.43,0.43,0.43,false
476,month,2,month_day_hour_min,,0.44,0.44,0.44,false
477,month,2,month_day_hour_min,,0.41,0.41,0.41,false
478,month,2,month_day_hour_min,,0.41,0.41,0.41,false
479,month,2,month_day_hour_min,,0.43,0.43,0.43,false
480,month,2,month_day_hour_min,,0.40,0.40,0.40,false
481,month,2,month_day_hour_min,,0.39,0.39,0.39,false
482,month,2,month_day_hour_min,,0.37,0.37,0.37,false
483,month,2,month_day_hour_min,,0.39,0.39,0.39,false
484,month,2,month_day_hour_min,,0.42,0.42,0.42,false
485,month,2,month_day_hour_min,,0.42,0.42,0.42,false
486,month,2,month_day_hour_min,,0.41,0.41,0.41,false
487,month,2,month_day_hour_min,,0.42,0.42,0.42,false
488,month,2,month_day_hour_min,,0.43,0.43,0.43,false
489,month,2,month_day_hour_min,,0.41,0.41,0.41,false
490,month,2,month_day_hour_min,,0.43,0.43,0.43,false
491,month,2,month_day_hour_min,,0.44,0.44,0.44,false
492,month,2,month_day_hour_min,,0.45,0.45,0.45,false
493,month,2,month_day_hour_min,,0.44,0.44,0.44,false
494,month,2,month_day_hour_min,,0.41,0.41,0.41,false
495,month,2,month_day_hour_min,,0.42,0.42,0.42,false
496,month,2,month_day_hour_min,,0.41,0.41,0.41,false
497,month,2,month_day_hour_min,,0.44,0.44,0.44,false
498,month,2,month_day_hour_min,,0.43,0.43,0.43,false
499,month,2,month_day_hour_min,,0.41,0.41,0.41,false
500,month,2,month_day_hour_min,,0.40,0.40,0.40,false
501,month,2,month_day_hour_min,,0.39,0.39,0.39,false
502,month,2,month_day_hour_min,,0.40,0.40,0.40,false
503,month,2,month_day_hour_min,,0.43,0.43,0.43,false
504,month,2,month_day_hour_min,,0.42,0.42,0.42,false
505,month,2,month_day_hour_min,,0.41,0.41,0.41,false
506,month,2,month_day_hour_min,,0.41,0.41,0.41,false
507,month,2,month_day_hour_min,,0.40,0.40,0.40,false
508,month,2,month_day_hour_min,,0.42,0.42,0.42,false
509,month,2,month_day_hour_min,,0.40,0.40,0.40,false
510,month,2,month_day_hour_min,,0.41,0.41,0.41,false
511,month,2,month_day_hour_min,,0.62,0.62,0.62,true
512,month,2,month_day_hour_min,,0.42,0.42,0.42,false
513,month,2,month_day_hour_min,,0.41,0.41,0.41,false
514,month,2,month_day_hour_min,,0.41,0.41,0.41,false
515,month,2,month_day_hour_min,,0.40,0.40,0.40,false
516,month,2,month_day_hour_min,,0.42,0.42,0.42,false
517,month,2,month_day_hour_min,,0.40,0.40,0.40,false
518,month,2,month_day_hour_min,,0.41,0.41,0.41,false
519,month,2,month_day_hour_min,,0.40,0.40,0.40,false
520,month,2,month_day_hour_min,,0.41,0.41,0.41,false
521,month,2,month_day_hour_min,,0.39,0.39,0.39,false
522,month,2,month_day_hour_min,,0.38,0.38,0.38,false
523,month,2,month_day_hour_min,,0.62,0.62,0.62,true
524,month,2,month_day_hour_min,,0.41,0.41,0.41,false
525,month,2,month_day_hour_min,,0.40,0.40,0.40,false
526,month,2,month_day_hour_min,,0.39,0.39,0.39,false
527,month,2,month_day_hour_min,,0.40,0.40,0.40,false
528,month,2,month_day_hour_min,,0.40,0.40,0.40,false
529,month,2,month_day_hour_min,,0.41,0.41,0.41,false
530,month,2,month_day_hour_min,,0.42,0.42,0.42,false
531,month,2,month_day_hour_min,,0.42,0.42,0.42,false
532,month,2,month_day_hour_min,,0.41,0.41,0.41,false
533,month,2,month_day_hour_min,,0.39,0.39,0.39,false
534,month,2,month_day_hour_min,,0.43,0.43,0.43,false
535,month,2,month_day_hour_min,,0.41,0.41,0.41,false
536,month,2,month_day_hour_min,,0.41,0.41,0.41,false
537,month,2,month_day_hour_min,,0.43,0.43,0.43,false
538,month,2,month_day_hour_min,,0.37,0.37,0.37,false
539,month,2,month_day_hour_min,,0.39,0.39,0.39,false
540,month,2,month_day_hour_min,,0.38,0.38,0.38,false
541,month,2,month_day_hour_min,,0.42,0.42,0.42,false
542,month,2,month_day_hour_min,,0.44,0.44,0.44,false
543,month,2,month_day_hour_min,,0.42,0.42,0.42,false
544,month,2,month_day_hour_min,,0.44,0.44,0.44,false
545,month,2,month_day_hour_min,,0.42,0.42,0.42,false
546,month,2,month_day_hour_min,,0.40,0.40,0.40,false
547,month,2,month_day_hour_min,,0.41,0.41,0.41,false
548,month,2,month_day_hour_min,,0.39,0.39,0.39,false
549,month,2,month_day_hour_min,,0.38,0.38,0.38,false
550,month,2,month_day_hour_min,,0.41,0.41,0.41,false
551,month,2,month_day_hour_min,,0.43,0.43,0.43,false
552,month,2,month_day_hour_min,,0.51,0.51,0.51,false
553,month,2,month_day_hour_min,,0.50,0.50,0.50,false
554,month,2,month_day_hour_min,,0.39,0.39,0.39,false
555,month,2,month_day_hour_min,,0.37,0.37,0.37,false
556,month,2,month_day_hour_min,,0.38,0.38,0.38,false
557,month,2,month_day_hour_min,,0.38,0.38,0.38,false
558,month,2,month_day_hour_min,,0.42,0.42,0.42,false
559,month,2,month_day_hour_min,,0.40,0.40,0.40,false
560,month,2,month_day_hour_min,,0.43,0.43,0.43,false
561,month,2,month_day_hour_min,,0.43,0.43,0.43,false
562,month,2,month_day_hour_min,,0.43,0.43,0.43,false
563,month,2,month_day_hour_min,,0.41,0.41,0.41,false
564,month,2,month_day_hour_min,,0.41,0.41,0.41,false
565,month,2,month_day_hour_min,,0.41,0.41,0.41,false
566,month,2,month_day_hour_min,,0.40,0.40,0.40,false
567,month,2,month_day_hour_min,,0.40,0.40,0.40,false
568,month,2,month_day_hour_min,,0.40,0.40,0.40,false
569,month,2,month_day_hour_min,,0.43,0.43,0.43,false
570,month,2,month_day_hour_min,,0.44,0.44,0.44,false
571,month,2,month_day_hour_min,,0.43,0.43,0.43,false
572,month,2,month_day_hour_min,,0.45,0.45,0.45,false
573,month,2,month_day_hour_min,,0.45,0.45,0.45,false
574,month,2,month_day_hour_min,,0.39,0.39,0.39,false
575,month,2,month_day_hour_min,,0.38,0.38,0.38,false
576,month,2,month_day_hour_min,,0.38,0.38,0.38,false
577,month,2,month_day_hour_min,,0.38,0.38,0.38,false
578,month,2,month_day_hour_min,,0.37,0.37,0.37,false
579,month,2,month_day_hour_min,,0.40,0.40,0.40,false
580,month,2,month_day_hour_min,,0.40,0.40,0.40,false
581,month,2,month_day_hour_min,,0.39,0.39,0.39,false
582,month,2,month_day_hour_min,,0.39,0.39,0.39,false
583,month,2,month_day_hour_min,,0.39,0.39,0.39,false
584,month,2,month_day_hour_min,,0.38,0.38,0.38,false
585,month,2,month_day_hour_min,,0.37,0.37,0.37,false
586,month,2,month_day_hour_min,,0.39,0.39,0.39,false
587,month,2,month_day_hour_min,,0.39,0.39,0.39,false
588,month,2,month_day_hour_min,,0.41,0.41,0.41,false
589,month,2,month_day_hour_min,,0.41,0.41,0.41,false
590,month,2,month_day_hour_min,,0.39,0.39,0.39,false
591,month,2,month_day_hour_min,,0.39,0.39,0.39,false
592,month,2,month_day_hour_min,,0.40,0.40,0.40,false
593,month,2,month_day_hour_min,,0.40,0.40,0.40,false
594,month,2,month_day_hour_min,,0.38,0.38,0.38,false
595,month,2,month_day_hour_min,,0.40,0.40,0.40,false
596,month,2,month_day_hour_min,,0.38,0.38,0.38,false
597,month,2,month_day_hour_min,,0.40,0.40,0.40,false
598,month,2,month_day_hour_min,,0.42,0.42,0.42,false
599,month,2,month_day_hour_min,,0.41,0.41,0.41,false
600,month,2,month_day_hour_min,,0.37,0.37,0.37,false
601,month,2,month_day_hour_min,,0.38,0.38,0.38,false
602,month,2,month_day_hour_min,,0.38,0.38,0.38,false
603,month,2,month_day_hour_min,,0.37,0.37,0.37,false
604,month,2,month_day_hour_min,,0.38,0.38,0.38,false
605,month,2,month_day_hour_min,,0.39,0.39,0.39,false
606,month,2,month_day_hour_min,,0.39,0.39,0.39,false
607,month,2,month_day_hour_min,,0.38,0.38,0.38,false
608,month,2,month_day_hour_min,,0.39,0.39,0.39,false
609,month,2,month_day_hour_min,,0.39,0.39,0.39,false
610,month,2,month_day_hour_min,,0.39,0.39,0.39,false
611,month,2,month_day_hour_min,,0.40,0.40,0.40,false
612,month,2,month_day_hour_min,,0.38,0.38,0.38,false
613,month,2,month_day_hour_min,,0.41,0.41,0.41,false
614,month,2,month_day_hour_min,,0.46,0.46,0.46,false
615,month,2,month_day_hour_min,,0.43,0.43,0.43,false
616,month,2,month_day_hour_min,,0.42,0.42,0.42,false
617,month,2,month_day_hour_min,,0.46,0.46,0.46,false
618,month,2,month_day_hour_min,,0.44,0.44,0.44,false
619,month,2,month_day_hour_min,,0.42,0.42,0.42,false
620,month,2,month_day_hour_min,,0.40,0.40,0.40,false
621,month,2,month_day_hour_min,,0.40,0.40,0.40,false
622,month,2,month_day_hour_min,,0.40,0.40,0.40,false
623,month,2,month_day_hour_min,,0.40,0.40,0.40,false
624,month,2,month_day_hour_min,,0.39,0.39,0.39,false
625,month,2,month_day_hour_min,,0.39,0.39,0.39,false
626,month,2,month_day_hour_min,,0.39,0.39,0.39,false
627,month,2,month_day_hour_min,,0.39,0.39,0.39,false
628,month,2,month_day_hour_min,,0.41,0.41,0.41,false
629,month,2,month_day_hour_min,,0.42,0.42,0.42,false
630,month,2,month_day_hour_min,,0.39,0.39,0.39,false
631,month,2,month_day_hour_min,,0.41,0.41,0.41,false
632,month,2,month_day_hour_min,,0.39,0.39,0.39,false
633,month,2,month_day_hour_min,,0.40,0.40,0.40,false
634,month,2,month_day_hour_min,,0.39,0.39,0.39,false
635,month,2,month_day_hour_min,,0.40,0.40,0.40,false
636,month,2,month_day_hour_min,,0.42,0.42,0.42,false
637,month,2,month_day_hour_min,,0.42,0.42,0.42,false
638,month,2,month_day_hour_min,,0.43,0.43,0.43,false
639,month,2,month_day_hour_min,,0.41,0.41,0.41,false
640,month,2,month_day_hour_min,,0.40,0.40,0.40,false
641,month,2,month_day_hour_min,,0.38,0.38,0.38,false
642,month,2,month_day_hour_min,,0.39,0.39,0.39,false
643,month,2,month_day_hour_min,,0.39,0.39,0.39,false
644,month,2,month_day_hour_min,,0.39,0.39,0.39,false
645,month,2,month_day_hour_min,,0.41,0.41,0.41,false
646,month,2,month_day_hour_min,,0.37,0.37,0.37,false
647,month,2,month_day_hour_min,,0.38,0.38,0.38,false
648,month,2,month_day_hour_min,,0.39,0.39,0.39,false
649,month,2,month_day_hour_min,,0.40,0.40,0.40,false
650,month,2,month_day_hour_min,,0.39,0.39,0.39,false
651,month,2,month_day_hour_min,,0.40,0.40,0.40,false
652,month,2,month_day_hour_min,,0.40,0.40,0.40,false
653,month,2,month_day_hour_min,,0.39,0.39,0.39,false
654,month,2,month_day_hour_min,,0.39,0.39,0.39,false
655,month,2,month_day_hour_min,,0.40,0.40,0.40,false
656,month,2,month_day_hour_min,,0.39,0.39,0.39,false
657,month,2,month_day_hour_min,,0.42,0.42,0.42,false
658,month,2,month_day_hour_min,,0.39,0.39,0.39,false
659,month,2,month_day_hour_min,,0.38,0.38,0.38,false
660,month,2,month_day_hour_min,,0.37,0.37,0.37,false
661,month,2,month_day_hour_min,,0.38,0.38,0.38,false
662,month,2,month_day_hour_min,,0.37,0.37,0.37,false
663,month,2,month_day_hour_min,,0.40,0.40,0.40,false
664,month,2,month_day_hour_min,,0.41,0.41,0.41,false
665,month,2,month_day_hour_min,,0.40,0.40,0.40,false
666,month,2,month_day_hour_min,,0.42,0.42,0.42,false
667,month,2,month_day_hour_min,,0.44,0.44,0.44,false
668,month,2,month_day_hour_min,,0.41,0.41,0.41,false
669,month,2,month_day_hour_min,,0.38,0.38,0.38,false
670,month,2,month_day_hour_min,,0.38,0.38,0.38,false
671,month,2,month_day_hour_min,,0.39,0.39,0.39,false
672,month,2,month_day_hour_min,,0.39,0.39,0.39,false
673,month,2,month_day_hour_min,,0.38,0.38,0.38,false
674,month,2,month_day_hour_min,,0.38,0.38,0.38,false
675,month,2,month_day_hour_min,,0.37,0.37,0.37,false
676,month,2,month_day_hour_min,,0.37,0.37,0.37,false
677,month,2,month_day_hour_min,,0.37,0.37,0.37,false
678,month,2,month_day_hour_min,,0.37,0.37,0.37,false
679,month,2,month_day_hour_min,,0.40,0.40,0.40,false
680,month,2,month_day_hour_min,,0.41,0.41,0.41,false
681,month,2,month_day_hour_min,,0.39,0.39,0.39,false
682,month,2,month_day_hour_min,,0.38,0.38,0.38,false
683,month,2,month_day_hour_min,,0.40,0.40,0.40,false
684,month,2,month_day_hour_min,,0.40,0.40,0.40,false
685,month,2,month_day_hour_min,,0.40,0.40,0.40,false
686,month,2,month_day_hour_min,,0.39,0.39,0.39,false
687,month,2,month_day_hour_min,,0.40,0.40,0.40,false
688,month,2,month_day_hour_min,,0.39,0.39,0.39,false
689,month,2,month_day_hour_min,,0.38,0.38,0.38,false
690,month,2,month_day_hour_min,,0.42,0.42,0.42,false
691,month,2,month_day_hour_min,,0.43,0.43,0.43,false
692,month,2,month_day_hour_min,,0.41,0.41,0.41,false
693,month,2,month_day_hour_min,,0.40,0.40,0.40,false
694,month,2,month_day_hour_min,,0.41,0.41,0.41,false
695,month,2,month_day_hour_min,,0.42,0.42,0.42,false
696,month,2,month_day_hour_min,,0.40,0.40,0.40,false
697,month,2,month_day_hour_min,,0.42,0.42,0.42,false
698,month,2,month_day_hour_min,,0.39,0.39,0.39,false
699,month,2,month_day_hour_min,,0.36,0.36,0.36,false
700,month,2,month_day_hour_min,,0.37,0.37,0.37,false
701,month,2,month_day_hour_min,,0.38,0.38,0.38,false
702,month,2,month_day_hour_min,,0.37,0.37,0.37,false
703,month,2,month_day_hour_min,,0.38,0.38,0.38,false
704,month,2,month_day_hour_min,,0.46,0.46,0.46,false
705,month,2,month_day_hour_min,,0.40,0.40,0.40,false
706,month,2,month_day_hour_min,,0.40,0.40,0.40,false
707,month,2,month_day_hour_min,,0.40,0.40,0.40,false
708,month,2,month_day_hour_min,,0.41,0.41,0.41,false
709,month,2,month_day_hour_min,,0.40,0.40,0.40,false
710,month,2,month_day_hour_min,,0.40,0.40,0.40,false
711,month,2,month_day_hour_min,,0.42,0.42,0.42,false
712,month,2,month_day_hour_min,,0.45,0.45,0.45,false
713,month,2,month_day_hour_min,,0.38,0.38,0.38,false
714,month,2,month_day_hour_min,,0.38,0.38,0.38,false
715,month,2,month_day_hour_min,,0.40,0.40,0.40,false
716,month,2,month_day_hour_min,,0.39,0.39,0.39,false
717,month,2,month_day_hour_min,,0.37,0.37,0.37,false
718,month,2,month_day_hour_min,,0.39,0.39,0.39,false
719,month,2,month_day_hour_min,,0.40,0.40,0.40,false
720,month,2,month_day_hour_min,,0.39,0.39,0.39,false
721,month,2,month_day_hour_min,,0.40,0.40,0.40,false
722,month,2,month_day_hour_min,,0.41,0.41,0.41,false
723,month,2,month_day_hour_min,,0.38,0.38,0.38,false
724,month,2,month_day_hour_min,,0.39,0.39,0.39,false
725,month,2,month_day_hour_min,,0.39,0.39,0.39,false
726,month,2,month_day_hour_min,,0.39,0.39,0.39,false
727,month,2,month_day_hour_min,,0.41,0.41,0.41,false
728,month,2,month_day_hour_min,,0.43,0.43,0.43,false
729,month,2,month_day_hour_min,,0.42,0.42,0.42,false
730,month,2,month_day_hour_min,,0.42,0.42,0.42,false
731,month,2,month_day_hour_min,,0.40,0.40,0.40,false
732,month,2,month_day_hour_min,,0.39,0.39,0.39,false
733,month,2,month_day_hour_min,,0.39,0.39,0.39,false
734,month,2,month_day_hour_min,,0.39,0.39,0.39,false
735,month,2,month_day_hour_min,,0.39,0.39,0.39,false
736,month,2,month_day_hour_min,,0.39,0.39,0.39,false
737,month,2,month_day_hour_min,,0.38,0.38,0.38,false
738,month,2,month_day_hour_min,,0.39,0.39,0.39,false
739,month,2,month_day_hour_min,,0.38,0.38,0.38,false
740,month,2,month_day_hour_min,,0.38,0.38,0.38,false
741,month,2,month_day_hour_min,,0.39,0.39,0.39,false
742,month,2,month_day_hour_min,,0.39,0.39,0.39,false
743,month,2,month_day_hour_min,,0.40,0.40,0.40,false
744,month,2,month_day_hour_min,,0.39,0.39,0.39,false
745,month,2,month_day_hour_min,,0.42,0.42,0.42,false
746,month,2,month_day_hour_min,,0.41,0.41,0.41,false
747,month,2,month_day_hour_min,,0.40,0.40,0.40,false
748,month,2,month_day_hour_min,,0.43,0.43,0.43,false
749,month,2,month_day_hour_min,,0.41,0.41,0.41,false
750,month,2,month_day_hour_min,,0.37,0.37,0.37,false
751,month,2,month_day_hour_min,,0.37,0.37,0.37,false
752,month,2,month_day_hour_min,,0.38,0.38,0.38,false
753,month,2,month_day_hour_min,,0.40,0.40,0.40,false
754,month,2,month_day_hour_min,,0.38,0.38,0.38,false
755,month,2,month_day_hour_min,,0.38,0.38,0.38,false
756,month,2,month_day_hour_min,,0.39,0.39,0.39,false
757,month,2,month_day_hour_min,,0.39,0.39,0.39,false
758,month,2,month_day_hour_min,,0.39,0.39,0.39,false
759,month,2,month_day_hour_min,,0.43,0.43,0.43,false
760,month,2,month_day_hour_min,,0.41,0.41,0.41,false
761,month,2,month_day_hour_min,,0.39,0.39,0.39,false
762,month,2,month_day_hour_min,,0.40,0.40,0.40,false
763,month,2,month_day_hour_min,,0.45,0.45,0.45,false
764,month,2,month_day_hour_min,,0.46,0.46,0.46,false
765,month,2,month_day_hour_min,,0.44,0.44,0.44,false
766,month,2,month_day_hour_min,,0.44,0.44,0.44,false
767,month,2,month_day_hour_min,,0.44,0.44,0.44,false
768,month,2,month_day_hour_min,,0.42,0.42,0.42,false
769,month,2,month_day_hour_min,,0.40,0.40,0.40,false
770,month,2,month_day_hour_min,,0.39,0.39,0.39,false
771,month,2,month_day_hour_min,,0.39,0.39,0.39,false
772,month,2,month_day_hour_min,,0.38,0.38,0.38,false
773,month,2,month_day_hour_min,,0.38,0.38,0.38,false
774,month,2,month_day_hour_min,,0.40,0.40,0.40,false
775,month,2,month_day_hour_min,,0.39,0.39,0.39,false
776,month,2,month_day_hour_min,,0.40,0.40,0.40,false
777,month,2,month_day_hour_min,,0.39,0.39,0.39,false
778,month,2,month_day_hour_min,,0.41,0.41,0.41,false
779,month,2,month_day_hour_min,,0.40,0.40,0.40,false
780,month,2,month_day_hour_min,,0.42,0.42,0.42,false
781,month,2,month_day_hour_min,,0.43,0.43,0.43,false
782,month,2,month_day_hour_min,,0.43,0.43,0.43,false
783,month,2,month_day_hour_min,,0.42,0.42,0.42,false
784,month,2,month_day_hour_min,,0.40,0.40,0.40,false
785,month,2,month_day_hour_min,,0.37,0.37,0.37,false
786,month,2,month_day_hour_min,,0.38,0.38,0.38,false
787,month,2,month_day_hour_min,,0.38,0.38,0.38,false
788,month,2,month_day_hour_min,,0.37,0.37,0.37,false
789,month,2,month_day_hour_min,,0.37,0.37,0.37,false
790,month,2,month_day_hour_min,,0.40,0.40,0.40,false
791,month,2,month_day_hour_min,,0.47,0.47,0.47,false
792,month,2,month_day_hour_min,,0.40,0.40,0.40,false
793,month,2,month_day_hour_min,,0.39,0.39,0.39,false
794,month,2,month_day_hour_min,,0.41,0.41,0.41,false
795,month,2,month_day_hour_min,,0.43,0.43,0.43,false
796,month,2,month_day_hour_min,,0.42,0.42,0.42,false
797,month,2,month_day_hour_min,,0.43,0.43,0.43,false
798,month,2,month_day_hour_min,,0.42,0.42,0.42,false
799,month,2,month_day_hour_min,,0.40,0.40,0.40,false
800,month,2,month_day_hour_min,,0.39,0.39,0.39,false
801,month,2,month_day_hour_min,,0.42,0.42,0.42,false
802,month,2,month_day_hour_min,,0.41,0.41,0.41,false
803,month,2,month_day_hour_min,,0.40,0.40,0.40,false
804,month,2,month_day_hour_min,,0.40,0.40,0.40,false
805,month,2,month_day_hour_min,,0.39,0.39,0.39,false
806,month,2,month_day_hour_min,,0.37,0.37,0.37,false
807,month,2,month_day_hour_min,,0.41,0.41,0.41,false
808,month,2,month_day_hour_min,,0.41,0.41,0.41,false
809,month,2,month_day_hour_min,,0.41,0.41,0.41,false
810,month,2,month_day_hour_min,,0.38,0.38,0.38,false
811,month,2,month_day_hour_min,,0.39,0.39,0.39,false
812,month,2,month_day_hour_min,,0.39,0.39,0.39,false
813,month,2,month_day_hour_min,,0.39,0.39,0.39,false
814,month,2,month_day_hour_min,,0.43,0.43,0.43,false
815,month,2,month_day_hour_min,,0.41,0.41,0.41,false
816,month,2,month_day_hour_min,,0.39,0.39,0.39,false
817,month,2,month_day_hour_min,,0.40,0.40,0.40,false
818,month,2,month_day_hour_min,,0.39,0.39,0.39,false
819,month,2,month_day_hour_min,,0.40,0.40,0.40,false
820,month,2,month_day_hour_min,,0.43,0.43,0.43,false
821,month,2,month_day_hour_min,,0.42,0.42,0.42,false
822,month,2,month_day_hour_min,,0.44,0.44,0.44,false
823,month,2,month_day_hour_min,,0.40,0.40,0.40,false
824,month,2,month_day_hour_min,,0.39,0.39,0.39,false
825,month,2,month_day_hour_min,,0.36,0.36,0.36,false
826,month,2,month_day_hour_min,,0.37,0.37,0.37,false
827,month,2,month_day_hour_min,,0.40,0.40,0.40,false
828,month,2,month_day_hour_min,,0.40,0.40,0.40,false
829,month,2,month_day_hour_min,,0.40,0.40,0.40,false
830,month,2,month_day_hour_min,,0.39,0.39,0.39,false
831,month,2,month_day_hour_min,,0.39,0.39,0.39,false
832,month,2,month_day_hour_min,,0.41,0.41,0.41,false
833,month,2,month_day_hour_min,,0.42,0.42,0.42,false
834,month,2,month_day_hour_min,,0.43,0.43,0.43,false
835,month,2,month_day_hour_min,,0.41,0.41,0.41,false
836,month,2,month_day_hour_min,,0.40,0.40,0.40,false
837,month,2,month_day_hour_min,,0.41,0.41,0.41,false
838,month,2,month_day_hour_min,,0.40,0.40,0.40,false
839,month,2,month_day_hour_min,,0.41,0.41,0.41,false
840,month,2,month_day_hour_min,,0.42,0.42,0.42,false
841,month,2,month_day_hour_min,,0.45,0.45,0.45,false
842,month,2,month_day_hour_min,,0.43,0.43,0.43,false
843,month,2,month_day_hour_min,,0.42,0.42,0.42,false
844,month,2,month_day_hour_min,,0.40,0.40,0.40,false
845,month,2,month_day_hour_min,,0.40,0.40,0.40,false
846,month,2,month_day_hour_min,,0.41,0.41,0.41,false
847,month,2,month_day_hour_min,,0.37,0.37,0.37,false
848,month,2,month_day_hour_min,,0.37,0.37,0.37,false
849,month,2,month_day_hour_min,,0.38,0.38,0.38,false
