id,valueYName,valueY,valueXName,valueX,score_1,scores_total,score,anomaly
5764,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5765,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5766,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5767,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5768,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5769,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5770,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5771,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5772,month,11,month_day_hour_min,,0.43,0.43,0.43,false
5773,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5774,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5775,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5776,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5777,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5778,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5779,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5780,month,11,month_day_hour_min,,0.36,0.36,0.36,false
5781,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5782,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5783,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5784,month,11,month_day_hour_min,,0.36,0.36,0.36,false
5785,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5786,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5787,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5788,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5789,month,11,month_day_hour_min,,0.43,0.43,0.43,false
5790,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5791,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5792,month,11,month_day_hour_min,,0.43,0.43,0.43,false
5793,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5794,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5795,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5796,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5797,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5798,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5799,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5800,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5801,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5802,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5803,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5804,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5805,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5806,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5807,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5808,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5809,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5810,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5811,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5812,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5813,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5814,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5815,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5816,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5817,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5818,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5819,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5820,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5821,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5822,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5823,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5824,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5825,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5826,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5827,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5828,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5829,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5830,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5831,month,11,month_day_hour_min,,0.47,0.47,0.47,false
5832,month,11,month_day_hour_min,,0.49,0.49,0.49,false
5833,month,11,month_day_hour_min,,0.52,0.52,0.52,false
5834,month,11,month_day_hour_min,,0.52,0.52,0.52,false
5835,month,11,month_day_hour_min,,0.44,0.44,0.44,false
5836,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5837,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5838,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5839,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5840,month,11,month_day_hour_min,,0.46,0.46,0.46,false
5841,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5842,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5843,month,11,month_day_hour_min,,0.44,0.44,0.44,false
5844,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5845,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5846,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5847,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5848,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5849,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5850,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5851,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5852,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5853,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5854,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5855,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5856,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5857,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5858,month,11,month_day_hour_min,,0.45,0.45,0.45,false
5859,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5860,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5861,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5862,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5863,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5864,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5865,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5866,month,11,month_day_hour_min,,0.44,0.44,0.44,false
5867,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5868,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5869,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5870,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5871,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5872,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5873,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5874,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5875,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5876,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5877,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5878,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5879,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5880,month,11,month_day_hour_min,,0.64,0.64,0.64,true
5881,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5882,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5883,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5884,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5885,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5886,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5887,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5888,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5889,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5890,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5891,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5892,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5893,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5894,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5895,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5896,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5897,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5898,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5899,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5900,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5901,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5902,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5903,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5904,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5905,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5906,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5907,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5908,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5909,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5910,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5911,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5912,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5913,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5914,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5915,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5916,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5917,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5918,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5919,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5920,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5921,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5922,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5923,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5924,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5925,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5926,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5927,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5928,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5929,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5930,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5931,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5932,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5933,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5934,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5935,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5936,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5937,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5938,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5939,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5940,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5941,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5942,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5943,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5944,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5945,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5946,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5947,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5948,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5949,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5950,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5951,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5952,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5953,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5954,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5955,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5956,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5957,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5958,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5959,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5960,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5961,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5962,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5963,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5964,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5965,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5966,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5967,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5968,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5969,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5970,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5971,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5972,month,11,month_day_hour_min,,0.43,0.43,0.43,false
5973,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5974,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5975,month,11,month_day_hour_min,,0.47,0.47,0.47,false
5976,month,11,month_day_hour_min,,0.70,0.70,0.70,true
5977,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5978,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5979,month,11,month_day_hour_min,,0.40,0.40,0.40,false
5980,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5981,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5982,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5983,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5984,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5985,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5986,month,11,month_day_hour_min,,0.38,0.38,0.38,false
5987,month,11,month_day_hour_min,,0.37,0.37,0.37,false
5988,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5989,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5990,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5991,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5992,month,11,month_day_hour_min,,0.41,0.41,0.41,false
5993,month,11,month_day_hour_min,,0.43,0.43,0.43,false
5994,month,11,month_day_hour_min,,0.44,0.44,0.44,false
5995,month,11,month_day_hour_min,,0.45,0.45,0.45,false
5996,month,11,month_day_hour_min,,0.43,0.43,0.43,false
5997,month,11,month_day_hour_min,,0.42,0.42,0.42,false
5998,month,11,month_day_hour_min,,0.39,0.39,0.39,false
5999,month,11,month_day_hour_min,,0.40,0.40,0.40,false
6000,month,11,month_day_hour_min,,0.39,0.39,0.39,false
6001,month,11,month_day_hour_min,,0.40,0.40,0.40,false
6002,month,11,month_day_hour_min,,0.41,0.41,0.41,false
6003,month,11,month_day_hour_min,,0.44,0.44,0.44,false
6004,month,11,month_day_hour_min,,0.37,0.37,0.37,false
6005,month,11,month_day_hour_min,,0.39,0.39,0.39,false
6006,month,11,month_day_hour_min,,0.39,0.39,0.39,false
6007,month,11,month_day_hour_min,,0.38,0.38,0.38,false
6008,month,11,month_day_hour_min,,0.64,0.64,0.64,true
6009,month,11,month_day_hour_min,,0.40,0.40,0.40,false
6010,month,11,month_day_hour_min,,0.42,0.42,0.42,false
6011,month,11,month_day_hour_min,,0.42,0.42,0.42,false
6012,month,11,month_day_hour_min,,0.41,0.41,0.41,false
6013,month,11,month_day_hour_min,,0.40,0.40,0.40,false
6014,month,11,month_day_hour_min,,0.41,0.41,0.41,false
6015,month,11,month_day_hour_min,,0.40,0.40,0.40,false
6016,month,11,month_day_hour_min,,0.42,0.42,0.42,false
6017,month,11,month_day_hour_min,,0.40,0.40,0.40,false
6018,month,11,month_day_hour_min,,0.39,0.39,0.39,false
6019,month,11,month_day_hour_min,,0.41,0.41,0.41,false
6020,month,11,month_day_hour_min,,0.40,0.40,0.40,false
6021,month,11,month_day_hour_min,,0.51,0.51,0.51,false
6022,month,11,month_day_hour_min,,0.46,0.46,0.46,false
6023,month,11,month_day_hour_min,,0.39,0.39,0.39,false
6024,month,11,month_day_hour_min,,0.40,0.40,0.40,false
6025,month,11,month_day_hour_min,,0.42,0.42,0.42,false
6026,month,11,month_day_hour_min,,0.43,0.43,0.43,false
6027,month,11,month_day_hour_min,,0.44,0.44,0.44,false
6028,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6029,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6030,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6031,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6032,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6033,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6034,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6035,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6036,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6037,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6038,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6039,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6040,month,12,month_day_hour_min,,0.45,0.45,0.45,false
6041,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6042,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6043,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6044,month,12,month_day_hour_min,,0.45,0.45,0.45,false
6045,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6046,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6047,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6048,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6049,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6050,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6051,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6052,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6053,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6054,month,12,month_day_hour_min,,0.46,0.46,0.46,false
6055,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6056,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6057,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6058,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6059,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6060,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6061,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6062,month,12,month_day_hour_min,,0.45,0.45,0.45,false
6063,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6064,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6065,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6066,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6067,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6068,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6069,month,12,month_day_hour_min,,0.46,0.46,0.46,false
6070,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6071,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6072,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6073,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6074,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6075,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6076,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6077,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6078,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6079,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6080,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6081,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6082,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6083,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6084,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6085,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6086,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6087,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6088,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6089,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6090,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6091,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6092,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6093,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6094,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6095,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6096,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6097,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6098,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6099,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6100,month,12,month_day_hour_min,,0.46,0.46,0.46,false
6101,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6102,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6103,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6104,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6105,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6106,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6107,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6108,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6109,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6110,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6111,month,12,month_day_hour_min,,0.37,0.37,0.37,false
6112,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6113,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6114,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6115,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6116,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6117,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6118,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6119,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6120,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6121,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6122,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6123,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6124,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6125,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6126,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6127,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6128,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6129,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6130,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6131,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6132,month,12,month_day_hour_min,,0.46,0.46,0.46,false
6133,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6134,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6135,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6136,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6137,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6138,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6139,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6140,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6141,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6142,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6143,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6144,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6145,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6146,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6147,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6148,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6149,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6150,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6151,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6152,month,12,month_day_hour_min,,0.48,0.48,0.48,false
6153,month,12,month_day_hour_min,,0.45,0.45,0.45,false
6154,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6155,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6156,month,12,month_day_hour_min,,0.45,0.45,0.45,false
6157,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6158,month,12,month_day_hour_min,,0.48,0.48,0.48,false
6159,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6160,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6161,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6162,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6163,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6164,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6165,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6166,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6167,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6168,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6169,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6170,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6171,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6172,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6173,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6174,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6175,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6176,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6177,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6178,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6179,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6180,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6181,month,12,month_day_hour_min,,0.65,0.65,0.65,true
6182,month,12,month_day_hour_min,,0.37,0.37,0.37,false
6183,month,12,month_day_hour_min,,0.37,0.37,0.37,false
6184,month,12,month_day_hour_min,,0.37,0.37,0.37,false
6185,month,12,month_day_hour_min,,0.37,0.37,0.37,false
6186,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6187,month,12,month_day_hour_min,,0.37,0.37,0.37,false
6188,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6189,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6190,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6191,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6192,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6193,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6194,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6195,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6196,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6197,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6198,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6199,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6200,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6201,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6202,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6203,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6204,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6205,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6206,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6207,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6208,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6209,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6210,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6211,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6212,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6213,month,12,month_day_hour_min,,0.38,0.38,0.38,false
