month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu
4,5,2,45,2.66,422.35,0,1.797,295.05,20.63,249.8,33.89,320.73,0,53.25
4,5,4,0,2.94,434.32,0,2.129,287.6,20.71,261.47,34.29,318,0,53.52
4,5,4,30,3.06,430.31,0,2.259,297.57,20.72,257.33,34.59,318,0,53.68
4,5,5,30,3.26,289.84,0,2.52,284.44,18.63,265.13,33.98,199.2,0,52.41
4,5,7,0,3.42,124.41,0,2.77,178.16,20.63,274.47,33.14,261.93,0,51.97
4,5,8,30,3.43,1.88,11.52,2.716,176.32,20.75,273.8,33.06,295.6,15.9,52.14
4,5,11,0,3.17,0,376.84,2.403,46.31,17.82,243.53,30.86,47.2,0,48.33
4,5,11,30,3.05,0,414.11,2.331,93.96,20.52,234.53,30.47,95.13,0,47.71
4,5,13,30,2.63,124.57,0,2.055,175.73,20.86,245.67,32.54,354.87,0,52.17
4,5,14,30,2.64,51.03,0,1.923,129.67,20.12,241.4,32.35,315.67,0,51.58
4,5,16,0,2.68,186.88,0,1.733,110.06,20.2,243.07,32.58,378.33,0,52.52
4,5,17,0,2.77,206.99,0,1.667,179.17,21.14,239.67,32.84,377.53,0,52.55
4,5,17,30,2.83,199.22,0,1.655,181.78,21.18,238.4,32.97,375.33,0,52.73
4,5,17,45,2.85,183.99,0,1.648,185.43,21.14,239.73,32.9,374.33,0,52.76
4,5,19,15,2.65,0,315.5,1.471,118.02,19.61,264.4,30.94,118.33,0,48.44
4,5,21,0,2.26,0,371.87,1.189,119.35,17.9,275.07,30.05,120.07,0,47.28
4,5,22,0,2.03,46.3,0,1.033,183.15,21.07,254.6,31.56,270.6,0,50.49
4,5,22,30,2.05,153.45,0,1.02,181.1,21.15,250.93,31.93,292.8,0,51.16
4,5,23,15,2.1,252.91,0,1.02,167.6,21.18,242.93,32.54,319.07,0,51.89
4,6,0,30,2.3,388.35,0,1.163,322.39,20.65,234.93,33.24,355.27,0,53.1
4,6,1,30,2.51,406.01,0,1.425,303.44,20.61,260.8,33.9,309,0,53.01
4,6,2,0,2.61,412.17,0,1.553,303.48,20.6,260.67,33.91,307.93,0,53.1
4,6,3,0,2.83,406.1,0,1.817,310.96,20.62,258.07,34.09,336.93,0,53.33
4,6,4,45,3.21,403.26,0,2.265,295.35,21.04,257.6,34.13,330.27,0,53.73
4,6,5,15,3.31,376.93,0,2.398,320.01,21.71,253.27,34.48,330.87,0,53.78
4,6,8,15,3.39,0,416.83,2.583,108.66,17.76,261.87,31.01,108.6,0,48.23
4,6,10,30,2.81,0,426.6,2.13,150.78,18.78,272.33,30.21,151.27,25.13,47.05
4,6,12,15,2.52,101.42,0,1.849,233.45,21.57,245.27,32.31,364.13,0,51.99
4,6,14,30,2.54,43.65,0,1.738,270.54,22.58,248.6,32.1,345.33,0,51.65
4,6,16,0,2.55,93.57,0,1.603,149.85,20.64,257.4,32.33,328.07,0,51.69
4,6,17,0,2.6,134.99,0,1.534,186.95,21.07,256.27,32.39,334.73,0,51.78
4,6,18,0,2.65,119.27,0,1.472,183.44,21.29,257.8,32.29,314.13,0,51.54
4,6,20,0,2.67,0,378.47,1.415,128.65,17.98,280.8,30.46,129.13,0,47.66
4,6,21,0,2.42,0,417.82,1.244,128.3,18.13,286.6,29.93,128.6,0,47.14
4,6,22,0,2.15,80.11,72.29,1.075,130.56,20.07,261.07,31.86,299.8,0,51.59
4,6,22,45,2.17,158.72,0,0.964,112.18,20.19,260.93,31.88,306.07,0,51.18
4,6,23,45,2.26,245.57,0,0.94,170.43,21.54,256,32.29,301.87,0,51.69
4,7,0,15,2.32,294.85,0,1.024,343.55,21.67,249.53,32.8,330.93,0,52.35
4,7,0,30,2.36,342.13,0,1.094,333.06,21.78,246.6,33.04,327.87,0,52.52
4,7,1,30,2.55,353.43,0,1.371,321.45,20.69,259.27,33.36,285.27,0,52.33
4,7,2,0,2.64,378.95,0,1.508,313,20.69,257.07,33.58,283,0,52.67
4,7,5,45,3.41,374.09,0,2.526,312.5,20.7,250,34.22,332.4,0,53.82
4,7,6,30,3.54,267.1,0,2.725,349.53,20.63,254.6,33.88,338.33,0,53.48
4,7,7,0,3.6,164.73,0,2.78,182.85,20.07,258.93,33.49,346.53,0,52.87
4,7,8,30,3.32,0,489.39,2.513,90.41,19.01,260.47,30.06,91.27,0.15,47.23
4,7,10,30,2.73,0,481.19,2.071,129.62,17.12,266.6,29.54,129.73,0,46.73
4,7,12,0,2.44,2.03,33.52,1.812,296.64,22.83,248.47,31.84,286.53,0,51.11
4,7,12,30,2.43,12.84,13.46,1.765,294.29,22.73,245.07,31.96,311.67,0,51.15
4,7,15,15,2.23,3.57,17.07,1.614,295.8,22.73,252.07,31.77,268.33,0,50.64
4,7,15,45,2.22,0,42,1.567,262.35,22.34,252,31.73,221,0,50.35
4,7,19,15,2.22,1.01,22.71,1.336,230.39,22.17,251.6,31.77,253.47,0,50.62
4,7,19,30,2.21,1.21,21.01,1.326,230.88,21.99,248.67,31.97,253.33,0,50.76
4,7,20,0,2.19,0,330.43,1.287,179.92,18.55,276.8,29.76,169.2,0,47.05
4,7,23,15,1.79,239.43,0,0.92,217.47,22.14,239.6,31.7,375.4,0,51.66
4,8,0,0,1.88,304.68,0,0.935,307.66,20.39,232.53,32.31,372.53,0,52.27
4,8,0,15,1.92,326.38,0,0.983,313.46,20.87,236.8,32.3,352.47,0,52.12
4,8,0,30,1.96,321.29,0,1.033,312.87,20.73,269.27,32.61,301.67,0,51.71
4,8,0,45,2,359.17,0,1.083,308.95,20.76,268.87,32.69,299,0,51.86
4,8,1,45,2.19,376.58,0,1.303,316.18,20.73,264.6,32.98,296.93,0,52.14
4,8,2,15,2.29,383.87,0,1.431,316.35,20.73,262.2,33.17,296.33,0,52.38
4,8,2,30,2.34,377.07,0,1.496,316.03,20.71,262.2,33.14,297.6,0,52.25
4,8,4,15,2.68,368.97,0,1.94,327.87,20.59,258.33,33.48,293.4,0,52.68
4,8,5,45,2.94,338.48,0,2.319,332.46,20.61,258.47,33.46,321.47,0,52.88
4,8,6,45,3.09,203.04,0,2.554,243.58,19.25,264.8,32.96,324.8,0,52.37
4,8,7,30,3.08,0,420.43,2.465,97.73,19.55,255.53,30.49,98.2,0,47.8
4,8,13,0,2.11,0,49.97,1.428,360.66,24.31,268.53,31.39,224.33,0,50.08
4,8,14,15,2.05,0,38.29,1.38,355.07,24.33,278,31.22,231.2,0,49.97
4,8,14,45,2.02,88.7,7.86,1.38,348.98,24.38,272.53,31.6,335.47,0,51.16
4,8,15,30,2.04,132.71,0,1.38,325.75,22.81,269.47,31.79,383.47,0,51.71
4,8,16,30,2.06,96.65,0,1.377,296.51,21.82,270.8,31.63,301.13,0,50.78
4,8,20,30,2.2,0,435.77,1.082,194.83,20.6,253.53,29.37,195.93,0,46.1
4,8,21,30,1.92,0,381.52,0.93,189.82,21.01,245.4,29.63,175.6,0,46.71
4,8,22,30,1.87,116.45,0,0.846,209.4,21.76,247.07,31.69,283.33,0,50.59
4,8,23,15,1.91,267.79,0,0.82,204.38,21.76,241,32.18,380.87,0,52.19
4,8,23,30,1.94,281.29,0,0.812,211.45,21.73,239.93,32.29,380.93,0,52.24
4,9,0,30,2.09,291.43,0,0.933,340.53,21.71,263.67,32.43,309.13,0,51.71
4,9,1,0,2.16,343.79,0,1.051,339.2,21.76,260.93,32.64,287.93,0,51.8
4,9,1,30,2.24,359.37,0,1.169,326.17,21.74,259.2,32.79,286.13,0,51.94
4,9,4,45,2.89,417.87,0,1.967,310.8,21.73,247.8,33.82,308.33,0,53.25
4,9,5,0,2.94,382.33,0,2.029,319.96,21.73,245.27,34.02,311.93,0,53.14
4,9,6,30,3.23,393.33,0,2.426,397.6,24.76,257.6,34.04,307.87,0,53.32
4,9,7,15,3.36,316.45,0,2.5,180.56,21.61,258.4,33.97,337.87,0,53.33
4,9,7,45,3.43,156.25,0,2.501,118.54,21.83,267.93,33.1,378.53,0,52.72
4,9,8,15,3.45,17.57,1.83,2.501,201.65,22.54,258.4,32.99,380.07,0,52.63
4,9,9,0,3.42,0,153.79,2.497,295.59,22.8,265.47,32.39,327.07,0,51.69
4,9,10,0,3.29,0,166.19,2.42,282.9,22.69,263,32.56,357.13,0,52.02
4,9,12,45,3.02,0,80.72,2.091,269.04,22.31,260.07,32.66,283.6,0,51.5
4,9,13,0,3,2.8,36.99,2.065,280.44,22.58,263.53,32.35,252.07,0,51.15
4,9,14,45,2.85,0.39,19.11,1.927,293.37,22.69,263.8,32.31,282.27,0,51.39
4,9,15,15,2.84,16.55,2.07,1.888,294.14,22.74,252.13,32.32,320.33,0,51.78
4,9,15,30,2.84,37.28,0,1.873,292.53,22.73,252.2,32.35,322,0,51.54
4,9,18,15,2.91,144.09,0,1.663,238.27,21.82,249.53,32.65,381.07,0,52.56
4,9,19,0,2.94,6.56,239.68,1.596,158.48,15.81,261.2,31.66,99.27,0,49.12
4,9,19,45,2.8,0,296.84,1.381,118.29,18.82,267.6,31.16,119.33,0,48.54
4,9,20,0,2.75,0,307.4,1.315,118.24,18.84,268.27,31.08,118.67,0,48.52
4,9,20,45,2.6,0,297.93,1.097,118.21,18.71,269.73,30.95,119.13,0,48.32
4,9,21,30,2.44,0,302.22,0.886,117.67,18.97,269.13,30.79,118,0,47.96
4,9,21,45,2.39,0,294.31,0.817,119.09,18.65,269.67,30.91,119.2,0,48.43
4,9,23,30,2.11,154.04,50.77,0.395,137.96,20.57,258,31.81,260.87,0,51.08
4,10,1,0,2.26,212.08,0,0.593,385.65,22.77,251.47,32.37,204.67,0,50.82
4,10,2,30,2.48,332.67,0,1.027,359.95,22.76,242,33.14,266.53,0,52.11
4,10,3,15,2.61,334.73,0,1.219,348.56,23.27,240.73,33.31,251.27,0,52.01
4,10,3,30,2.65,333.67,0,1.293,371.24,23.22,241.07,33.29,248.67,0,52.1
4,10,4,0,2.73,384.36,0,1.466,370.34,23.16,237.47,33.74,290,0,53.01
4,10,5,0,2.93,301.65,0,1.808,384.93,23.26,245.67,33.45,198.73,0,51.86
4,10,5,15,2.97,299.66,0,1.893,367.65,23.27,246.47,33.4,197.73,0,51.81
4,10,5,30,3,282.17,0,1.978,366.13,23.22,247.07,33.33,199.6,0,51.77
4,10,6,15,3.1,311.15,0,2.232,371.33,23.19,248.47,33.58,229.27,0,52.65
4,10,8,45,3.43,60.91,0,2.389,214.55,21.27,266.07,33.01,375.13,0,52.67
4,10,9,30,3.4,0,250.58,2.297,231.82,21.96,276.8,32.07,189.8,0,50.42
4,10,10,30,3.22,0,260.22,2.18,290.99,22.83,280.13,31.76,218.47,0,50.35
4,10,12,45,2.86,2.7,84.01,1.936,294.58,22.63,244,32.24,291.67,0,51.65
4,10,13,15,2.84,0,75.53,1.903,298.45,22.75,245.93,32.14,280.33,0,51.24
4,10,14,45,2.74,0,30.71,1.743,248.85,21.7,244.53,32.29,206.8,0,50.78
4,10,17,15,2.81,138.99,0,1.6,281.15,22.78,254.07,32.44,303.47,0,51.56
4,10,18,30,2.87,114.83,0,1.56,279.26,22.65,250.87,32.72,321.47,0,52.02
4,10,20,0,2.9,27.73,0.53,1.475,291.35,22.71,254.6,32.44,310.07,0,51.7
4,10,20,45,2.89,10.23,10.5,1.397,237.22,21.22,254.8,32.41,313.73,0,51.73
4,10,22,15,2.89,125.19,0,1.189,182.98,20.68,252.47,32.61,341.2,0,52.22
4,10,23,0,2.96,271.32,0,1.081,168.47,21.07,246.47,33.1,363.47,0,52.77
4,10,23,15,2.98,255.44,0,1.066,217.23,21.72,245.07,33.22,359.8,0,52.9
4,11,0,30,3.16,376.45,0,1.181,370.01,21.8,250.27,33.81,311.47,0,53.11
4,11,1,0,3.25,399.3,0,1.303,334.42,21.71,247.73,34.03,305.93,0,53.22
4,11,1,15,3.29,409.67,0,1.367,325.45,21.74,248,33.99,306.67,0,53.27
4,11,1,30,3.34,415.7,0,1.428,321.28,21.69,242.4,34.42,304.73,0,53.57
4,11,2,15,3.48,416.13,0,1.618,330.94,21.61,242.87,34.37,304.27,0,53.6
4,11,3,0,3.62,358.16,0,1.827,365.09,22.65,244.73,34.31,269.2,0,53.21
4,11,4,45,3.9,371.18,0,2.326,347.55,23.7,247.8,34.12,261.13,0,52.91
4,11,5,15,3.97,338.78,0,2.476,370.45,23.77,256.33,34.33,256.47,0,53.24
4,11,7,45,4.08,0,379.91,2.905,147.15,20.48,285.13,31.59,153.6,0,48.48
4,11,9,0,3.69,0,482.4,2.641,130.09,19.24,235.27,30.28,130.93,0,47.15
4,11,11,30,2.97,20.06,47.46,1.794,329.19,23.18,229.27,32.65,251,0,51.6
4,11,12,0,2.94,0,83.01,1.745,316.16,23.2,259.27,32.2,215.13,0,50.78
4,11,12,30,2.91,0,209.64,1.717,314.19,23.1,266.33,31.58,46.4,0,49.3
4,11,14,0,2.81,0,34.25,1.65,350.69,24.19,280.27,32.29,200.33,0,50.67
4,11,14,30,2.78,0,46.06,1.65,357.24,24.24,279.27,32.31,198.4,0,50.57
4,11,15,0,2.76,13.45,19.39,1.65,363.11,22.99,278.73,32.27,212.27,0,50.88
4,11,18,30,2.86,179.63,0,1.509,300.37,22.67,255.93,32.73,338.4,0,52.27
4,11,21,30,2.2,0,464.27,1.094,199.43,19.76,257.2,28.92,200.33,0,45.78
4,11,21,45,2.13,0,429.69,1.058,194.68,20.92,257.07,29.29,195.27,0,45.97
4,11,22,0,2.06,0,352,1.026,200.02,20.88,247.27,30.07,141.33,0,47.29
4,12,0,30,2.18,364.67,0,1.173,390.71,22.56,255.07,32.83,306.93,0,52.14
4,12,2,0,2.44,394.91,0,1.627,348.17,22.16,256.27,33.11,249.13,0,51.89
4,12,3,45,2.77,409.96,0,2.153,331.45,21.68,247.47,33.82,299.73,0,53.03
4,12,4,45,2.98,414.77,0,2.45,327.38,21.29,246.67,33.93,308.07,0,53.08
4,12,7,0,3.33,184.99,0,3.01,188.68,20.41,265.8,33.45,315.73,0,52.56
4,12,7,45,3.36,0,306.68,3.01,161.57,21.66,253.27,30.69,219.2,0,47.63
4,12,8,0,3.3,0,511.57,3.002,186.83,20.84,266.4,29.65,188.53,0,46.15
4,12,12,0,2.08,0,388.65,2.263,190.59,20.67,241.53,29.76,181.2,0,47.27
4,12,12,15,2.01,162.91,0,2.214,245.36,21.76,211.13,31.92,431,0,52.56
4,12,13,45,2.1,249.71,0,2.015,219.9,21.25,215.53,31.83,429.67,0.85,52.3
4,12,16,0,2.2,292.82,0,1.707,267.16,22.57,270.67,32.12,430.07,0,52.9
4,12,17,45,2.38,246.34,0,1.68,263.03,22.65,264.93,32.48,356.27,0,52.08
4,12,19,0,2.47,205.01,0,1.66,290.16,22.91,270.4,32.01,343.27,0,51.8
4,12,19,15,2.49,75.18,129.48,1.657,231.22,21.24,277.47,31.23,209.6,0,49.22
4,12,20,0,2.35,0,363.05,1.546,184.69,19.94,253.6,29.8,185.27,0,46.73
4,12,21,15,2,0,322.44,1.303,188.83,20.72,255.73,29.61,88.8,0,46.97
4,12,21,45,1.93,122.35,0,1.268,333.01,23.74,230.33,31.54,314.73,0,50.78
4,12,23,0,1.93,317.71,0,1.26,277.44,23.78,244.8,32.3,384.2,0,52.13
4,13,0,0,2.1,323.06,0,1.277,342.16,21.69,280.13,32.43,318.73,0,51.63
4,13,0,30,2.17,359.24,0,1.375,327.47,21.63,277.53,32.58,260.07,0,51.59
4,13,0,45,2.21,378.48,0,1.426,347.46,21.71,270.27,33.1,281.73,0,51.95
4,13,2,0,2.44,449.22,0,1.77,340.34,21.58,266.87,33.36,257.47,0,52.36
4,13,4,30,2.92,444.69,0,2.386,299.3,20.19,259.6,33.93,310.73,0,53.28
4,13,5,15,3.07,344.47,0,2.554,314.8,21.22,262.13,33.85,317.27,0,52.87
4,13,5,30,3.11,377.23,0,2.61,313.4,21.2,260,33.99,312,0,53.3
4,13,6,15,3.25,344.87,0,2.809,373.3,21.76,259.53,33.98,333.53,0,53.34
4,13,6,30,3.29,196.52,0,2.879,303.73,18.09,270.2,33.14,234.33,0,51.86
4,13,6,45,3.31,248.46,0,2.917,226.16,18.67,265.13,33.52,306.93,0,52.87
4,13,9,0,2.89,0,437.64,2.72,128.84,20.78,249.4,30.12,129.93,8.85,47.15
4,13,12,0,2.37,145.97,0,1.954,178.54,19.76,247.13,32.08,429.73,0,52.51
4,13,15,15,2.5,108.59,0,1.561,290.41,22.65,260.93,31.99,350.33,0,51.72
4,13,16,45,2.57,134.26,0,1.499,292.19,22.97,253.87,32.48,305.73,0,51.68
4,13,17,15,2.6,142.61,0,1.49,293.31,22.95,255.07,32.4,307.13,0,51.76
4,13,18,30,2.66,104.7,0,1.48,298.9,23.31,256.07,32.31,293.67,0,51.65
4,13,20,15,2.72,41.57,0,1.48,301.57,23.35,256.4,32.31,296.07,0,51.56
4,13,20,30,2.72,29.91,0,1.48,316.33,23.12,255.8,32.33,298.8,0,51.51
4,13,22,0,2.76,116.85,0,1.48,316.14,23.31,251.4,32.67,335.07,0,52
4,13,22,30,2.79,161.31,0,1.48,276.5,23.31,249.2,32.82,325.53,0,52.08
4,13,23,0,2.84,251.2,0,1.48,267.05,22.09,247,33.03,387.6,0,53.03
4,13,23,45,2.94,301.41,0,1.48,222.37,22.23,255.07,33.37,377,0,53.41
4,14,0,0,2.98,287.43,0,1.499,307.79,19.73,257.13,33.21,326.67,0,52.87
4,14,0,45,3.09,334.06,0,1.645,298.61,19.39,254.8,33.76,295.93,0,52.93
4,14,1,0,3.13,358.65,0,1.696,296.32,20.22,250.27,34.18,307.33,0,53.48
4,14,1,15,3.18,364.01,0,1.747,287.22,20.18,254.73,33.83,317.73,0,53.28
4,14,1,30,3.23,381.13,0,1.797,295.11,20.12,251.73,34.12,314.67,0,53.58
4,14,1,45,3.28,377.5,0,1.851,316.74,20.54,251.6,34.11,316.4,0,53.54
4,14,4,0,3.7,378.91,0,2.381,262.35,19.73,240.33,34.89,262.73,0,53.77
4,14,7,0,3.99,0.73,15.15,2.955,53.6,19.25,254.93,33.35,55.13,0,51.2
4,14,7,15,3.97,0,43.72,2.917,53.35,19.6,250.67,33.69,53.8,0,51.55
4,14,8,30,3.79,0,438.91,2.813,153.05,20.95,283.4,31,153.53,10.78,47.73
4,14,10,30,3.16,0,357.83,2.293,172.98,19.45,236.8,30.91,245.93,7.53,49.35
4,14,13,30,2.82,0,48.17,1.442,362.83,24.12,248.13,32.04,210.8,0,50.61
4,14,14,0,2.78,0,111.49,1.43,355.82,24,249.67,31.97,204.8,0,50.67
4,14,15,30,2.64,0,127.75,1.314,356.94,23.86,267.4,32.11,133,0,50.22
4,14,16,0,2.6,0,62.41,1.29,356.54,24.1,272.73,32.34,130.33,0,50.56
4,14,16,15,2.58,0,68.55,1.283,353.3,24.07,273.6,32.22,134.27,0,50.14
4,14,16,30,2.57,0,53.01,1.279,341.84,24.15,271.47,32.39,130.67,0,50.65
4,14,18,45,2.53,3.33,6.17,1.28,348.83,24.06,231.8,31.89,221.53,0,50.8
4,14,19,15,2.52,0.58,85.78,1.277,330.39,22.69,232.4,31.88,159.67,0,50.02
4,14,19,45,2.46,0,330.91,1.206,254.21,21.26,261.6,30.73,123.4,0,48.07
4,14,23,30,2.15,251.83,0,0.76,305.49,23.22,263.73,32.24,324.27,0,51.86
4,15,0,15,2.25,230.24,0,0.823,417.11,22.66,270.13,32.63,273,0,51.39
4,15,3,15,2.7,314.1,0,1.662,365.53,23.18,262.47,33.19,267.6,0,52.06
4,15,7,45,3.47,269.34,0,2.73,90.93,20.33,252.6,33.86,466.8,14.44,54.55
4,15,9,30,3.12,0,497.68,2.397,150.5,16.8,255.33,29.62,151.47,8.09,46.67
4,15,10,45,2.7,0,551.45,1.808,152.09,15.12,268.67,28.55,153.53,5.96,45.52
4,15,11,15,2.56,0,228.63,1.61,412.37,24.16,231.07,31.38,175.13,0.25,49.71
4,15,11,30,2.52,0,185.23,1.56,426.41,24.7,233.2,31.27,201.4,0.04,49.99
4,15,11,45,2.48,0,194.25,1.513,425.28,24.71,232.27,31.35,206.73,0,49.9
4,15,12,0,2.45,0,177.95,1.47,419.63,25.35,231.27,31.46,203.2,0,49.96
4,15,12,15,2.41,0,161.42,1.445,444.37,25.69,233.93,31.29,198.6,0,49.91
4,15,13,45,2.25,6.12,45.05,1.41,380.68,24.77,229.8,31.65,255.2,0,50.52
4,15,14,0,2.24,15.43,4.25,1.4,374.43,24.28,229.2,31.75,295.13,0,50.98
4,15,16,15,2.25,103.68,0,1.28,389.17,25.23,279.53,32.17,220.67,0,50.56
4,15,18,15,2.31,114.68,0,1.28,368.48,24.07,260.53,31.84,280.27,0,50.99
4,15,23,45,2.5,301.56,0,1.145,232.49,20.93,248,32.88,373.2,0,52.82
4,16,1,0,2.66,306.99,0,1.337,395.95,22.98,255.13,33.24,257.33,0,52.07
4,16,2,15,2.86,409.51,0,1.704,352.38,23.14,246.6,33.95,297.07,0,53.26
4,16,2,45,2.97,397.81,0,1.853,339.68,23.28,253,34.12,256.53,0,52.96
4,16,3,0,3.02,368.35,0,1.923,348.23,23.2,264.07,33.56,258.53,0,52.52
4,16,3,30,3.11,389.33,0,2.072,364.56,23.25,258.13,33.98,256.13,0,52.89
4,16,3,45,3.16,392.6,0,2.143,356.7,22.31,253.27,34.33,255,0,53.08
4,16,4,0,3.21,396.74,0,2.215,334.66,22.24,257.07,34.07,253.53,0,53.06
4,16,4,15,3.26,406.68,0,2.287,332.73,22.21,252.27,34.41,252.6,0,53.29
4,16,5,0,3.42,370.99,0,2.501,346.18,22.15,255.53,34.2,297.27,0,53.27
4,16,5,15,3.47,381.8,0,2.574,344.92,22.18,250.87,34.59,289.8,0,53.55
4,16,5,30,3.51,395.15,0,2.645,337.99,22.25,253.07,34.4,289.13,0,53.61
4,16,6,0,3.61,380.3,0,2.79,335.06,22.17,253.27,34.39,283.67,0,53.5
4,16,6,15,3.66,368.83,0,2.862,337.27,22.21,248.07,34.77,269.67,0,53.58
4,16,8,0,3.99,12.44,265.24,2.991,165.15,20.44,280.67,32.22,171.27,12.41,49.03
4,16,14,30,2.58,0,95.59,1.341,412.2,25.42,252.33,31.84,173.87,0,50.25
4,16,15,15,2.53,0,73.15,1.303,411.48,25.25,251,31.95,174,0,50.33
4,16,15,45,2.51,0,33.32,1.291,402.04,25.5,250.07,32.01,174.8,0,50.39
4,16,17,15,2.5,117.19,0,1.27,377.03,25.32,248,32.19,297.8,0,51.61
4,16,17,30,2.51,127.76,0,1.27,383.9,25.39,246.6,32.34,297,0,51.53
4,16,18,30,2.54,5.4,18.07,1.27,408.03,25.41,247.27,32.29,171.93,0,50.68
4,16,19,0,2.53,5.07,10.65,1.27,419.09,24.87,256,32.31,174.27,0,50.55
4,16,19,30,2.52,0,35.01,1.239,409.25,24.97,257.87,32.2,174.53,0,50.36
4,16,23,45,2.63,259.74,0,0.963,308.43,23.19,260.67,32.76,310.67,0,52.1
4,17,0,45,2.73,207.27,0,1.123,397.58,22.86,259.4,32.82,171.93,0,51.2
4,17,2,45,3.03,380.35,0,1.672,349.61,22.8,245.27,34.01,328.87,0,53.41
4,17,4,0,3.28,372.4,0,2.027,345.09,22.74,241.6,34.31,259.33,0,53.12
4,17,7,15,3.89,366.95,0,2.93,0,19.88,237,34.78,336.93,0,54.44
4,17,8,30,3.89,0,327.93,2.819,0,16,268,31.84,74.27,10.41,49.13
4,17,8,45,3.84,0,385.27,2.733,0,15.88,234.07,31.36,74.53,9.79,49
4,17,11,30,3.25,0,185.57,1.836,0,24.71,249,32.03,172.4,0.06,50.25
4,17,11,45,3.22,0,177.75,1.799,0,25.38,247.67,32.12,171.93,0,50.39
4,17,12,45,3.1,0,91.15,1.77,0,25.99,242.47,32.53,170.8,0,50.99
4,17,15,15,3.11,235.63,0,1.623,0,23.8,255,33.41,347.2,0,53.01
4,17,16,0,3.18,93.79,0,1.563,0,23.8,262.93,32.75,170.6,0,51.13
4,17,16,45,3.2,235.06,0,1.517,0,22.83,256.6,33.22,305.4,0,52.55
4,17,17,30,3.29,244.32,0,1.463,0,22.78,255.93,33.27,349.07,0,52.95
4,17,17,45,3.32,255.62,0,1.443,0,22.85,252.6,33.5,347.07,0,53.22
4,17,18,45,3.44,227.23,0,1.355,0,21.83,254.53,33.34,348.47,0,52.89
4,17,19,15,3.49,218.11,0,1.285,0,21.82,251.87,33.56,347.47,0,53.29
4,17,20,0,3.56,143.22,0,1.175,0,21.76,253.6,33.42,350.73,0,52.78
4,17,21,0,3.6,57.19,0,1.034,0,21.75,255.33,33.28,271.27,0,52.3
4,17,21,45,3.61,45.86,0.05,0.934,0,21.67,255.8,33.16,260.13,0,52.07
4,17,22,0,3.61,67.22,0,0.898,0,21.85,252.33,33.48,240,0,52.05
4,17,22,45,3.64,151.67,0,0.818,0,21.68,251,33.59,243.53,0,52.05
4,18,0,15,3.76,149.31,0,0.832,0,23.93,253.4,33.43,170.93,0,51.72
4,18,1,0,3.82,239.97,0,1.041,0,23.77,250.53,33.67,168.67,0,52.11
4,18,1,15,3.85,192.03,0,1.109,0,23.86,250.4,33.65,116.4,0,51.81
4,18,1,30,3.87,214.28,0,1.183,0,24.22,248.6,33.82,91.8,0,51.96
4,18,2,0,3.92,160.93,0,1.337,0,25.23,247.2,33.9,48.33,0,51.86
4,18,3,15,3.98,176.89,0,1.813,0,25.91,249.67,33.76,53.13,0,51.82
4,18,4,45,4.08,204,0,2.399,0,25.76,247.6,33.93,89.07,0,52.02
4,18,12,0,3.05,0,140.93,1.837,266.01,21.78,222.27,32.1,254.53,0,51.07
4,18,12,15,3.02,0,111.74,1.791,254.29,21.78,221.53,32.16,254.47,0,51.14
4,18,12,45,2.98,0,54.45,1.715,261.71,21.76,221.07,32.24,250.67,0,51.21
4,18,13,45,2.93,43.79,0,1.572,247.08,21.76,254.07,32.55,246.2,0,51.46
4,18,15,15,2.93,79.68,0,1.371,247.41,22.03,238.8,32.73,227.53,0,51.33
4,18,17,45,3,113.23,0,1.173,251.65,22.3,251.33,32.71,213.93,0,51.43
4,18,18,15,3.02,39.45,132.82,1.149,213.76,21.04,255.93,32.27,161.13,0,49.88
4,18,18,30,3,0,339.85,1.134,232.83,21.75,255.73,30.95,233.27,0,47.36
4,18,19,15,2.83,0,384.02,1.076,231.49,21.66,260.53,30.06,232.47,0,46.9
4,18,20,30,2.49,0,414.15,0.97,173.68,20.4,254.47,29.76,175.4,0,46.91
4,18,22,30,2.3,195.27,0,0.84,253.93,22.24,236.2,32.16,318.47,0,51.48
4,18,23,15,2.36,349.25,0,0.84,205.97,21.26,233.27,32.88,431.47,0,53.63
4,19,0,45,2.6,317.67,0,1.092,381.1,24.92,252.4,32.77,236.93,0,51.54
4,19,2,30,2.89,325.91,0,1.671,378.88,25.12,244.6,33.33,230.47,0,52.14
4,19,4,0,3.14,369.55,0,2.176,368.4,25.54,240.2,33.7,245.73,0,52.59
4,19,6,15,3.51,295.61,0,2.968,396.29,24.16,252.27,33.82,251.93,0,52.82
4,19,6,45,3.57,279.23,0,3.127,288.23,22.78,251.73,33.78,298.67,0,53.06
4,19,7,30,3.68,1.83,198.06,3.125,97.2,20.05,259.53,32.29,15.87,6.48,50.05
4,19,7,45,3.64,0,324.41,3.099,39.82,19.95,235.6,31.63,40.47,11.18,49.19
4,19,8,0,3.59,0,354.76,3.063,40.87,18.12,239.27,31.28,41.53,10.4,49.14
4,19,11,45,2.65,0,346.67,1.917,92.77,18.99,254.6,30.32,93.87,0,47.74
4,19,13,30,2.64,187.27,0,1.616,198.66,21.2,253.2,32.56,412.27,0,52.69
4,19,13,45,2.66,154.67,0,1.594,219.21,21.55,255.47,32.37,407.6,0,52.49
