num,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,month_day_hour_min,truth
885,3.28,333.48,0,0.1,183.01,16.54,251.53,33.9,362.87,0,53.49,880,0
886,3.33,291.57,0,0.1,183.64,16.62,252.4,33.85,363.4,0,53.48,881,0
887,3.37,333.19,0,0.1,170.2,16.67,249.53,34.06,358.93,0,53.86,882,0
888,3.42,320.84,0,0.1,169.13,16.48,249.33,34.06,359.8,0,53.8,883,0
889,3.46,314.53,0,0.1,168.1,16.69,248.4,34.14,359.07,0,53.91,884,0
890,3.5,294.5,0,0.1,170.2,16.66,248.27,34.18,360.87,0,53.79,885,0
891,3.54,245.89,0,0.1,175.39,16.59,256.67,33.51,363.27,0,53.35,886,0
892,3.57,209.65,0,0.1,186.81,19.84,254.53,33.55,364.6,0,53.31,887,0
893,3.6,90.09,0,0.1,202.64,21.02,266.27,33.37,311.13,0,52.65,888,0
894,3.61,36.85,1.4,0.1,213.11,21.29,277.2,33.22,312.47,0,52.44,889,0
895,3.61,12.29,119.31,0.1,207.49,21.1,285.4,32.6,166.07,17.39,51.07,890,0
896,3.6,0,162.61,0.1,198.92,21.22,285.73,32.52,109.73,27.61,50.72,891,0
897,3.57,0,155.28,0.1,217.53,20.98,277.53,32.22,112.67,26.78,50.42,892,0
898,3.53,0,219.95,0.1,237.89,19.57,275.73,32.33,106.33,25.63,50.37,893,0
899,3.5,0,250.09,0.1,243.59,14.99,276.2,32.27,74.47,26.73,50.03,894,0
900,3.45,0,223.24,0.1,243.01,16.26,275.8,32.21,62.8,25.44,50.23,895,0
901,3.41,0,257.8,0.1,254.12,14.67,266.07,32.14,63.73,24.85,50.13,896,0
902,3.37,0,299.91,0.1,292.53,20.95,270.6,31.78,12.33,25.78,49.47,897,0
903,3.32,0,318.96,0.1,250.87,20.74,272.73,31.63,2.2,25.71,49.59,898,0
904,3.27,0,322.01,0.1,258.8,20.47,268.27,31.52,2.07,25.69,49.38,899,0
905,3.22,0,373.13,0.1,273.11,19.33,266.93,31.14,37.93,26.51,48.73,900,0
906,3.16,0,382.8,0.1,247.82,19.93,272.73,30.71,44.07,24.97,48.39,901,0
907,3.1,0,385.56,0.1,259.81,19.73,268.6,30.97,44.8,25.75,48.42,902,0
908,3.04,0,403.84,0.1,266.4,19.69,271.8,30.73,45.07,26.02,48.32,903,0
909,2.98,0,305.37,0.1,264.83,20.24,270.67,30.8,44.73,25.2,48.67,904,0
910,2.92,0,338.88,0.1,266.11,20.5,268.47,30.93,44.73,25.3,48.62,905,0
911,2.85,0,359.47,0.1,279.94,20.97,273,30.65,44.67,25.44,48.35,906,0
912,2.8,0,343.55,0.1,248.56,21.2,268,30.82,44.27,25.01,48.69,907,0
913,2.74,0,335.89,0.1,251.6,21.21,260,30.7,44.6,26.07,48.44,908,0
914,2.68,0,329.18,0.1,244.29,21.21,261.73,30.56,44.2,25.45,48.18,909,0
915,2.62,0,244.93,0.1,258.07,21.23,256,31,89.2,24.66,49.1,910,0
916,2.58,0,157.93,0.1,246.76,21.21,249.4,31.53,121.6,24.89,49.65,911,0
917,2.54,0,174.54,0.1,247.87,21.2,249.33,31.52,122.33,25.04,49.58,912,0
918,2.51,0,214.45,0.1,252.23,21.19,252.53,31.26,94.93,25.65,49.44,913,0
919,2.47,0,205.1,0.1,240.48,21.26,250.6,31.44,95.47,25.66,49.41,914,0
920,2.44,0,198.4,0.1,213.95,21.15,252,31.28,93.2,25.29,49.42,915,0
921,2.4,0,209.31,0.1,204.31,21.27,255.33,31.06,97.13,25.95,49.09,916,0
922,2.37,0,211.99,0.1,227.09,21.3,253.13,31.04,95.47,25.62,49.24,917,0
923,2.33,0,217.02,0.1,212.44,21.33,250.13,30.99,97.93,25.18,49.03,918,0
924,2.29,0,207.55,0.1,217.74,21.27,248.87,31.1,97,24.46,49.14,919,0
925,2.25,0,229.36,0.1,214.56,21.26,231.47,31.07,97.73,25.36,49.17,920,0
926,2.22,0,227.82,0.1,203.27,21.39,212.4,31.04,97.87,25.89,49.26,921,0
927,2.18,0,219.67,0.1,188.1,21.23,215.6,30.85,100,25.02,48.9,922,0
928,2.14,0,180.9,0.1,190.03,21.29,212.13,31.11,94.53,24.64,49.39,923,0
929,2.11,0,179.01,0.1,173.98,21.33,212.13,31.14,97.47,25.55,49.2,924,0
930,2.08,0,140.47,0.1,174.48,21.37,211.47,31.2,97.67,25.65,49.5,925,0
931,2.05,0,99.73,0.1,175.54,21.33,206.87,31.54,141.13,25.09,49.8,926,0
932,2.03,0,72.05,0.1,192.24,21.23,210.07,31.37,196.2,25.21,49.97,927,0
933,2.02,0,27.63,0.1,188.34,21.27,229.53,31.46,195.47,25.24,49.97,928,0
934,2,1.49,15.24,0.1,199.3,21.23,229.93,31.53,196.47,24.76,49.82,929,0
935,2,3.18,32.55,0.1,189.12,21.23,236.67,31.46,195,25.06,49.96,930,0
936,1.99,0,53.53,0.1,190.38,21.33,266.4,31.77,152.93,25.12,49.88,931,0
937,1.97,0,68.43,0.1,189.44,21.15,271.47,31.37,134.07,25.31,49.56,932,0
938,1.96,0,69.49,0.1,188.44,21.22,270.4,31.45,134.33,24.81,49.61,933,0
939,1.94,0,83.19,0.1,191.57,21.27,273.47,31.18,135.93,25.86,49.51,934,0
940,1.92,0,77.79,0.1,182.67,21.22,271.13,31.35,134.67,25.16,49.5,935,0
941,1.91,0,103.25,0.1,185.72,20.82,270.93,31.33,135.73,24.98,49.44,936,0
942,1.89,0,109.95,0.1,205.52,20.8,271.47,31.3,134.6,25.58,49.41,937,0
943,1.87,0,140.28,0.1,195.2,20.75,270.93,31.3,136.8,25.08,49.3,938,0
944,1.84,0,134.36,0.1,199.03,20.67,274.47,31.01,137,25.34,49.22,939,0
945,1.82,0,120.17,0.1,196.26,20.73,274.2,31.02,136.73,25.88,49.2,940,0
946,1.79,0,128.13,0.1,197.01,20.71,271.8,31.07,123.67,24.59,49.2,941,0
947,1.76,0,283.95,0.1,201.5,20.71,254.87,29.82,17.73,26.3,47.76,942,0
948,1.71,0,296.59,0.1,199.16,20.66,253.47,29.99,2.4,25.11,47.69,943,0
949,1.66,0,273.57,0.1,212.68,20.69,252.2,30.07,41.8,25.3,48.28,944,0
950,1.62,0,186.59,0.1,199.51,20.73,246.87,30.48,122,25.12,48.62,945,0
951,1.58,0,148.73,0.1,207.15,20.67,243.47,30.78,164.8,25.42,49.31,946,0
952,1.56,13.21,15.71,0.1,190.84,20.62,238.27,31.17,297.13,24.48,50.65,947,0
953,1.55,29.41,2.17,0.1,203.2,20.61,235.27,31.43,312,6.25,50.6,948,0
954,1.55,105.27,0,0.1,205.36,20.63,236.4,31.3,309.93,0.27,50.56,949,0
955,1.56,138.65,0,0.1,200.87,20.68,237.27,31.27,310.2,0.06,50.63,950,0
956,1.57,193.81,0,0.1,174.03,20.68,232.33,31.63,308.67,0,50.99,951,0
957,1.59,209.19,0,0.1,193,20.76,232.2,31.65,310,0,50.84,952,0
958,1.61,176.6,0,0.1,181.73,20.56,236.53,31.39,230.73,0,50.17,953,0
959,1.63,93.65,0,0.1,173.89,20.65,237.33,31.33,130.53,0,49.62,954,0
960,1.63,116.66,0,0.1,163.94,20.7,238.27,31.27,130.8,0,49.47,955,0
961,1.65,99.39,0,0.1,168.05,19.32,238.2,31.27,121.2,0,49.49,956,0
962,1.65,108.59,0,0.1,153.16,19.28,240.4,31.14,111.4,0,49.42,957,0
963,1.66,149.99,0,0.1,156.13,19.03,236.67,31.43,111.4,0,49.67,958,0
964,1.68,167.63,0,0.1,145.42,19.09,236.87,31.46,109.53,0,49.67,959,0
965,1.69,170.71,0,0.1,183.43,18.99,235.07,31.57,109.87,0,49.75,960,0
966,1.71,166.57,0,0.1,183.08,19.24,233.33,31.75,108.4,0,49.92,961,0
967,1.73,194.45,0,0.1,173.25,19.21,257.33,31.74,108.27,0,49.85,962,0
968,1.75,244.26,0,0.1,164.2,19.2,281.07,32.1,105.33,0,50.12,963,0
969,1.78,215.53,0,0.1,172.6,18.99,281.67,31.97,106.73,0,49.88,964,0
970,1.81,197.05,0,0.1,163.42,19.21,281.73,31.9,107.2,0,49.9,965,0
971,1.83,205.15,0,0.1,169.59,19.24,283.87,31.74,107.2,0,49.84,966,0
972,1.86,212.67,0,0.1,152.65,19.07,280.47,31.97,105.93,0,49.94,967,0
973,1.88,201.39,0,0.1,158.07,19.13,279.33,32.04,104.73,0,50.14,968,0
974,1.9,250.05,0,0.1,147.56,19.13,279.27,32.01,103.8,0,50.12,969,0
975,1.93,241.38,0,0.1,157.78,19.11,277.13,32.15,104.8,0,50.13,970,0
976,1.96,219.47,0,0.1,134.6,19.11,261.93,32.06,105.2,0,50.19,971,0
977,1.98,172.31,0,0.1,142.52,19.07,245.2,31.94,104.33,0,50.16,972,0
978,2,170.49,0,0.1,150.87,18.98,245.87,31.87,106.47,0,50.02,973,0
979,2.03,162.89,0,0.1,138.39,19.11,246.13,31.85,107.87,0,49.98,974,0
980,2.04,176.03,0,0.1,129.38,19.1,245.13,31.9,106.47,0,50.07,975,0
981,2.07,163.93,0,0.1,153.47,19.01,248.13,31.71,108.47,0,49.89,976,0
982,2.08,128.42,0,0.1,146.03,19.18,247.07,31.79,107.47,0,49.98,977,0
983,2.09,153.08,0,0.1,133.03,19.15,246.13,31.86,107.27,0,50.13,978,0
984,2.11,188.75,0,0.1,139.52,19.22,238.87,32.36,140.33,0,50.55,979,0
985,2.13,191.99,0,0.1,135.58,19.09,243.93,32.03,148.87,0,50.27,980,0
986,2.15,163.13,0,0.1,147.31,19.11,247.93,31.74,148.4,0,50.08,981,0
987,2.16,109.28,0,0.1,151.39,19.3,247.27,31.79,148.33,0,50.11,982,0
988,2.17,76.29,0,0.1,154.69,19.93,248.27,31.53,147.27,0,50.1,983,0
989,2.17,7.81,35.29,0.1,185.61,20.59,247.27,31.68,114,0,49.82,984,0
990,2.16,0,95.89,0.1,191.01,20.59,250.8,31.48,110.6,0,49.56,985,0
991,2.13,0,105.67,0.1,181.13,20.55,254,31.27,112.8,18,49.39,986,0
992,2.11,0,138.89,0.1,206.89,20.53,254.93,31.21,103.8,26.49,49.35,987,0
993,2.08,0,168.07,0.1,190.2,21.15,258.47,30.95,96.67,26.26,49.15,988,0
994,2.05,0,204.9,0.1,215.48,20.78,259.47,30.84,97.4,25.1,48.95,989,0
995,2.01,0,205.93,0.1,236.69,19.77,258.8,30.88,97.4,25.99,48.92,990,0
996,1.98,0,197.1,0.1,217.56,21.16,261.27,30.74,96,25.54,48.93,991,0
997,1.94,0,195.71,0.1,219.06,20.74,258.07,30.97,95.4,26.52,49.1,992,0
998,1.91,0,209.92,0.1,216.81,21.14,261.6,30.67,97.07,26.01,48.82,993,0
999,1.87,0,196.57,0.1,221.78,20.93,262.2,30.67,96.4,25.59,48.9,994,0
1000,1.84,0,248.53,0.1,225.35,20.99,269.07,30.12,47.27,25.79,48.05,995,0
1001,1.8,0,287.51,0.1,227.62,20.67,269,30.13,3.67,25.43,47.82,996,0
1002,1.75,0,263.98,0.1,237.68,19.51,267.33,30.21,3.4,25.15,48.22,997,0
1003,1.7,0,247.35,0.1,221.82,20.9,269.87,30.05,3.73,25.96,47.7,998,0
1004,1.66,0,257.48,0.1,226.82,21.03,268.93,30.05,3.67,25.18,47.93,999,0
