i_uiip,i_f,i_uiipu,truth
601.57,434.07,185.33,0
485.46,413.47,288.07,0
615.59,424.53,205.93,0
636.24,471.67,203.53,0
599.6,446,198.4,0
532.08,440.6,198.4,0
563.97,421.33,317.53,0
571.37,427.47,8.47,0
549.43,428.07,46,0
509.72,441.87,164.27,0
525.16,446.67,182.93,0
562.15,427.4,160.6,0
631.52,427,177.47,0
633.32,430.53,137.93,0
639.84,432.07,134.67,0
642.74,431.33,135.27,0
620.4,430,195.8,0
553.04,445.27,207.2,0
669.57,437.67,205.27,0
550.44,434.33,199.2,0
728.4,436.07,164.8,0
625.28,436.27,83.13,0
599.37,434.93,9.4,0
630.88,426.4,158.47,0
571.11,423,148.47,0
554.38,439.27,197.33,0
672.83,442.73,130.53,0
690.09,440.67,132.2,0
670.57,439.2,130.73,0
653.83,435.4,131.6,0
482.3,425,382.33,0
561.08,429.93,265.93,0
592.97,445,203.73,0
513.71,438.67,364.13,0
514.09,493.53,150.93,0
345.31,415.4,156.27,0
454.32,416.73,158.73,0
537.72,422.2,108.53,0
554.23,425.8,109.67,0
571.39,445.47,36.47,0
557.8,442.07,82.27,0
455.98,440.87,108.13,0
469.6,441.87,210.8,0
518.71,440.47,208.53,0
556.18,484.67,18.93,0
558.53,484.6,11.53,0
601.25,482.13,11.2,0
648.13,478.53,103.2,0
661.23,479.13,148.67,0
550.19,435.87,146.73,0
428.51,420.33,377.27,0
432.89,416.53,374.13,0
602.16,432.2,123.47,0
589.18,458.27,202.67,0
548.91,440.27,197.73,0
482.41,409.8,293.93,0
405.52,439.8,194.87,0
391.84,418,235.13,0
596.73,440.27,54.8,0
593.68,447.8,55.73,0
553.58,444.33,70.93,0
551.16,443.4,71,0
497.05,444.67,131.93,0
482.16,448.4,63.6,0
481.44,451.93,113.87,0
487.93,453.73,114.2,0
543.68,457.53,186.47,0
604.24,454.33,210.8,0
555.07,454.07,215.87,0
495.38,451.73,225,0
463.85,454.13,225.13,0
485.89,444.27,145.6,0
524.76,444.73,162.27,0
506.27,452.6,11.13,0
425.52,456.2,207.33,0
598.21,429.8,204.4,0
595.43,427.67,200.8,0
610.54,425.93,201.8,0
584.96,445.73,200.8,0
578.53,447.8,201.67,0
602.89,444.8,200.4,0
573.68,443.73,200.8,0
641.03,448.53,200.47,0
559.39,455.47,46.4,0
664.41,386.8,122.07,0
658.12,397.33,114.6,0
591.7,434.93,86.87,0
573.96,436.4,106.2,0
598.2,461.33,195.8,0
590.19,470.67,208.67,0
541.14,436,307.53,0
569.57,438.6,295.27,0
655.13,441.6,127.87,0
631.41,441.33,127.4,0
595.69,448.47,165.73,0
581.96,443.73,193.73,0
632.59,439.87,160.47,0
625.82,414.8,132.27,0
537.71,432.73,199.73,0
560.37,443.87,11.33,0
539.01,418.6,88.53,0
678.99,449,105.33,0
689.31,475.53,96.67,0
708.8,449.27,97.33,0
625.42,449.8,96.87,0
585.7,415.4,92.93,0
589.97,415.33,91.47,0
591.24,419,92.27,0
574.32,423.6,65.6,0
452.49,448.6,344.2,0
441.61,436.47,354.8,0
512.22,437.53,355.33,0
515.55,440.8,342.27,0
559.17,434.07,319.53,0
604.57,430.4,275.47,0
644.42,431.47,229.87,0
647.22,437.73,187.13,0
702.32,445,114.13,0
617.48,441.4,129.2,0
504.14,428.33,162.53,0
666.07,420.8,121.67,0
622.7,425.8,154.87,0
607.57,446.87,102.53,0
606.56,440.07,200.6,0
634.33,449.8,10.53,0
659.22,452.13,10.47,0
639.99,416.67,11.33,0
692.2,428.27,107.33,0
676.14,430.93,105.07,0
667.12,432.73,104.73,0
667.48,431.47,85.8,0
650.15,428.4,80.07,0
591.23,415.8,115.67,0
603.85,419.53,109.8,0
629.59,420.93,107.27,0
639.48,427.53,24.93,0
614.9,426.27,11.73,0
479.86,453,346.93,0
623.38,452.8,208.6,0
622.38,435.47,142.53,0
620.41,432.53,187.4,0
607.06,426,161.93,0
573.09,426.93,261.73,0
573.35,433.47,200.53,0
349.06,429.6,285.4,0
408.26,433.8,254.4,0
479.3,440.87,133.93,0
590.41,441.2,130.67,0
649.17,456.13,63.6,0
643.33,461.4,60.67,0
605.81,460.73,61.4,0
589.04,424.6,11.67,0
604.98,425.27,11.8,0
587.69,424,11.93,0
580.19,422.73,11.93,0
440.51,447.8,210.2,0
604.84,444.13,240.87,0
547.41,429.67,187.07,0
502.18,428.53,186.8,0
608.34,430.27,12.6,0
612.51,424.6,119.47,0
612.55,436.07,127.87,0
557.85,440.8,170.87,0
559.32,436.93,169.67,0
564.37,433.2,169,0
580.9,437.93,169.6,0
577.83,437.47,168.6,0
673.85,440.8,147.73,0
531.79,441.47,202.6,0
640.56,437.53,148.2,0
618.92,305.07,143.27,0
633.29,449,140.27,0
655.6,463.93,96.73,0
631.32,466,97,0
633.45,454.73,51,0
586.94,433.8,12.4,0
612.1,421.53,12.47,0
537.7,441.53,159.6,0
565.72,442.13,175.13,0
622.38,443.13,162.4,0
665.12,435.87,146,0
668.82,435.73,167.07,0
625.13,431.67,179.27,0
637.07,430.4,178.13,0
539.9,429.73,176.87,0
650.38,438.2,95.53,0
634.61,429.6,201,0
611.23,428.4,204.47,0
498.95,380.07,135.6,0
555.43,288.33,121.73,0
595.68,450,122.8,0
692.22,452.33,114,0
721.57,454.73,42.6,0
664.71,427.67,19.73,0
662.25,416.47,19.6,0
574.51,405.53,165.67,0
583.51,410.2,111.47,0
588.91,416.07,111.47,0
563.97,420.33,107.07,0
460.43,426.07,216.33,0
487.63,426.33,196.8,0
610.11,423.6,116.8,0
646.44,420.2,134.73,0
509.53,408.27,323.67,0
637.32,427.33,163.33,0
618.25,422.93,168.6,0
547.84,409.47,170.67,0
558.87,411.53,181.6,0
510.89,412.53,96.87,0
529.91,419,90.8,0
588.74,446.8,49.67,0
626.39,426.2,35.8,0
663.35,423.53,31.93,0
591.98,426.33,23.8,0
561.95,429.53,115.87,0
532.3,431,185.13,0
532.84,431.4,178.2,0
526.42,439.2,131.27,0
536.36,438.93,133,0
536.81,438.4,132,0
568.02,440.93,132.73,0
576.85,438.87,131.93,0
581.33,447.73,112.93,0
656.71,457.2,17.73,0
654.97,453.73,16.07,0
598.53,431.27,60.27,0
678.44,426.67,56.47,0
652.35,422.6,108.2,0
630.09,421.87,94.67,0
643.17,435.8,178.67,0
592.67,428.6,176.87,0
590.13,427.07,206.87,0
645.47,427.6,206.2,0
720.61,425,67.8,0
708.88,425.73,67,0
631.64,450.27,84.73,0
623.55,448.13,82.53,0
590.47,422.13,80.87,0
563.96,422.13,218.07,0
638.8,416.07,208.8,0
647.91,416.27,209,0
632.2,411.93,208.53,0
635.88,414.47,209.93,0
584.84,409.73,206.13,0
577.82,408.13,206.47,0
578.36,414.07,317.93,0
505.61,435.8,96.73,0
627.43,442.33,14.27,0
645.96,442.6,13.67,0
561.89,428.53,15.53,0
502.93,428.8,15.27,0
454.35,423.6,109.93,0
515.14,423.87,163.13,0
583.86,425.53,130.8,0
573.5,424.07,130.4,0
529.99,420.67,128.47,0
486.91,422.67,132.87,0
492.56,421.8,201.93,0
520.19,422.53,202.2,0
658.74,437.93,246.07,0
665.76,436.73,207.93,0
632.17,431.93,206.07,0
616.33,414.33,206.4,0
604.27,407.87,258.2,0
607,405.4,285.53,0
616.59,426.4,252.93,0
596.49,427.73,227.07,0
595.87,430.07,229.8,0
486.07,429.27,312.33,0
664.09,424.8,88.87,0
534.8,424.4,17.2,0
473.51,409.73,117.33,0
599.71,421.33,142.53,0
637.01,422.2,156.73,0
478.81,423.67,118.27,0
490.37,420.47,145.73,0
497.26,421.93,220.07,0
544.05,422.6,201,0
534.05,425.67,118.4,0
545.4,424,117.73,0
577.88,422.67,118.67,0
578.95,426,16.33,0
578,399.67,281.93,0
489.58,407.47,308.07,0
472.25,426.07,162.2,0
493.55,428.67,160.47,0
528.93,425.13,160.6,0
446.27,429.8,187.8,0
436.01,431.87,200.4,0
476.1,435,161.53,0
591.02,419.67,113.13,0
578.21,422.07,111.73,0
565.44,421.87,110,0
551.48,422,110.13,0
508.98,432.6,14.6,0
517.71,425.4,106.53,0
551.77,427,135.07,0
545.77,425.73,115.27,0
503.87,426.67,214.4,0
525.61,427.2,193.6,0
542.83,427.13,127.27,0
644.09,436.73,22.93,0
685.34,436.07,15.67,0
652.92,434.93,277.53,0
685.61,438.8,158.4,0
641.88,434.93,145.2,0
615.91,426,207,0
612.86,422.53,205.73,0
638.73,413.27,206.07,0
601.45,408.07,206.47,0
622.97,412.13,182.93,0
545.97,418.6,100.6,0
657.37,439.13,86.27,0
650.07,435.53,85.87,0
653.16,422.4,110.8,0
539.93,427.07,149.73,0
610.14,431.27,16.53,0
530.04,426.93,123.27,0
549.77,429.07,122,0
562.46,436.27,17.87,0
578.54,436.4,17.6,0
680.7,439.87,16.4,0
668.42,420.33,215.8,0
627.98,421.07,209.27,0
608.22,413.13,209.07,0
564.54,399.13,329.73,0
516.33,399.2,301.93,0
499.66,420.27,128.47,0
476.99,421.67,182.07,0
393.63,417,229.93,0
367.81,424.73,212.4,0
481.44,430.13,195.6,0
628.15,437.93,60.87,0
715.83,419.6,81.8,0
673.82,429.53,82.2,0
672.43,440.67,14.93,0
669.69,439.6,15.2,0
646.27,438.87,15.6,0
579.23,432.2,124.47,0
559.69,429.6,116.47,0
543.66,424.47,107.4,0
556.58,432.87,120.67,0
643.53,431.6,16.27,0
625.86,432.33,16,0
509.44,425.13,138.27,0
486.94,424.33,124.27,0
457.58,424.6,112.33,0
640.84,427.8,72.4,0
646.23,422.07,15.6,0
618.06,417.33,84.4,0
564.39,419.53,110.27,0
575.31,417.93,110.13,0
468.58,423.93,230.87,0
457.98,435.47,157.47,0
519.54,427,15.33,0
410.75,430.6,14.93,0
465.9,433.6,82,0
492.92,432.4,77.4,0
637.58,427.13,45.6,0
614.86,422.2,16.47,0
606.57,429.13,16.93,0
589.98,428.47,17.07,0
505.79,428.93,83.4,0
505.29,429.87,147.2,0
514.16,430.2,145.53,0
492.86,419.47,131.67,0
484.66,418.53,150.6,0
473.65,419.47,182.6,0
540.12,420.93,196.13,0
562.98,421.27,194.33,0
569.62,421.13,192.6,0
621.99,425.33,239.33,0
626.59,421.07,185.07,0
636.22,410.13,294.07,0
575.86,411,240.53,0
585.43,432.27,103.8,0
554.96,434.2,105.13,0
530.93,434.6,105.13,0
526.19,432.6,146.33,0
635.31,431.93,84.8,0
686.15,446.2,141.4,0
695.71,458.13,127.8,0
687.6,459.53,127.27,0
678.46,456,95.4,0
659.68,449,14.33,0
626.84,448.13,14.27,0
502.45,384.4,170.6,0
431.69,426.13,172.27,0
408.45,448.8,217.27,0
426.56,446.53,216.8,0
460.96,446.93,216.53,0
485.19,445.67,217.07,0
528.05,446.73,132.4,0
526.26,445.33,113.13,0
481.07,437.87,172.4,0
587,425.47,112.93,0
581.28,424.73,77.4,0
608.1,428.53,76.67,0
600.47,432.27,85,0
595.72,430.07,72.07,0
572.65,429.73,71.47,0
425.35,427.47,174.8,0
585.2,432.6,151.27,0
698.73,440.6,99.47,0
676.1,450.87,96.53,0
715.45,422.2,57,0
679.59,411.73,61.07,0
557.11,407.87,122.93,0
566.68,408.87,123,0
528.21,409.6,126.8,0
462.12,407.47,208.07,0
441.61,408.67,219.27,0
437.48,409.8,219.2,0
430.1,409.13,220.2,0
461.39,407.73,220.27,0
477.72,409.87,220.07,0
457.71,407.8,221.2,0
498.99,440.47,112.13,0
520.41,429.27,127.93,0
606.13,419.93,126.13,0
604.67,418.2,123.33,0
594.73,421.07,31.53,0
554.12,404.4,124.93,0
587.19,399.33,205.47,0
563.3,404.13,205.07,0
573.31,406,209,0
499.19,409.67,211.07,0
658.37,437.2,77,0
568.33,427.8,55.87,0
538.21,435.27,56.67,0
554.87,405.13,119.73,0
545.15,403.53,120,0
455.9,407.87,223.67,0
517.59,410,224.47,0
492.33,429,261,0
591.3,415.2,266.33,0
592.8,406.73,257.27,0
554.65,403.93,254.33,0
558.74,406.73,255.67,0
569.72,407.27,261.6,0
570.59,398.73,276.13,0
469.29,413.33,182.47,0
552.61,423,180.27,0
585.21,440.47,16.27,0
575.89,442.73,16.27,0
583.61,434.2,119,0
584.95,434,135.33,0
422.36,404.87,136.67,0
323.78,409.53,152.13,0
334.99,404.93,176.73,0
437.89,407.07,219.67,0
451.6,405.73,220.27,0
448.41,429.6,220.93,0
495.63,428.53,218.87,0
543.3,425.2,216.93,0
526.32,422.2,111.87,0
557.91,399.47,136.53,0
575.04,395.2,128.53,0
569.19,392.8,127.8,0
555.12,424.2,114.4,0
564.18,423.4,113.2,0
583.75,426,74.47,0
561.11,426.6,80.8,0
575.09,425.87,72.13,0
438.91,406.53,106.27,0
495.68,408.93,161.33,0
622.53,410.2,15.27,0
567.53,420.53,129.33,0
536.59,386.6,166.93,0
544.09,389.67,119.33,0
502.89,365.33,119.67,0
439.78,428.6,188.27,0
464.04,421.07,139.33,0
437.36,419.71,137.2,0
429.72,422.47,14.13,0
420.4,424.07,14.27,0
553.2,414.93,219.53,0
548.08,424,154.67,0
529.64,420.67,168.6,0
511.19,416.2,167.2,0
444.52,417,168.4,0
461.75,416.53,210.07,0
320.75,415.6,263.47,0
321.19,407.6,383.33,0
635.23,440.6,15.13,0
610.69,442.73,15.87,0
565.02,447.07,16.67,0
572.94,436.13,85.07,0
565.85,429.73,118.53,0
442.45,386.07,209.4,0
541.21,438.2,119.6,0
552.74,432.73,120.47,0
542.79,431.4,120.2,0
478.64,429.93,121.47,0
428.12,410.47,222.07,0
588.28,401,215.27,0
593.12,431.47,17.87,0
586.28,428,17.6,0
490.39,409.53,165.2,0
511.84,409.87,168.33,0
484.18,441.2,133.27,0
515.26,419.8,151.33,0
493.4,389.8,21.07,0
453.11,391.87,21.27,0
458.9,391.93,95.87,0
489.42,395.27,113.13,0
504.59,422.93,51.33,0
503.86,451.47,116,0
481.99,440.6,144.4,0
415.4,423.13,217.2,0
590.4,419.13,213.6,0
577.65,418.53,213.27,0
563.21,424.33,27.33,0
541.24,422.13,100,0
491.67,412.33,166.13,0
537.53,411.93,209.2,0
533.82,419,211.87,0
502.02,428.27,18.8,0
610.07,421.47,135.27,0
590.91,421.93,135.93,0
520.51,399.2,139.13,0
505.83,399.13,139,0
476.44,385.67,86.33,0
512.93,420.6,116,0
443.71,420.13,121.67,0
414.09,419.4,140.07,0
426.26,424.53,105.67,0
428.28,421.87,104.07,0
578.56,420.6,217.93,0
544.47,427.53,131.6,0
541.46,423.67,142.8,0
545.75,418.33,169.07,0
468.33,419.47,172.07,0
479.94,415.4,181.87,0
507.84,416.2,164.73,0
386.84,424.2,147.13,0
541.24,412.8,57.2,0
452.11,419.87,62.53,0
422.1,409.2,61.13,0
401.04,406.87,112,0
431.11,422.87,124.07,0
410.94,421.67,95.53,0
386.66,411,143.53,0
384.57,410.87,225.6,0
368.48,418.8,308.27,0
340.55,416.47,320.07,0
530.28,437.13,135.33,0
558.55,434.73,134,0
520.3,432.47,134.47,0
575.38,424.4,134.73,0
555.91,423.87,133.53,0
552.99,422.67,103.4,0
435.52,413.8,218.4,0
526.85,417.4,219.6,0
530.42,424.6,159.47,0
520.26,422.8,142.6,0
502.26,414,143.2,0
490.38,417.67,142.8,0
476.83,402.53,98.4,0
411.02,403.47,98.07,0
418.02,404.53,97.2,0
376.79,417.93,151.8,0
376.91,421.87,121.4,0
514.92,438.4,161.53,0
502.49,418.8,186.2,0
508.69,416.67,177.4,0
470.27,416.87,174.27,0
472.59,430.07,199.67,0
331.8,423.47,277.53,0
355.76,428.8,331.2,0
509.22,394.4,115.6,0
469.25,435.33,113.87,0
465.78,436.33,113.33,0
443.74,434.87,112.87,0
409.02,435.33,112.53,0
392.5,439.33,113.2,0
400.34,440,97.27,0
421.24,440.27,55.27,0
419.44,439,163.87,0
357.3,447.2,113.07,0
369.82,447.93,115.2,0
530.81,430.6,165.2,0
540.94,437.6,150.13,0
530.29,431.73,111.07,0
564.47,439.33,102.47,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
263.97,431.07,154.53,0
316.49,433,3.8,0
303.97,432.93,3.4,0
286.93,430.93,3.4,0
275.57,433.47,143.8,0
265.75,420.87,3.53,0
233.9,423.67,141.4,0
372.78,429.07,23.13,0
365.94,428,3.67,0
286.73,430.13,378.13,0
400.03,439.6,275.27,0
415.46,440,232,0
433.87,434.93,227.67,0
441.93,431.33,217.33,0
393.07,431.53,177.6,0
423.43,421.2,254.6,0
415.81,422.13,254.53,0
403.59,422.73,243.4,0
437.55,446.87,15.13,0
369.71,452.67,16.07,0
371.14,450.93,16.53,0
344.03,446.67,159.27,0
305.1,423.13,14.87,0
260.15,421.07,102.53,0
260.83,421.67,115.87,0
284.34,421.87,121.2,0
310.64,428.2,106.27,0
320.86,427.67,105.73,0
272.55,428.67,80.67,0
269.45,436.07,16.4,0
325.72,438.93,14.93,0
336,426.53,131.27,0
441.89,429.6,204.6,0
450.48,431,204.93,0
448.79,430.2,203,0
470.58,436.13,157.73,0
455.71,430.6,157.73,0
461.66,434.47,157.33,0
457.25,429.87,149.93,0
479.1,304.93,157.47,0
364.62,397.47,3.73,0
307.28,236.2,163.07,0
337.13,283.07,3.8,0
312.15,273.4,215.73,0
305.97,274,200.33,0
311.72,276.13,206.4,0
324.59,274.87,207.13,0
336.2,257.67,177.2,0
340.17,243.07,388.87,0
323.19,247.4,331.33,0
411.03,267.8,215.07,0
365.59,261.53,209.07,0
372.32,245.67,209.2,0
378.31,236.73,211.4,0
287.98,263.93,207.93,0
337.5,259,381.87,0
368.35,264.13,385.6,0
313.47,269.4,337.73,0
310.25,256,335.33,0
221.95,254.47,389.2,0
220.82,254.93,392.53,0
262.64,261,116.27,0
267.95,261.8,118.87,0
282.58,257.33,330.13,0
425.87,253.53,194.2,0
416.01,253.73,213.07,0
407.87,251.67,211.2,0
393.22,247.4,211,0
430.1,241.53,309.87,0
408.95,270.67,210.47,0
416.4,268.13,208.53,0
211.46,261.6,291.53,0
236.91,258.53,376.6,0
286.79,260.07,377.87,0
327.05,261.87,375.4,0
338.47,262.07,376.73,0
311.04,268.33,340.27,0
326.61,245.87,307.13,0
183.95,252.53,210.67,0
129.9,252.4,209.07,0
105.76,250.67,304.73,0
106.43,261.93,289.47,0
204.22,264.6,208.27,0
217.66,289.87,386.07,0
233.22,294.53,384.8,0
229.29,293.6,383.13,0
233.58,293.2,388.2,0
233.58,285.93,382,0
253.53,285.93,384,0
271.9,284.67,382.33,0
461.11,236.4,205.73,0
419.48,238.33,206.2,0
434.76,238,206.87,0
442.37,262.87,210.73,0
430.67,301.87,3.67,0
371.58,283.73,4.53,0
384.04,280.53,4,0
495.19,272.67,107.8,0
490.2,279,46.87,0
448.26,281.87,3.13,0
345.39,271.2,202.73,0
325.32,254.47,144.47,0
326.78,261.27,95.6,0
232.41,256.67,197.4,0
222.25,256.6,196.73,0
228.05,255.27,389.33,0
234.96,252.2,387.13,0
238.6,255.13,388.67,0
300.98,266.27,317.07,0
349.04,270.8,318.67,0
339.94,268,316.2,0
317.8,265.93,313.53,0
294.12,264.67,314.73,0
278.21,264.87,312.33,0
421.3,256.73,209.73,0
401.37,254.73,209.6,0
398.28,269.4,262.73,0
389.82,267.87,259.2,0
351.64,268.87,258.93,0
360.81,270.07,293.07,0
411.49,268.27,288.27,0
303.18,258.53,111.93,0
310.09,277.53,84.87,0
347.14,278.93,13.53,0
246.92,269.13,310.2,0
265.07,259.6,390,0
265.74,258.67,389.8,0
270.64,257.47,388.4,0
264,258.67,389.27,0
281.72,264,318.47,0
309.76,257.93,317.8,0
292.88,263.2,332.27,0
285.04,263,345,0
370.01,258.73,340.87,0
388.89,253.27,274.93,0
506.92,279.07,166.87,0
487.78,280.4,176.13,0
380.02,259.4,175.67,0
337.03,263.53,178.33,0
387.98,265.27,172.33,0
414.79,263.53,13.53,0
342.52,259.07,13.53,0
337.52,253.47,188.73,0
225.9,259.8,354.2,0
234.39,260.8,365.33,0
225.43,263.2,361.87,0
239.17,263.73,361.87,0
274.93,267.6,248.53,0
257.24,257.07,347.27,0
263.81,256.67,346.87,0
408.87,253.73,343.27,0
397.8,282.33,230.8,0
397.04,282.4,229.33,0
393.89,278.87,283.6,0
288.37,283.8,211.33,0
316.8,281.73,306.53,0
308.53,248,229.4,0
347.69,253.07,14.8,0
338.16,249.07,113.67,0
338.14,251.93,113.93,0
332.15,259.07,16.93,0
304.49,251.6,118.93,0
296.27,265.53,13.07,0
255.22,260,391.33,0
231.41,261.8,390.8,0
424.73,285.93,207.13,0
447.29,284.6,206.6,0
450.73,286.53,127.47,0
446.77,287.4,126.8,0
426.38,264.67,210.6,0
390.48,252.67,210.4,0
378.39,252.4,268.8,0
280.96,254.53,269,0
259.44,255,319.93,0
361.56,253.87,109.8,0
352.77,262.27,15.87,0
336.25,319.8,108.6,0
332.89,258.73,166.27,0
305.92,258.6,167.87,0
301.97,259.4,187.07,0
303.11,259.07,188.8,0
314.98,255.93,335.33,0
314.37,254.33,388.4,0
323.86,265.07,281.4,0
199.25,257,388.87,0
216.82,259.4,389.13,0
246.3,255.87,388.93,0
240.62,254.87,388.33,0
387.33,283.93,195.2,0
402.45,282.53,194.53,0
402.32,279.6,206.13,0
359.12,268.53,98.8,0
375.56,277,26.47,0
343.68,280.2,14.07,0
340.56,279,13.6,0
254.6,255.93,209.07,0
283.83,255.67,213.67,0
282.06,259.4,130.4,0
228.51,253.8,118.27,0
277.49,271.2,120.47,0
285.01,268.8,149.93,0
283.07,268.07,156.07,0
281.12,268.6,156.73,0
278.08,264.53,347.4,0
281.43,265.67,348.07,0
284.24,263.73,353.93,0
265.83,258.93,350.27,0
261.67,258.67,348.8,0
404.98,275.47,345,0
362.13,272.2,336.07,0
350.49,275.93,277.73,0
350.36,278.33,260.6,0
355,273.07,203.93,0
342.81,268.13,271.6,0
350.28,266.07,270,0
184.26,247.73,344.93,0
188.74,238.8,368.73,0
279.22,288.27,37.8,0
248.6,292,13.53,0
244.06,282.53,151.27,0
246.54,272.8,152.13,0
235.2,254,95.8,0
220.44,256.2,138.8,0
222.67,255.13,138.8,0
233.34,259.13,187.53,0
224.32,258.4,186.2,0
212.63,257.86,249.27,0
232.99,281.6,380.27,0
385.37,281,221.07,0
357.97,275.8,231.07,0
323.99,255.8,310.8,0
358.74,259.33,202.2,0
312.21,262.07,202.87,0
381.11,275.07,44.27,0
277.12,268,102.13,0
280.39,268.27,102.47,0
280.23,267.73,105.4,0
253.09,254.67,106.87,0
193.79,253.93,161.07,0
184.19,253.13,160.8,0
206.45,76.87,206.2,0
261.76,244.6,155.2,0
177.83,240.93,154,0
215.44,242.47,153.73,0
215.37,246.6,155.8,0
222.67,247.93,154.4,0
223.59,251,155.53,0
224.75,249.07,155.73,0
226.72,267.07,194.33,0
227.06,272.13,350.2,0
227.07,260.07,382.53,0
348.13,256.47,381.13,0
368.55,261.67,264.4,0
349.55,283.27,232.4,0
344.83,279.87,260.4,0
342.23,280,305,0
281.39,252.2,369.6,0
336.26,255.67,102.67,0
329.42,255.67,100.07,0
321.56,264.8,4.4,0
318.76,265.4,4.13,0
221.07,254.93,145.47,0
200.86,260.07,143.93,0
221.31,261.53,145,0
192.35,260.47,145.67,0
216.05,260.53,146,0
226.1,259.27,144,0
204,261,144.13,0
172.46,259.6,158.27,0
231.59,260.4,190.13,0
231.76,261.6,189.53,0
231.39,263.13,190.07,0
307.31,260.13,296.33,0
304.45,262.6,301.2,0
304.13,256.93,327.67,0
340.41,276.73,334,0
382.22,276.53,296.6,0
400.89,277.27,237.13,0
422.33,266.93,235.33,0
396.39,259.93,233.6,0
386.42,253.4,234.67,0
382.99,254.93,237.27,0
296.19,255.2,375.87,0
295.37,267.2,129.8,0
283.93,258.13,132,0
303.33,260.8,70.4,0
285.55,265.27,45.8,0
214.47,257.13,166.93,0
202.86,256.87,167.73,0
213.01,260.87,182.93,0
190.85,260.53,183.2,0
287.81,262.2,336.33,0
293.7,274.87,333.8,0
296.79,272.47,336.53,0
