uplink_message.rx_metadata_0.gateway_ids.gateway_id,uplink_message.rx_metadata_0.gateway_ids.eui,uplink_message.rx_metadata_0.time,uplink_message.rx_metadata_0.timestamp,uplink_message.rx_metadata_0.rssi,uplink_message.rx_metadata_0.channel_rssi,uplink_message.rx_metadata_0.location.latitude,uplink_message.rx_metadata_0.location.longitude,uplink_message.rx_metadata_0.location.altitude,uplink_message.rx_metadata_0.location.source,uplink_message.rx_metadata_0.uplink_token,uplink_message.rx_metadata_0.received_at,received_at
2,2,208,1869885970,-101,-101,38.3846865837538,-0.513212937943281,20,0,208,208,208
2,2,209,1972304829,-104,-104,38.3846865837538,-0.513212937943281,20,0,209,209,209
0,0,210,4260033262,-113,-113,38.385917659159134,-0.5170252919197084,20,0,210,210,210
2,2,211,2046258717,-110,-110,38.3846865837538,-0.513212937943281,20,0,211,211,211
0,0,212,35324087,-97,-97,38.385917659159134,-0.5170252919197084,20,0,212,212,212
2,2,213,2053132661,-113,-113,38.3846865837538,-0.513212937943281,20,0,213,213,213
2,2,214,2192461165,-105,-105,38.3846865837538,-0.513212937943281,20,0,214,214,214
2,2,215,2324506837,-73,-73,38.3846865837538,-0.513212937943281,20,0,215,215,215
1,1,216,435904329,-99,-99,38.38418726539637,-0.5101910233497621,10,0,216,216,216
2,2,217,2572697620,-101,-101,38.3846865837538,-0.513212937943281,20,0,217,217,217
2,2,218,2578106837,-104,-104,38.3846865837538,-0.513212937943281,20,0,218,218,218
2,2,219,2680413461,-77,-77,38.3846865837538,-0.513212937943281,20,0,219,219,219
2,2,220,2754082365,-75,-75,38.3846865837538,-0.513212937943281,20,0,220,220,220
2,2,221,2792844465,-105,-105,38.3846865837538,-0.513212937943281,20,0,221,221,221
2,2,222,2855410068,-110,-110,38.3846865837538,-0.513212937943281,20,0,222,222,222
0,0,223,876491520,-92,-92,38.385917659159134,-0.5170252919197084,20,0,223,223,223
0,0,224,901661680,-102,-102,38.385917659159134,-0.5170252919197084,20,0,224,224,224
0,0,225,1052676624,-103,-103,38.385917659159134,-0.5170252919197084,20,0,225,225,225
1,1,226,1160595203,-89,-89,38.38418726539637,-0.5101910233497621,10,0,226,226,226
2,2,227,3178480575,-99,-99,38.3846865837538,-0.513212937943281,20,0,227,227,227
2,2,228,3246198599,-110,-110,38.3846865837538,-0.513212937943281,20,0,228,228,228
2,2,229,3247618959,-97,-97,38.3846865837538,-0.513212937943281,20,0,229,229,229
2,2,230,3253065606,-115,-115,38.3846865837538,-0.513212937943281,20,0,230,230,230
0,0,231,1380563063,-110,-110,38.385917659159134,-0.5170252919197084,20,0,231,231,231
0,0,232,1511790847,-99,-99,38.385917659159134,-0.5170252919197084,20,0,232,232,232
0,0,233,1635653611,-115,-115,38.385917659159134,-0.5170252919197084,20,0,233,233,233
1,1,234,1760989320,-90,-90,38.38418726539637,-0.5101910233497621,10,0,234,234,234
2,2,235,3778877147,-101,-101,38.3846865837538,-0.513212937943281,20,0,235,235,235
0,0,236,1867692515,-91,-91,38.385917659159134,-0.5170252919197084,20,0,236,236,236
2,2,237,3954024376,-79,-79,38.3846865837538,-0.513212937943281,20,0,237,237,237
1,1,238,1981126168,-92,-92,38.38418726539637,-0.5101910233497621,10,0,238,238,238
2,2,239,4055283240,-109,-109,38.3846865837538,-0.513212937943281,20,0,239,239,239
2,2,240,4089078976,-69,-69,38.3846865837538,-0.513212937943281,20,0,240,240,240
0,0,241,2101626168,-94,-94,38.385917659159134,-0.5170252919197084,20,0,241,241,241
2,2,242,4265554417,-107,-107,38.3846865837538,-0.513212937943281,20,0,242,242,242
2,2,243,4269993545,-110,-110,38.3846865837538,-0.513212937943281,20,0,243,243,243
1,1,244,2361355624,-86,-86,38.38418726539637,-0.5101910233497621,10,0,244,244,244
1,1,245,2366778912,-93,-93,38.38418726539637,-0.5101910233497621,10,0,245,245,245
2,2,246,151171190,-112,-112,38.3846865837538,-0.513212937943281,20,0,246,246,246
2,2,247,152840975,-93,-93,38.3846865837538,-0.513212937943281,20,0,247,247,247
2,2,248,158031145,-112,-112,38.3846865837538,-0.513212937943281,20,0,248,248,248
0,0,249,2581313833,-113,-113,38.385917659159134,-0.5170252919197084,20,0,249,249,249
2,2,250,429415849,-73,-73,38.3846865837538,-0.513212937943281,20,0,250,250,250
0,0,251,2835591601,-114,-114,38.385917659159134,-0.5170252919197084,20,0,251,251,251
1,1,252,2961733466,-87,-87,38.38418726539637,-0.5101910233497621,10,0,252,252,252
0,0,253,2966967312,-108,-108,38.385917659159134,-0.5170252919197084,20,0,253,253,253
0,0,254,3067627257,-92,-92,38.385917659159134,-0.5170252919197084,20,0,254,254,254
2,2,255,858999024,-78,-78,38.3846865837538,-0.513212937943281,20,0,255,255,255
2,2,256,899388120,-105,-105,38.3846865837538,-0.513212937943281,20,0,256,256,256
2,2,257,960316080,-103,-103,38.3846865837538,-0.513212937943281,20,0,257,257,257
0,0,258,3276359232,-91,-91,38.385917659159134,-0.5170252919197084,20,0,258,258,258
2,2,259,1019333464,-86,-86,38.3846865837538,-0.513212937943281,20,0,259,259,259
2,2,260,1170431112,-109,-109,38.3846865837538,-0.513212937943281,20,0,260,260,260
2,2,261,1174942008,-101,-101,38.3846865837538,-0.513212937943281,20,0,261,261,261
2,2,262,1279615739,-100,-100,38.3846865837538,-0.513212937943281,20,0,262,262,262
2,2,263,1285041059,-99,-99,38.3846865837538,-0.513212937943281,20,0,263,263,263
2,2,264,1351111083,-113,-113,38.3846865837538,-0.513212937943281,20,0,264,264,264
0,0,265,3635070600,-109,-109,38.385917659159134,-0.5170252919197084,20,0,265,265,265
3,3,266,2315221260,-91,-91,38.38473180809575,-0.5102983117103578,10,0,266,266,266
2,2,267,1499753896,-99,-99,38.3846865837538,-0.513212937943281,20,0,267,267,267
1,1,268,3911858415,-86,-86,38.38418726539637,-0.5101910233497621,10,0,268,268,268
0,0,269,4035529728,-116,-116,38.385917659159134,-0.5170252919197084,20,0,269,269,269
1,1,270,4162494794,-89,-89,38.38418726539637,-0.5101910233497621,10,0,270,270,270
0,0,271,4167748968,-113,-113,38.385917659159134,-0.5170252919197084,20,0,271,271,271
2,2,272,1985245675,-77,-77,38.3846865837538,-0.513212937943281,20,0,272,272,272
2,2,273,2058940930,-77,-77,38.3846865837538,-0.513212937943281,20,0,273,273,273
0,0,274,87488696,-109,-109,38.385917659159134,-0.5170252919197084,20,0,274,274,274
