correlation_ids_0,received_at,uplink_message.session_key_id,uplink_message.f_port,uplink_message.f_cnt,uplink_message.frm_payload
'gs:uplink:01J9YPWCAKSFMBTZ01MKBSTWGF','2024-10-11T21:13:46.784233763Z','AY8PNfCULODy2ppiYfQvAQ==',2,12279,'DRwAAAAACPAAABA='
'gs:uplink:01J9YPWDKDK2N9V1MT1M4BYBJZ','2024-10-11T21:13:48.092528071Z','AY8UhQG1XjuaK6RwwOkixQ==',2,12205,'DRsAAAeHCB0BEBA='
'gs:uplink:01J9YPWJY1R59Y4K3M0VG5MW0W','2024-10-11T21:13:53.549898859Z','AY9SKJcf35G5Kj4lqQfVKQ==',2,11343,'DRAAAAZqCaoAghA='
'gs:uplink:01J9YQ17WBRPM7RAYBAT5CEFMZ','2024-10-11T21:16:26.079748097Z','AZItOB5N6Ycfs5J9Lk/IPg==',85,2244,'A3sAAA=='
'gs:uplink:01J9YQ4VR4PG93EEGHHADQ5HTC','2024-10-11T21:18:24.721286672Z','AY9SPgC/TSdrORvBdPUmfg==',2,11342,'DS8AAAAAAAAAABA='
'gs:uplink:01J9YQ8MYYDZ9RS14T4Q78ATHD','2024-10-11T21:20:28.843617129Z','AY8UrEL+Iqk+Y912N0U+9w==',2,12203,'DQ4AAAmACVYCBRA='
'gs:uplink:01J9YQCV6NA60M5R2P5WJYQAES','2024-10-11T21:22:46.310242513Z','AZItc7c96sMKsOrHSXb9PA==',85,2238,'A3sAAA=='
'gs:uplink:01J9YQD0HPT3F5R2W5H63VR2M6','2024-10-11T21:22:51.782956646Z','AZIjm62atm064UfnSDyXow==',85,2513,'A3sAAA=='
'gs:uplink:01J9YQFQH7NY6JZSG8DDWVMKZH','2024-10-11T21:24:20.856192712Z','AY8UeSNIq7bZ+sOoqmFWNA==',2,12206,'DQ4AAAo4CHcC5hA='
'gs:uplink:01J9YQHZJRPB0S7HAEWGHV66CK','2024-10-11T21:25:34.629814140Z','AY8PZCA69srmnfgNPx+LyA==',2,12277,'DQ0AAALyCJAACBA='
'gs:uplink:01J9YQKJ66GQ292A7CEJEB25HT','2024-10-11T21:26:26.455181464Z','AZItOB5N6Ycfs5J9Lk/IPg==',85,2245,'A3sAAA=='
'gs:uplink:01J9YQN2F2881KSH2CC7FE94KA','2024-10-11T21:27:15.887951006Z','AY8Un8jC/QcyYtnFrWRhHw==',2,12204,'DPEAAAatCS8BixA='
'gs:uplink:01J9YQP3BDKFD992HGHECZVNH8','2024-10-11T21:27:49.563015016Z','AY8PVg/+7BKm98TZmVNZgg==',2,12278,'DRUAAAbiCMcAlxA='
'gs:uplink:01J9YQPWTBNEY3XJFEE8BTMFPB','2024-10-11T21:28:15.639920953Z','AY8UufEXcllsLACoQ4uaTw==',2,12202,'DO0AAAn9CRMEHRA='
'gs:uplink:01J9YQVFAXBC1BHNCSD48NJZ2S','2024-10-11T21:30:45.682061445Z','AY8PSt5W65JBzKWR9ZkioA==',2,12279,'DQEAAAAACN0AABA='
'gs:uplink:01J9YQVKS6MWF2N53XK71FA4NH','2024-10-11T21:30:50.227275755Z','AY8UpwO/umlvzGRpXdndZQ==',2,12204,'DPkAAAPZCMkAHRA='
'gs:uplink:01J9YQZ5GCX74EKG2TSB7ZN794','2024-10-11T21:32:46.684370676Z','AZItc7c96sMKsOrHSXb9PA==',85,2239,'A3sAAA=='
