id,month,day,hour,min,i_uiip,i_f,i_uiipu,score
31808,12,18,13,0,234.16,236.73,390.93,0.44
31810,12,18,13,30,233.52,236.47,388.6,0.44
31812,12,18,14,0,164.52,265.93,168.47,0.44
31816,12,18,15,0,164.08,260.07,168.47,0.44
31841,12,18,21,15,161.69,256.33,446.4,0.44
31852,12,19,0,0,371.18,250.93,264.13,0.44
31855,12,19,0,45,344.46,249.6,297.87,0.44
31858,12,19,1,30,320.33,246.6,296.4,0.44
31860,12,19,2,0,314.78,247.07,295.2,0.44
31862,12,19,2,30,330.8,244.07,295.07,0.44
31864,12,19,3,0,317,252.93,299.73,0.44
31875,12,19,5,45,268.05,248.2,340.27,0.44
31878,12,19,6,30,228.35,251.33,343.2,0.44
31881,12,19,7,15,118.56,281.07,117.67,0.44
31882,12,19,7,30,118.99,281.4,117.53,0.44
31928,12,19,19,0,120,272.13,118.73,0.44
31929,12,19,19,15,134.08,269.93,79.27,0.44
31932,12,19,20,0,216.44,249.27,393.6,0.44
31934,12,19,20,30,227.16,251.67,394.93,0.44
31937,12,19,21,15,226.25,248.87,390.93,0.44
31939,12,19,21,45,220.39,245.6,388.73,0.44
31951,12,20,0,45,360.85,257.87,209.4,0.44
31954,12,20,1,30,345.82,255.4,207.2,0.44
31964,12,20,4,0,346.54,265.8,265.13,0.44
31965,12,20,4,15,351.2,266.67,255.73,0.44
31966,12,20,4,30,346.57,266.47,250.07,0.44
31969,12,20,5,15,360.75,271.4,253.8,0.44
31972,12,20,6,0,195.69,269.33,315.93,0.44
31976,12,20,7,0,208.07,264.6,327.13,0.44
31978,12,20,7,30,180.22,282.33,178.53,0.44
31979,12,20,7,45,181.61,227.8,180,0.44
31982,12,20,8,30,181.44,281.13,180.27,0.44
31989,12,20,10,15,185.92,259.8,196.6,0.44
31999,12,20,12,45,125.01,244.33,510.47,0.44
32004,12,20,14,0,139.6,243.53,503.87,0.44
32008,12,20,15,0,198.33,243.93,478.47,0.44
32015,12,20,16,45,94.8,274.93,94.8,0.44
32017,12,20,17,15,97.65,276.6,97,0.44
32019,12,20,17,45,95.99,280.93,95.27,0.44
32025,12,20,19,15,94.09,286.8,93.6,0.44
32037,12,20,22,15,198.05,261.93,389.2,0.44
32047,12,21,0,45,396.85,249.4,210.93,0.44
32055,12,21,2,45,392.21,256.6,211.87,0.44
32060,12,21,4,0,396.89,256.8,259.6,0.44
32083,12,21,9,45,150.21,247.6,359.07,0.44
32086,12,21,10,30,151.56,248.07,484.67,0.44
32088,12,21,11,0,154.89,244.6,480.2,0.44
32089,12,21,11,15,164.42,245.4,471.6,0.44
32094,12,21,12,30,130.11,245.33,471.73,0.44
32095,12,21,12,45,143.42,245.87,474.53,0.44
32098,12,21,13,30,152.73,245.07,477.07,0.44
32099,12,21,13,45,136.7,244.47,504.67,0.44
32102,12,21,14,30,190.2,269.07,457.07,0.44
32103,12,21,14,45,202.09,267.07,453,0.44
32112,12,21,17,0,110.01,282.8,109.67,0.44
32124,12,21,20,0,136.66,265.4,110.73,0.44
32147,12,22,1,45,374.04,266.4,244.27,0.44
32148,12,22,2,0,376.7,266.53,242.4,0.44
32150,12,22,2,30,389.97,257.73,256.2,0.44
32153,12,22,3,15,376.11,259.2,255.6,0.44
32156,12,22,4,0,387.24,261.6,260.07,0.44
32158,12,22,4,30,391.93,260.53,250.6,0.44
32159,12,22,4,45,396.3,261.73,200,0.44
32162,12,22,5,30,402.68,254.27,206.6,0.44
32166,12,22,6,30,233.69,251.07,354.8,0.44
32171,12,22,7,45,165,274.93,163.73,0.44
32173,12,22,8,15,165.94,279.4,164.8,0.44
32178,12,22,9,30,167.75,275.07,167.33,0.44
32182,12,22,10,30,170.54,235.93,451.53,0.44
32183,12,22,10,45,152.48,234.47,483.8,0.44
32191,12,22,12,45,132.45,236.2,485.6,0.44
32195,12,22,13,45,140.07,235.6,488.6,0.44
32201,12,22,15,15,198.96,254,442.2,0.44
32202,12,22,15,30,195.44,254,437.8,0.44
32205,12,22,16,15,183.93,254.93,441.27,0.44
32206,12,22,16,30,195.29,253.53,439.8,0.44
32208,12,22,17,0,162.75,256.07,382.8,0.44
32220,12,22,20,0,141.46,280.93,141.2,0.44
32221,12,22,20,15,142.97,284,141.73,0.44
32223,12,22,20,45,142.85,272.87,142.27,0.44
32253,12,23,4,15,417.02,260.4,210.47,0.44
32255,12,23,4,45,407.33,260.13,210.33,0.44
32258,12,23,5,30,395.16,260.6,223.2,0.44
32262,12,23,6,30,209.07,255.2,393.67,0.44
32276,12,23,10,0,189.52,248,358.73,0.44
32280,12,23,11,0,182.96,251.6,361.27,0.44
32290,12,23,13,30,178.09,245.33,506.73,0.44
32291,12,23,13,45,172.02,248.13,509.2,0.44
32298,12,23,15,30,228.84,246.4,381.73,0.44
32301,12,23,16,15,190.48,266.07,227.27,0.44
32307,12,23,17,45,188.42,273.07,186.93,0.44
32311,12,23,18,45,186.91,278.8,186.33,0.44
32335,12,24,0,45,326.71,258.4,313,0.44
32338,12,24,1,30,321.22,257.53,293.67,0.44
32342,12,24,2,30,332.33,254.8,313.13,0.44
32343,12,24,2,45,324.98,254.53,319.93,0.44
32344,12,24,3,0,323.43,254.8,316.8,0.44
32345,12,24,3,15,316.61,255.13,318.27,0.44
32346,12,24,3,30,314.96,252.67,314.47,0.44
32347,12,24,3,45,315.17,251.67,312,0.44
32350,12,24,4,30,351.85,254,320.47,0.44
32351,12,24,4,45,321.62,254.93,294.2,0.44
32352,12,24,5,0,326.14,257.6,298.73,0.44
32353,12,24,5,15,323.43,255.87,294.93,0.44
32358,12,24,6,30,181.66,242.47,367.73,0.44
32362,12,24,7,30,136.49,275.47,135.8,0.44
32368,12,24,9,0,132.62,268.67,131.67,0.44
32374,12,24,10,30,156.02,269.4,381.2,0.44
32378,12,24,11,30,156.52,266.73,384.93,0.44
32379,12,24,11,45,207.96,264.33,381.87,0.44
32383,12,24,12,45,154.4,263.33,511.67,0.44
32404,12,24,18,0,230.05,260.13,365,0.44
32435,12,25,1,45,373.99,262,253.33,0.44
32439,12,25,2,45,361.15,246.53,206.93,0.44
32442,12,25,3,30,358.74,246.53,206.93,0.44
32443,12,25,3,45,358.58,245.4,207.13,0.44
32451,12,25,5,45,241.54,245.13,293.07,0.44
32458,12,25,7,30,125.24,256.27,123.6,0.44
32461,12,25,8,15,126.88,270.47,125.87,0.44
32463,12,25,8,45,126.41,280.4,125.93,0.44
32478,12,25,12,30,134.74,253.67,511.27,0.44
32487,12,25,14,45,132.73,245.27,497.53,0.44
32488,12,25,15,0,140.42,244.07,496.33,0.44
32499,12,25,17,45,127.89,267.8,127.27,0.44
32503,12,25,18,45,152.81,251.4,152.07,0.44
32507,12,25,19,45,151.72,254.2,151.53,0.44
32527,12,26,0,45,382.96,259.4,235.07,0.44
32533,12,26,2,15,393.26,258.4,231.13,0.44
32534,12,26,2,30,390.39,256.4,223.27,0.44
32535,12,26,2,45,382.33,256,234.73,0.44
32537,12,26,3,15,398.06,256.07,256.33,0.44
32541,12,26,4,15,389.21,258.07,256.8,0.44
32543,12,26,4,45,396.76,256.13,231.93,0.44
32547,12,26,5,45,249.1,243.6,276.6,0.44
32563,12,26,9,45,147.03,260.53,102.87,0.44
32575,12,26,12,45,233.84,255.93,404.73,0.44
32579,12,26,13,45,233.63,254.6,401.4,0.44
32580,12,26,14,0,233.86,255.73,403.13,0.44
32582,12,26,14,30,232.68,254.13,401.67,0.44
32583,12,26,14,45,232.76,252.4,399.87,0.44
32585,12,26,15,15,232.92,253.6,402,0.44
32587,12,26,15,45,99.8,268.6,99.4,0.44
32596,12,26,18,0,100.69,272.33,100.2,0.44
32599,12,26,18,45,99.82,271.47,99.27,0.44
32600,12,26,19,0,99.44,272.27,99.2,0.44
32604,12,26,20,0,150.99,269.93,150.53,0.44
32623,12,27,0,45,389.95,247.87,214.67,0.44
32625,12,27,1,15,391.04,243.27,284.53,0.44
32629,12,27,2,15,387.65,243,261.73,0.44
32631,12,27,2,45,408.35,249.6,228.67,0.44
32650,12,27,7,30,198.2,258.8,438.73,0.44
32651,12,27,7,45,214.21,259.27,438.87,0.44
32654,12,27,8,30,178.72,261.93,441.13,0.44
32655,12,27,8,45,185.89,259.27,443.07,0.44
32656,12,27,9,0,197.52,256.13,441,0.44
32659,12,27,9,45,197.43,256.2,442.93,0.44
32660,12,27,10,0,206.59,255.73,437.07,0.44
32662,12,27,10,30,174.38,253.27,438.6,0.44
32663,12,27,10,45,184.49,255.33,440.53,0.44
32666,12,27,11,30,161.08,257.13,440.8,0.44
32667,12,27,11,45,163.85,255,439.2,0.44
32671,12,27,12,45,219.22,254.4,453.2,0.44
32675,12,27,13,45,213.61,253.2,452.07,0.44
32679,12,27,14,45,199.13,244.87,447.53,0.44
32682,12,27,15,30,192.4,242.6,442.4,0.44
32683,12,27,15,45,196.57,243.13,442.6,0.44
32685,12,27,16,15,109.16,263.93,107.87,0.44
32695,12,27,18,45,110.62,260.93,109.53,0.44
32717,12,28,0,15,391.41,236.53,219.33,0.44
32790,12,28,18,30,153.44,265.8,152.4,0.44
32794,12,28,19,30,153.19,268.73,153,0.44
32989,12,30,20,15,134.71,259,134.2,0.44
157,1,2,15,15,191.12,266.33,105.07,0.43
253,1,3,15,15,184.34,261.6,140.2,0.43
345,1,4,14,15,184.6,258.2,103.07,0.43
433,1,5,12,15,223.05,236,132.8,0.43
434,1,5,12,30,222.12,248.73,111.2,0.43
438,1,5,13,30,210.58,252.27,131.33,0.43
442,1,5,14,30,201.73,251.27,139.4,0.43
446,1,5,15,30,175.71,251.8,99.73,0.43
453,1,5,17,15,172.46,246.07,298.67,0.43
458,1,5,18,30,146.65,249.53,304.2,0.43
462,1,5,19,30,187.94,241.73,314.53,0.43
538,1,6,14,30,192.06,262.8,98.73,0.43
540,1,6,15,0,177.23,262.73,99.53,0.43
542,1,6,15,30,180.86,259.6,100.87,0.43
593,1,7,4,15,169.05,247.93,361.2,0.43
618,1,7,10,30,265.21,251.27,3.4,0.43
626,1,7,12,30,230.95,246.33,124.73,0.43
629,1,7,13,15,223.59,255.6,96.53,0.43
632,1,7,14,0,212.43,256.93,96.87,0.43
637,1,7,15,15,206.4,256.8,93.93,0.43
638,1,7,15,30,214.01,257.33,93.67,0.43
642,1,7,16,30,175.06,250.4,308.33,0.43
645,1,7,17,15,188.74,249.47,308.87,0.43
646,1,7,17,30,203.29,251,310.07,0.43
654,1,7,19,30,188.82,244.47,352.87,0.43
697,1,8,6,15,163.83,254.27,174,0.43
698,1,8,6,30,139.21,255.13,139.2,0.43
734,1,8,15,30,206.83,249.2,137.07,0.43
735,1,8,15,45,189.05,249.47,137.47,0.43
737,1,8,16,15,203.79,243.6,335.27,0.43
742,1,8,17,30,194.77,252.27,340.07,0.43
799,1,9,7,45,167.32,255.53,120.13,0.43
824,1,9,14,0,211.03,272.27,82.73,0.43
825,1,9,14,15,216.53,269.87,73.13,0.43
826,1,9,14,30,200.78,266.93,70.67,0.43
828,1,9,15,0,203.78,266.2,93.8,0.43
834,1,9,16,30,170.05,270.93,277.47,0.43
838,1,9,17,30,169.93,256.27,318.87,0.43
846,1,9,19,30,175.6,248.13,353,0.43
914,1,10,12,30,240.48,250.6,95.47,0.43
917,1,10,13,15,227.09,253.13,95.47,0.43
921,1,10,14,15,203.27,212.4,97.87,0.43
929,1,10,16,15,199.3,229.93,196.47,0.43
935,1,10,17,45,182.67,271.13,134.67,0.43
1017,1,11,14,15,192.09,229.2,108,0.43
1018,1,11,14,30,190.61,229.53,106.6,0.43
1021,1,11,15,15,197.78,230.07,108.13,0.43
1022,1,11,15,30,186.47,246.73,173,0.43
1027,1,11,16,45,191.4,239.73,176,0.43
1029,1,11,17,15,165.73,238.47,203.73,0.43
1030,1,11,17,30,164.7,242.13,206.27,0.43
1038,1,11,19,30,182.55,264.27,280,0.43
1105,1,12,12,15,209.68,246.07,336,0.43
1106,1,12,12,30,195.19,259.07,345.2,0.43
1113,1,12,14,15,188.53,247.6,342.87,0.43
1119,1,12,15,45,172.2,241.87,258.8,0.43
1193,1,13,10,15,175.75,261.27,359.07,0.43
1210,1,13,14,30,141.36,247.53,396.8,0.43
1297,1,14,12,15,72.86,263.8,383.27,0.43
1309,1,14,15,15,75.59,240.6,382.2,0.43
1313,1,14,16,15,72.63,237.2,380.27,0.43
1365,1,15,5,15,401.78,260.6,271,0.43
1369,1,15,6,15,148.68,251.4,211.73,0.43
1373,1,15,7,15,132.18,232.67,100.2,0.43
1377,1,15,8,15,130.7,242,105.07,0.43
1378,1,15,8,30,122.97,246.4,99.07,0.43
1380,1,15,9,0,140.42,253.93,96.8,0.43
1381,1,15,9,15,145.43,247.4,97.4,0.43
1388,1,15,11,0,140.56,238.27,98.33,0.43
1390,1,15,11,30,118,242.53,107.2,0.43
1392,1,15,12,0,134.57,247.87,118.67,0.43
1396,1,15,13,0,117.55,247.67,144,0.43
1397,1,15,13,15,105.91,246.8,160.4,0.43
1401,1,15,14,15,98.01,243.53,195.73,0.43
1406,1,15,15,30,102.81,250,293.8,0.43
1410,1,15,16,30,105.36,248.33,317.07,0.43
1418,1,15,18,30,138.37,234.13,358,0.43
1465,1,16,6,15,127.24,236.87,194.27,0.43
1470,1,16,7,30,103.2,234.2,194.27,0.43
1473,1,16,8,15,88.91,244,196.2,0.43
1474,1,16,8,30,85.99,235,194,0.43
1477,1,16,9,15,133.45,248.73,143.6,0.43
1482,1,16,10,30,134.66,265,129.13,0.43
1483,1,16,10,45,109.57,258.53,127,0.43
1489,1,16,12,15,86.61,247.4,125.87,0.43
1505,1,16,16,15,89.12,244.87,313.2,0.43
1510,1,16,17,30,102.69,249.2,252.47,0.43
1518,1,16,19,30,185.2,245.33,341.87,0.43
1569,1,17,8,15,150.8,241.47,175,0.43
1582,1,17,11,30,101.85,267,175,0.43
1586,1,17,12,30,100.81,257.87,175,0.43
1593,1,17,14,15,112.8,230.2,207.6,0.43
1601,1,17,16,15,136.6,248.4,369.33,0.43
1611,1,17,18,45,148.84,252.07,368.33,0.43
1613,1,17,19,15,158.78,247.67,368.67,0.43
1617,1,17,20,15,180.75,249.4,368.47,0.43
1619,1,17,20,45,179.14,250.13,367.27,0.43
1659,1,18,6,45,175.96,231.4,124.4,0.43
1701,1,18,17,45,180.19,217.33,349.67,0.43
1759,1,19,8,15,219.98,249.93,264.87,0.43
1767,1,19,10,15,204.25,252.6,234.73,0.43
1792,1,19,16,30,173.18,262.73,380.4,0.43
1808,1,19,20,30,185.61,253.6,378.13,0.43
1851,1,20,7,15,212.28,246.53,110.47,0.43
1852,1,20,7,30,219.89,248.87,112.6,0.43
1864,1,20,10,30,201.66,236.73,112.73,0.43
2039,1,22,6,15,119.94,255.93,193.6,0.43
2246,1,24,10,0,217.22,237,75.8,0.43
2451,2,3,13,30,193.6,236.93,173.07,0.43
2474,2,3,19,15,115.64,253.33,116.2,0.43
2486,2,3,22,15,134.56,216.93,374.2,0.43
2487,2,3,22,30,131.11,222.27,376.13,0.43
2520,2,4,6,45,183.21,238.67,373.4,0.43
2527,2,4,8,30,132.65,245.53,133,0.43
2531,2,4,9,30,217.53,240.53,204.33,0.43
2538,2,4,11,15,232.35,230.07,315.73,0.43
2555,2,4,15,30,153.03,228.2,376.4,0.43
2559,2,4,16,30,152.76,240.6,219.93,0.43
2570,2,4,19,15,151.95,248.6,152.27,0.43
2615,2,5,6,30,145.45,268.8,109.87,0.43
2622,2,5,8,15,207.73,255,103.53,0.43
2624,2,5,8,45,191.94,254.07,105.6,0.43
2631,2,5,10,30,132.36,244,107.27,0.43
2632,2,5,10,45,136.76,243.4,122,0.43
2635,2,5,11,30,133.91,240.53,143.2,0.43
2646,2,5,14,15,184.17,234.6,337.4,0.43
2647,2,5,14,30,184.98,232,334.93,0.43
2666,2,5,19,15,71.59,246.87,72.4,0.43
2679,2,5,22,30,129.02,230.53,373.2,0.43
2710,2,6,6,15,132.52,261.07,178.53,0.43
2720,2,6,8,45,112.47,236.13,107.6,0.43
2724,2,6,9,45,152.61,243.67,115.33,0.43
2727,2,6,10,30,192.2,243.47,117.07,0.43
2735,2,6,12,30,197.07,240.73,100.33,0.43
2738,2,6,13,15,203.36,238.07,98.67,0.43
2740,2,6,13,45,186.06,238.6,99.4,0.43
2744,2,6,14,45,191.16,238,101.07,0.43
2746,2,6,15,15,208.36,237.4,96.4,0.43
2747,2,6,15,30,201.77,238,98.2,0.43
2759,2,6,18,30,89.51,226.8,90.67,0.43
2762,2,6,19,15,89.17,231.33,89.87,0.43
2763,2,6,19,30,88.86,228.73,89.33,0.43
2770,2,6,21,15,148.55,228.73,375.4,0.43
2816,2,7,8,45,92.87,255.4,93.27,0.43
2819,2,7,9,30,93.45,253.67,93.4,0.43
2822,2,7,10,15,108.6,252.53,109.27,0.43
2830,2,7,12,15,213.2,219.67,285.93,0.43
2840,2,7,14,45,193.13,228.27,379.27,0.43
2847,2,7,16,30,206.53,235.07,349.07,0.43
2854,2,7,18,15,175.16,267,175.73,0.43
2858,2,7,19,15,128.66,236.33,381.13,0.43
2860,2,7,19,45,136.31,241.6,382.6,0.43
2862,2,7,20,15,138.9,242.4,384.07,0.43
2864,2,7,20,45,142,242.47,384,0.43
2866,2,7,21,15,156.13,233.73,378.93,0.43
2910,2,8,8,15,108.56,263.87,108.4,0.43
2914,2,8,9,15,108.47,228.67,109,0.43
2920,2,8,10,45,109.89,273,110.27,0.43
2930,2,8,13,15,226.13,224.53,289.33,0.43
2962,2,8,21,15,196.5,250.07,377.6,0.43
2963,2,8,21,30,188.19,249.47,377.73,0.43
2991,2,9,4,30,421.08,268.8,264.07,0.43
3003,2,9,7,30,118.69,280.8,119.53,0.43
3006,2,9,8,15,118.79,267,119.67,0.43
3027,2,9,13,30,188.87,272.2,339.8,0.43
3035,2,9,15,30,120.51,232.67,363.8,0.43
3039,2,9,16,30,107.88,247.87,99.13,0.43
3048,2,9,18,45,133.72,238.6,356.73,0.43
3050,2,9,19,15,195.76,235.07,382.53,0.43
3058,2,9,21,15,194.44,236.73,378.53,0.43
3060,2,9,21,45,171.67,233.47,380.33,0.43
3062,2,9,22,15,179.16,229.6,377,0.43
3090,2,10,5,15,236.36,249,288.07,0.43
3103,2,10,8,30,190.99,259.67,189.87,0.43
3147,2,10,19,30,223.72,251.87,288,0.43
3152,2,10,20,45,202.6,249.33,377.8,0.43
3160,2,10,22,45,151.14,241.4,372.53,0.43
3195,2,11,7,30,97.09,249.07,97.27,0.43
3199,2,11,8,30,94.89,226.07,95.2,0.43
3208,2,11,10,45,94.56,233.2,94.93,0.43
3235,2,11,17,30,205.46,244.13,206.13,0.43
3246,2,11,20,15,231.25,232.87,379.13,0.43
3247,2,11,20,30,225.63,228.2,380.13,0.43
3267,2,12,1,30,336.19,246.13,308.73,0.43
3278,2,12,4,15,373.07,247.53,277,0.43
3286,2,12,6,15,176.12,243.47,362.27,0.43
3288,2,12,6,45,169.7,240.67,367.93,0.43
3292,2,12,7,45,121.69,254.33,122.47,0.43
3294,2,12,8,15,102.71,261.2,103.8,0.43
3296,2,12,8,45,96.99,251.87,97.6,0.43
3300,2,12,9,45,97.42,248.6,97.93,0.43
3320,2,12,14,45,123.97,258.27,376.33,0.43
3322,2,12,15,15,91.37,255.27,376.07,0.43
3346,2,12,21,15,210.27,233.2,355.4,0.43
3347,2,12,21,30,202.09,228.53,352.93,0.43
3348,2,12,21,45,208.4,231.2,372.13,0.43
3363,2,13,1,30,357.44,238.87,263.27,0.43
3370,2,13,3,15,340.57,233.93,292.27,0.43
3374,2,13,4,15,406.32,232.33,283.13,0.43
3386,2,13,7,15,105.9,261.8,106.53,0.43
3387,2,13,7,30,106.82,269.27,107.13,0.43
3396,2,13,9,45,192.94,244,365.4,0.43
3410,2,13,13,15,233.31,230.2,295.07,0.43
3411,2,13,13,30,231.99,233.53,293.07,0.43
3428,2,13,17,45,110.13,250.27,110.53,0.43
3431,2,13,18,30,110.37,250.67,111.13,0.43
3432,2,13,18,45,111.13,257.07,111.33,0.43
3471,2,14,4,30,399.08,230,241.07,0.43
3475,2,14,5,30,393.71,233.73,222.07,0.43
3480,2,14,6,45,122.69,243.13,123,0.43
3484,2,14,7,45,124.21,253.27,125.27,0.43
3489,2,14,9,0,124.3,248.67,124.87,0.43
3490,2,14,9,15,123.29,253.67,124.33,0.43
3491,2,14,9,30,123.77,250.6,124,0.43
3492,2,14,9,45,127.65,247.2,118.67,0.43
3494,2,14,10,15,148,223.47,332.8,0.43
3511,2,14,14,30,96.92,225.6,380.13,0.43
3524,2,14,17,45,106.52,246.87,107.2,0.43
3527,2,14,18,30,106.5,280.87,106.53,0.43
3531,2,14,19,30,107.27,279.13,107.6,0.43
3539,2,14,21,30,212.1,236.07,378.33,0.43
3543,2,14,22,30,175.05,232.93,375.33,0.43
3544,2,14,22,45,162.47,230.93,373.8,0.43
3570,2,15,5,15,335.87,250.33,332.13,0.43
3574,2,15,6,15,175.65,253.87,372.53,0.43
3577,2,15,7,0,122.67,243.07,123,0.43
3581,2,15,8,0,125.06,238.2,125.47,0.43
3594,2,15,11,15,139.44,209.6,379.2,0.43
3617,2,15,17,0,140.44,246.67,147.6,0.43
3619,2,15,17,30,103.21,249.53,103.07,0.43
3621,2,15,18,0,104.07,253,104.73,0.43
3623,2,15,18,30,105.99,264.93,106.2,0.43
3626,2,15,19,15,102.82,270.67,103.33,0.43
3631,2,15,20,30,220.82,251.53,381.4,0.43
3639,2,15,22,30,184.71,234.67,373.6,0.43
3658,2,16,3,15,408.78,237.2,219.8,0.43
3659,2,16,3,30,406.84,238.47,219.93,0.43
3666,2,16,5,15,436.69,247.93,206.73,0.43
3679,2,16,8,30,88.91,241.47,89.47,0.43
3687,2,16,10,30,139.58,213.4,379.27,0.43
3690,2,16,11,15,178.03,211.53,375.27,0.43
3702,2,16,14,15,167.41,246,306.4,0.43
3704,2,16,14,45,157.21,242.73,308.13,0.43
3711,2,16,16,30,107.96,237.2,222.4,0.43
3712,2,16,16,45,130.21,249.27,120.27,0.43
3716,2,16,17,45,116.82,239.47,117.73,0.43
3717,2,16,18,0,115.95,245.73,116.8,0.43
3720,2,16,18,45,116.03,247.67,115.73,0.43
3723,2,16,19,30,116.17,228.93,115.73,0.43
3727,2,16,20,30,217.76,228.93,380.87,0.43
3743,2,17,0,30,382.02,231.8,283.07,0.43
3751,2,17,2,30,392.87,230.53,289.53,0.43
3752,2,17,2,45,383.33,225.33,281.47,0.43
3754,2,17,3,15,388.54,226.67,278.4,0.43
3756,2,17,3,45,394.37,227.6,241.67,0.43
3759,2,17,4,30,405.41,219,196.27,0.43
3777,2,17,9,0,120.99,224.67,121.07,0.43
3779,2,17,9,30,122.06,221.47,122,0.43
3783,2,17,10,30,193.28,211.93,381.13,0.43
3784,2,17,10,45,206.22,212.93,380.47,0.43
3791,2,17,12,30,224.12,213.67,298.13,0.43
3799,2,17,14,30,181.98,214.87,298.47,0.43
3812,2,17,17,45,149.8,226,354.13,0.43
3824,2,17,20,45,166.06,226,354.67,0.43
3827,2,17,21,30,140.37,223.2,353,0.43
3831,2,17,22,30,167.12,227.2,375.2,0.43
3843,2,18,1,30,429.16,235.47,250.8,0.43
3846,2,18,2,15,435.77,238.2,210.73,0.43
3852,2,18,3,45,371.21,229.93,257.53,0.43
3858,2,18,5,15,410.29,221.87,217.47,0.43
3867,2,18,7,30,119.83,223.87,120.07,0.43
3873,2,18,9,0,118.51,229.2,118.4,0.43
3886,2,18,12,15,188.65,208.27,290.8,0.43
3888,2,18,12,45,201.35,212.73,292.27,0.43
3892,2,18,13,45,218.21,222.6,289.67,0.43
3899,2,18,15,30,160.79,222.27,338.4,0.43
3907,2,18,17,30,148.22,223.73,340.73,0.43
3908,2,18,17,45,147.35,248.13,341.47,0.43
3911,2,18,18,30,145.64,239.93,340.73,0.43
3915,2,18,19,30,146.99,238.13,382.2,0.43
3918,2,18,20,15,145.56,245.2,382.27,0.43
3919,2,18,20,30,149.62,238.07,380.33,0.43
3947,2,19,3,30,350.2,223.93,285.47,0.43
3958,2,19,6,15,139.98,227.93,363.8,0.43
3972,2,19,9,45,101.9,251.8,102.53,0.43
3975,2,19,10,30,103.57,232.8,104.2,0.43
3977,2,19,11,0,102.09,236.47,102.27,0.43
3982,2,19,12,15,104.36,231.33,96.8,0.43
3990,2,19,14,15,114.42,216.2,383.2,0.43
3991,2,19,14,30,122.92,217,380.93,0.43
4008,2,19,18,45,117.77,240.2,378.67,0.43
4010,2,19,19,15,122.04,230.87,377.2,0.43
4011,2,19,19,30,134.96,236.6,378.93,0.43
4014,2,19,20,15,144.1,237.87,378.27,0.43
4015,2,19,20,30,145.67,236.2,378.6,0.43
4018,2,19,21,15,193.12,231.2,373.87,0.43
4019,2,19,21,30,188.76,230.87,373.67,0.43
4051,2,20,5,30,304.16,230.2,266.33,0.43
4055,2,20,6,30,138.24,239.33,138.47,0.43
4056,2,20,6,45,134.82,245.53,135.27,0.43
4064,2,20,8,45,137.55,251.93,137.8,0.43
4066,2,20,9,15,135.25,250.87,136.07,0.43
4070,2,20,10,15,136.11,208.8,136.47,0.43
4075,2,20,11,30,135.25,208.53,135.47,0.43
4078,2,20,12,15,135.41,206.07,135.87,0.43
4082,2,20,13,15,122.86,212.07,377.13,0.43
4083,2,20,13,30,108.99,217,377.4,0.43
4084,2,20,13,45,109.68,210.87,379.2,0.43
4090,2,20,15,15,135.71,227.4,377,0.43
4102,2,20,18,15,146.11,222.8,311,0.43
4110,2,20,20,15,153.14,229.67,378.67,0.43
4127,2,21,0,30,363.49,247.87,297.4,0.43
4135,2,21,2,30,366.74,232.87,245.13,0.43
4136,2,21,2,45,376.53,232.67,240.2,0.43
4146,2,21,5,15,394.43,217.73,304.07,0.43
4154,2,21,7,15,100.91,232.13,101.07,0.43
4161,2,21,9,0,97.54,219,97.8,0.43
4168,2,21,10,45,170.95,222.93,379.6,0.43
4171,2,21,11,30,177,223.4,379.13,0.43
4174,2,21,12,15,164.12,224.13,376.73,0.43
4180,2,21,13,45,147.13,218.2,378,0.43
4187,2,21,15,30,143.6,223.93,375.4,0.43
4188,2,21,15,45,144.58,218.53,376.67,0.43
4194,2,21,17,15,122.15,238.93,123.2,0.43
4196,2,21,17,45,121.39,236.87,122.2,0.43
4198,2,21,18,15,120.9,241.2,121.53,0.43
4227,2,22,1,30,375.42,217.4,199.6,0.43
4231,2,22,2,30,373.28,218,201.8,0.43
4247,2,22,6,30,181.89,241.6,376.07,0.43
4254,2,22,8,15,145.65,242.47,361.87,0.43
4256,2,22,8,45,121.69,235.47,365.4,0.43
4263,2,22,10,30,165.49,219.53,375.73,0.43
4271,2,22,12,30,161.84,219.27,376.27,0.43
4280,2,22,14,45,110.41,230.27,349.27,0.43
4282,2,22,15,15,127.97,229.53,362.13,0.43
4286,2,22,16,15,145.77,224.2,359.07,0.43
4287,2,22,16,30,156.34,233.2,353.4,0.43
4293,2,22,18,0,79.32,233.53,80.13,0.43
4297,2,22,19,0,81.32,235.8,81.6,0.43
4300,2,22,19,45,129.43,242.6,129.67,0.43
4304,2,22,20,45,164.86,244.07,379.33,0.43
4306,2,22,21,15,174.83,242.67,375.6,0.43
4312,2,22,22,45,157.86,222.2,373.53,0.43
4319,2,23,0,30,411.1,226.2,256.8,0.43
4331,2,23,3,30,396.59,239.4,254,0.43
4332,2,23,3,45,392.66,232.27,255.4,0.43
4336,2,23,4,45,412.87,232.93,254.6,0.43
4359,2,23,10,30,137.64,238.87,375.93,0.43
4378,2,23,15,15,192.88,219.67,377.53,0.43
4382,2,23,16,15,180.13,221.27,374.33,0.43
4386,2,23,17,15,104.07,257.27,104.47,0.43
4415,2,24,0,30,387.94,214.53,263,0.43
4416,2,24,0,45,383.5,213.47,257.47,0.43
