id,month,day,hour,min,i_uiip,i_f,i_uiipu,score
24147,9,29,18,45,218.82,264.33,209.4,0.51
24163,9,29,22,45,260.1,271.07,334.2,0.51
24169,9,30,0,15,356.81,279.2,380.47,0.51
24174,9,30,1,30,386.65,283.2,164.4,0.51
24176,9,30,2,0,427.88,280.47,163.67,0.51
24212,9,30,11,0,304.91,255,100.93,0.51
24216,9,30,12,0,264.95,262.27,12.47,0.51
24250,9,30,20,30,287.24,257.67,352.13,0.51
24252,9,30,21,0,274.43,259.4,350.07,0.51
24300,10,1,9,0,271.55,307.53,102.33,0.51
24344,10,1,20,0,243.07,262.8,172.07,0.51
24349,10,1,21,15,268.05,258.13,366.93,0.51
24357,10,1,23,15,241.76,250.33,390.6,0.51
24364,10,2,1,0,357.85,274.33,213.53,0.51
24407,10,2,11,45,280.82,280.27,14.2,0.51
24409,10,2,12,15,270.96,279.07,33.4,0.51
24453,10,2,23,15,210.08,262.4,384.33,0.51
24454,10,2,23,30,211.15,261.4,384.87,0.51
24455,10,2,23,45,206.99,261,384,0.51
24547,10,3,22,45,209.58,262.87,181.47,0.51
24548,10,3,23,0,206.39,263.87,180.13,0.51
24645,10,4,23,15,212.12,248.87,386,0.51
24738,10,5,22,30,229.01,260.27,382.53,0.51
24848,10,7,2,0,424.49,263.47,143.87,0.51
24951,10,8,3,45,389.35,258.73,357,0.51
25051,10,9,4,45,394.03,276.67,13.4,0.51
25055,10,9,5,45,371.77,267.87,13.27,0.51
25147,10,10,4,45,359.76,258.33,75.73,0.51
25236,10,11,3,0,314.17,274.8,171.73,0.51
25238,10,11,3,30,291.79,275.4,94.87,0.51
25248,10,11,6,0,338.59,254.13,13.47,0.51
25365,10,12,11,15,34.83,259.93,34.13,0.51
25414,10,12,23,30,204.29,266.27,448,0.51
25509,10,13,23,15,196.47,231.47,382,0.51
25510,10,13,23,30,197.93,230.93,380.53,0.51
25512,10,14,0,0,389.49,235.53,268.4,0.51
25730,10,16,6,30,392.44,268.07,4.33,0.51
25792,10,16,22,0,236.48,283.4,367.47,0.51
25799,10,16,23,45,183.9,268.33,429.73,0.51
25892,10,17,23,0,247.35,249.6,389.47,0.51
26023,10,19,7,45,65.99,295.73,65.13,0.51
26025,10,19,8,15,67.25,303.47,66.8,0.51
26157,10,20,17,15,286.4,242.93,472.8,0.51
26160,10,20,18,0,286.09,242.87,472.07,0.51
26172,10,20,21,0,355.93,252.87,222.27,0.51
26304,10,22,6,0,344.04,288.07,12.67,0.51
26307,10,22,6,45,254.22,288.4,27.13,0.51
26460,10,23,21,0,140.55,254.07,205.33,0.51
26463,10,23,21,45,115.25,252.6,302.4,0.51
26554,10,24,20,30,69.09,279.07,68.07,0.51
26656,10,25,22,0,125.05,277.93,41,0.51
26742,10,26,19,30,67.48,276.67,66.93,0.51
26743,10,26,19,45,68.33,277.73,67.87,0.51
26851,10,27,22,45,206.1,263.8,380.6,0.51
26895,10,28,9,45,89.21,268.4,88.07,0.51
26899,10,28,10,45,88.94,270.73,87.47,0.51
26933,10,28,19,15,68.54,296.73,67.8,0.51
26951,10,28,23,45,204.67,262,385.6,0.51
26985,10,29,8,15,215.52,273.6,479.93,0.51
27003,10,29,12,45,231.52,229.93,380.67,0.51
27016,10,29,16,0,227.35,231.8,381.67,0.51
27043,10,29,22,45,228.05,259.87,383.4,0.51
27076,10,30,6,0,170.95,270.33,201.87,0.51
27080,10,30,7,0,227.66,269.47,422.87,0.51
27100,10,30,12,0,228.39,272.6,446.67,0.51
27101,10,30,12,15,229.85,273.33,445.27,0.51
27124,10,30,18,0,144.65,244,143.33,0.51
27139,10,30,21,45,141.12,272.6,101.4,0.51
27143,10,30,22,45,192.95,245.73,369.47,0.51
27148,10,31,0,0,392.18,268.27,282.93,0.51
27176,10,31,7,0,192.38,265,165.53,0.51
27196,10,31,12,0,164.33,255.67,257.27,0.51
27197,10,31,12,15,173.01,256.93,284,0.51
27228,10,31,20,0,115.57,272.27,114,0.51
27258,11,1,3,30,423.55,272.4,285.93,0.51
27299,11,1,13,45,226.41,250.47,427.6,0.51
27300,11,1,14,0,216.68,252.4,429.47,0.51
27332,11,1,22,0,113.91,274.87,113.2,0.51
27337,11,1,23,15,412.61,252.07,359.27,0.51
27338,11,1,23,30,432.08,261.8,203.87,0.51
27359,11,2,4,45,436.25,272.07,123.33,0.51
27364,11,2,6,0,191.52,272,363.13,0.51
27385,11,2,11,15,162.11,253.93,514.27,0.51
27400,11,2,15,0,94.43,267.47,500.87,0.51
27402,11,2,15,30,109.9,263.87,489.53,0.51
27404,11,2,16,0,114.51,271.07,328.47,0.51
27427,11,2,21,45,200.44,243.93,454.33,0.51
27460,11,3,6,0,209.24,275.47,331.47,0.51
27465,11,3,7,15,232.25,249.47,467.4,0.51
27523,11,3,21,45,202.73,238,461.47,0.51
27527,11,3,22,45,162.03,251.73,449.13,0.51
27557,11,4,6,15,134.64,254.6,387.67,0.51
27660,11,5,8,0,151.08,275.73,489.27,0.51
27718,11,5,22,30,211.66,246.13,477.8,0.51
27722,11,5,23,30,433.84,257.53,215.33,0.51
27749,11,6,6,15,173.53,282.67,372.67,0.51
27816,11,6,23,0,363.36,250.2,319.33,0.51
27912,11,7,23,0,355.44,252.13,394.93,0.51
27914,11,7,23,30,374.57,263.8,193.2,0.51
27997,11,8,20,15,48.11,272.13,47.47,0.51
28004,11,8,22,0,213.33,237.33,489.2,0.51
28017,11,9,1,15,320.95,264.4,347.53,0.51
28047,11,9,8,45,47.71,270.67,46.93,0.51
28396,11,13,0,0,411.69,230.47,208.2,0.51
28518,11,14,6,30,120.53,274.67,11.27,0.51
28519,11,14,6,45,137.09,275.4,2.6,0.51
28523,11,14,7,45,211.24,254.47,2.67,0.51
28587,11,14,23,45,324.92,237.93,305.13,0.51
28670,11,15,20,30,28.05,263.33,27.53,0.51
28776,11,16,23,0,325.55,245.73,418.67,0.51
28778,11,16,23,30,379.84,263.8,324.93,0.51
28937,11,18,15,15,108.14,247.13,515.33,0.51
28944,11,18,17,0,164.3,258.67,515.07,0.51
28968,11,18,23,0,323.12,265.4,392.87,0.51
28969,11,18,23,15,386.76,269.87,290.53,0.51
28997,11,19,6,15,171.26,235.2,442.33,0.51
29061,11,19,22,15,70.01,262.67,69.33,0.51
29063,11,19,22,45,136.51,261.67,57.33,0.51
29093,11,20,6,15,188.94,240.2,449.13,0.51
29138,11,20,17,30,163.27,304.6,84.53,0.51
29208,11,21,11,0,330.3,251.53,54.73,0.51
29353,11,22,23,15,389.99,264.93,382,0.51
29392,11,23,9,0,173.38,257.47,505.07,0.51
29413,11,23,14,15,230.56,251.2,491.6,0.51
29445,11,23,22,15,93.2,251.07,92.67,0.51
29451,11,23,23,45,318.83,263,364.27,0.51
29536,11,24,21,0,185.46,259.47,204.33,0.51
29543,11,24,22,45,175.99,252.93,464.47,0.51
29735,11,26,22,45,160.31,244.8,188.6,0.51
29768,11,27,7,0,209,249.07,475.27,0.51
29773,11,27,8,15,227.19,256.93,474.2,0.51
29828,11,27,22,0,140.21,242.47,248.93,0.51
29833,11,27,23,15,323.69,237.4,291.87,0.51
29893,11,28,14,15,184.29,265.8,457.73,0.51
29922,11,28,21,30,219.15,268.53,217.87,0.51
29925,11,28,22,15,185.3,235.53,443.13,0.51
29931,11,28,23,45,402.54,254.13,210.6,0.51
29961,11,29,7,15,76.43,269.4,75.47,0.51
29962,11,29,7,30,76.2,270.87,75.4,0.51
30019,11,29,21,45,208.79,253.67,455.07,0.51
30020,11,29,22,0,200.25,252.33,452.4,0.51
30021,11,29,22,15,184.97,251.8,386.6,0.51
30025,11,29,23,15,322.02,235.73,360.27,0.51
30043,11,30,3,45,373.41,268.47,326.2,0.51
30059,11,30,7,45,78.27,267.8,77.2,0.51
30062,11,30,8,30,78.49,267.27,77.73,0.51
30063,11,30,8,45,79.46,266.6,78.8,0.51
30064,11,30,9,0,123.68,260.8,180.27,0.51
30069,11,30,10,15,223.79,265,468.33,0.51
30089,11,30,15,15,193.27,238.73,492.8,0.51
30094,11,30,16,30,92.35,257.87,91.73,0.51
30095,11,30,16,45,92.82,257.93,91.8,0.51
30098,11,30,17,30,97.91,261.6,96.13,0.51
30118,11,30,22,30,176.98,241.13,398.87,0.51
30124,12,1,0,0,401.58,242.87,199.27,0.51
30128,12,1,1,0,396.7,241.93,199.27,0.51
30144,12,1,5,0,342.13,293.47,208,0.51
30147,12,1,5,45,239.51,291.53,331,0.51
30152,12,1,7,0,174.36,251.07,247.67,0.51
30168,12,1,11,0,158.68,250.8,386,0.51
30182,12,1,14,30,103.9,258.13,485.2,0.51
30188,12,1,16,0,86.25,270.33,193.67,0.51
30217,12,1,23,15,408.57,234.8,263.4,0.51
30224,12,2,1,0,402.22,268.33,207,0.51
30268,12,2,12,0,195.19,237.67,446.8,0.51
30304,12,2,21,0,94.12,266.4,93.13,0.51
30310,12,2,22,30,143.64,244.13,344.67,0.51
30313,12,2,23,15,418.58,238.67,342.4,0.51
30380,12,3,16,0,135.89,242.93,416.2,0.51
30505,12,4,23,15,378.87,238.07,208.6,0.51
30506,12,4,23,30,378.82,238.87,208.67,0.51
30508,12,5,0,0,386.57,232.13,314.2,0.51
30594,12,5,21,30,229.82,225.27,380,0.51
30601,12,5,23,15,396.09,266.33,318,0.51
30696,12,6,23,0,337.18,235.27,375.53,0.51
30697,12,6,23,15,385.71,234.4,371.67,0.51
30699,12,6,23,45,382.17,243,257.6,0.51
30714,12,7,3,30,303.16,234.67,293,0.51
30889,12,8,23,15,421.37,250.53,377.53,0.51
30896,12,9,1,0,402.67,257.07,203.53,0.51
30984,12,9,23,0,360.28,249,291.27,0.51
30985,12,9,23,15,418.44,249.2,255.13,0.51
31083,12,10,23,45,379.59,242.93,319.8,0.51
31084,12,11,0,0,386.09,238.87,317.93,0.51
31085,12,11,0,15,376.84,238,315.93,0.51
31275,12,12,23,45,327.64,243.4,277.47,0.51
31370,12,13,23,30,359.39,250.13,281.2,0.51
31458,12,14,21,30,140.7,234.8,508.27,0.51
31460,12,14,22,0,180.55,253.73,497.93,0.51
31466,12,14,23,30,366.97,255.67,256.93,0.51
31552,12,15,21,0,170.54,237.67,513.87,0.51
31658,12,16,23,30,346.8,247.13,270.93,0.51
31733,12,17,18,15,155.76,177.47,155.4,0.51
31753,12,17,23,15,333.2,255.27,363.13,0.51
31831,12,18,18,45,42.96,252.4,42.33,0.51
31835,12,18,19,45,42.92,253.87,41.73,0.51
31848,12,18,23,0,313.49,247.67,379,0.51
31850,12,18,23,30,378.22,247.53,310.87,0.51
31945,12,19,23,15,354.53,238.93,375.93,0.51
32043,12,20,23,45,386.62,244.07,318.07,0.51
32136,12,21,23,0,286.75,241.27,441.2,0.51
32137,12,21,23,15,355.55,246.33,387.2,0.51
32138,12,21,23,30,352.78,250.2,257.2,0.51
32268,12,23,8,0,179.37,247.8,515.2,0.51
32324,12,23,22,0,187.52,228.33,186.27,0.51
32329,12,23,23,15,316.8,254.27,391.07,0.51
32331,12,23,23,45,301.94,246.6,385.13,0.51
32373,12,24,10,15,159.53,192.87,383.47,0.51
32389,12,24,14,15,138.89,262.4,508.07,0.51
32397,12,24,16,15,156.32,260.87,494,0.51
32412,12,24,20,0,149.21,237,475.93,0.51
32414,12,24,20,30,195.73,221.8,491,0.51
32416,12,24,21,0,215.84,221.93,481.27,0.51
32418,12,24,21,30,153.7,235.6,459.53,0.51
32422,12,24,22,30,145.24,243.07,473.33,0.51
32467,12,25,9,45,119.52,187.27,118.33,0.51
32520,12,25,23,0,330.29,247.47,386.2,0.51
32522,12,25,23,30,377.6,245.2,379.47,0.51
32564,12,26,10,0,189.77,246.93,259,0.51
32615,12,26,22,45,165.99,249.2,152.33,0.51
32632,12,27,3,0,432.83,251.93,186.4,0.51
32640,12,27,5,0,438.35,268.33,282.87,0.51
32712,12,27,23,0,315.44,237.13,367.73,0.51
32749,12,28,8,15,216.83,254.93,378.13,0.51
32800,12,28,21,0,222.84,230.47,417.27,0.51
32801,12,28,21,15,215.16,228.4,415.33,0.51
32805,12,28,22,15,155.21,226.8,414,0.51
32812,12,29,0,0,445.75,228.87,219.2,0.51
32813,12,29,0,15,458.06,224.47,204.33,0.51
32814,12,29,0,30,449.83,226.2,192.47,0.51
32816,12,29,1,0,435.24,225.4,192.27,0.51
32824,12,29,3,0,422.36,248,214.93,0.51
32828,12,29,4,0,371.14,243.33,287,0.51
32832,12,29,5,0,381.05,243.27,288.07,0.51
32844,12,29,8,0,185.18,251.93,474.6,0.51
32849,12,29,9,15,202.94,252.13,449,0.51
32869,12,29,14,15,190.88,230.6,481.2,0.51
32876,12,29,16,0,110.99,248.27,109.47,0.51
32910,12,30,0,30,369.8,225.87,273.33,0.51
32912,12,30,1,0,417.64,225.73,268,0.51
32940,12,30,8,0,226.65,260.73,461.4,0.51
32945,12,30,9,15,222.23,261,419.93,0.51
32994,12,30,21,30,134.81,256.13,133.73,0.51
32995,12,30,21,45,134.58,252.67,133.93,0.51
33009,12,31,1,15,419.29,225.6,190.33,0.51
33011,12,31,1,45,390.39,224.67,189.4,0.51
33014,12,31,2,30,380.95,224.73,191.07,0.51
33023,12,31,4,45,407.4,218.93,212.4,0.51
33025,12,31,5,15,372.73,222.6,214.87,0.51
33029,12,31,6,15,103.57,232.8,388.13,0.51
33036,12,31,8,0,211.5,243.13,461.07,0.51
33045,12,31,10,15,225.2,244.6,454.27,0.51
33064,12,31,15,0,195.8,237.53,418.8,0.51
33080,12,31,19,0,204.9,236.07,459.13,0.51
9,1,1,2,15,140.03,235.93,366.27,0.50
10,1,1,2,30,146.49,235.73,364.87,0.50
34,1,1,8,30,211.47,228.07,93.73,0.50
45,1,1,11,15,259.91,253.93,3.47,0.50
53,1,1,13,15,220.44,250.47,3.67,0.50
56,1,1,14,0,210.7,241.47,109.8,0.50
62,1,1,15,30,196.2,237.47,102.27,0.50
71,1,1,17,45,196.6,240.67,105.73,0.50
72,1,1,18,0,174.11,243.4,106.47,0.50
76,1,1,19,0,173.12,276.33,95.33,0.50
81,1,1,20,15,178.75,276,96.4,0.50
94,1,1,23,30,147.63,238.93,366.73,0.50
105,1,2,2,15,120.46,240.13,355.87,0.50
124,1,2,7,0,146.48,272.87,90.33,0.50
125,1,2,7,15,159.65,220,132.93,0.50
131,1,2,8,45,258.71,223.67,103.2,0.50
137,1,2,10,15,265.94,246.73,3.8,0.50
139,1,2,10,45,249.22,245.53,3.47,0.50
140,1,2,11,0,261.53,243.27,3.33,0.50
143,1,2,11,45,251.37,240,3.6,0.50
144,1,2,12,0,237.16,260.53,3.53,0.50
147,1,2,12,45,224.65,259.67,3.6,0.50
164,1,2,17,0,180.09,266.47,205.27,0.50
176,1,2,20,0,184.4,240.4,341.8,0.50
201,1,3,2,15,174.58,239.73,337.07,0.50
220,1,3,7,0,195.65,247.67,3.73,0.50
225,1,3,8,15,252.28,251.33,3.8,0.50
236,1,3,11,0,243.53,258.93,3.53,0.50
243,1,3,12,45,222.53,250.13,3.53,0.50
264,1,3,18,0,177.5,256.87,287.67,0.50
280,1,3,22,0,186.89,254,352.8,0.50
288,1,4,0,0,169.53,233.73,363.8,0.50
299,1,4,2,45,131.19,239.13,359,0.50
303,1,4,3,45,124.07,237.27,356.8,0.50
312,1,4,6,0,167.32,265.27,363.4,0.50
327,1,4,9,45,291.79,249.47,3.4,0.50
364,1,4,19,0,187.37,258.4,230.4,0.50
374,1,4,21,30,184.69,215.93,282.53,0.50
390,1,5,1,30,210.16,236.2,366.73,0.50
415,1,5,7,45,230.73,278.8,2.53,0.50
421,1,5,9,15,243.08,247.67,2.6,0.50
422,1,5,9,30,247.96,245.13,2.4,0.50
487,1,6,1,45,133.25,239.07,364.4,0.50
519,1,6,9,45,254.18,246.93,3.33,0.50
522,1,6,10,30,258.95,246.67,3.8,0.50
527,1,6,11,45,244.26,232.13,106.2,0.50
552,1,6,18,0,169.83,240.73,284.8,0.50
556,1,6,19,0,191.63,237.4,282.73,0.50
564,1,6,21,0,185.28,258,357,0.50
573,1,6,23,15,157.48,265.2,372.73,0.50
596,1,7,5,0,187.56,266.27,128.13,0.50
608,1,7,8,0,241.09,241.2,3.33,0.50
623,1,7,11,45,233.14,252.8,4,0.50
668,1,7,23,0,158.74,235.27,374.53,0.50
677,1,8,1,15,123.94,263.87,363.67,0.50
683,1,8,2,45,123.66,260,359.13,0.50
684,1,8,3,0,129.16,260.4,360.73,0.50
692,1,8,5,0,127.63,269.2,192.6,0.50
702,1,8,7,30,234.17,254,17.47,0.50
711,1,8,9,45,321.93,261.07,3.53,0.50
756,1,8,21,0,184.8,243.27,378.53,0.50
767,1,8,23,45,176.71,231.33,368.07,0.50
769,1,9,0,15,145.83,257.47,365.4,0.50
770,1,9,0,30,143.88,255.67,362.6,0.50
772,1,9,1,0,127.01,254.6,361.07,0.50
819,1,9,12,45,222.28,259.13,18.33,0.50
863,1,9,23,45,158.14,253,366.2,0.50
864,1,10,0,0,167.85,255.87,366.07,0.50
868,1,10,1,0,200.4,255.2,367.6,0.50
876,1,10,3,0,187.56,254.53,361.47,0.50
897,1,10,8,15,292.53,270.6,12.33,0.50
904,1,10,10,0,264.83,270.67,44.73,0.50
923,1,10,14,45,190.03,212.13,94.53,0.50
926,1,10,15,30,175.54,206.87,141.13,0.50
944,1,10,20,0,212.68,252.2,41.8,0.50
973,1,11,3,15,150.87,245.87,106.47,0.50
974,1,11,3,30,138.39,246.13,107.87,0.50
982,1,11,5,30,151.39,247.27,148.33,0.50
1067,1,12,2,45,225.58,243.87,94.4,0.50
1081,1,12,6,15,236.99,277.27,54.4,0.50
1084,1,12,7,0,234.2,278.27,209.6,0.50
1085,1,12,7,15,254.64,253.73,319.73,0.50
1086,1,12,7,30,292.83,247.53,316.07,0.50
1087,1,12,7,45,295.91,249.73,283.67,0.50
1092,1,12,9,0,259.81,251.8,212.67,0.50
1108,1,12,13,0,269.88,252.67,340.13,0.50
1124,1,12,17,0,176.28,279.67,265.6,0.50
1131,1,12,18,45,174.64,294.53,315.13,0.50
1141,1,12,21,15,181.96,227.67,229.47,0.50
1182,1,13,7,30,138.17,293.13,343.53,0.50
1188,1,13,9,0,168.42,269.27,372.67,0.50
1191,1,13,9,45,156.07,278.8,383.13,0.50
1203,1,13,12,45,93.62,271.33,397.6,0.50
1207,1,13,13,45,87.96,270,398.07,0.50
1233,1,13,20,15,143.72,261.87,396.27,0.50
1236,1,13,21,0,148.84,257.07,394.07,0.50
1259,1,14,2,45,391.15,303,265.27,0.50
1276,1,14,7,0,112.09,255.13,386.93,0.50
1286,1,14,9,30,74.5,249.47,384.07,0.50
1300,1,14,13,0,84.3,262.33,386.27,0.50
1307,1,14,14,45,73.81,243.67,383.53,0.50
1311,1,14,15,45,74.51,240.13,382.67,0.50
1315,1,14,16,45,72.81,242.73,382.27,0.50
1316,1,14,17,0,75.92,241.2,382.47,0.50
1319,1,14,17,45,74.81,244.6,382.87,0.50
1322,1,14,18,30,74.55,263.87,382.73,0.50
1330,1,14,20,30,88.57,260.2,381.4,0.50
1331,1,14,20,45,73.64,257.4,382.27,0.50
1336,1,14,22,0,156.81,253.33,372.67,0.50
1345,1,15,0,15,380.8,244.33,269.6,0.50
1350,1,15,1,30,380.9,237.93,319.53,0.50
1351,1,15,1,45,370.21,238.33,322.2,0.50
1360,1,15,4,0,391.46,264.53,275.07,0.50
1364,1,15,5,0,406.75,262.2,270.07,0.50
1453,1,16,3,15,0,243.2,213.4,0.50
1542,1,17,1,30,392.73,262.47,285.87,0.50
1551,1,17,3,45,395.4,238.2,325.87,0.50
1556,1,17,5,0,319.88,244.13,180.4,0.50
1616,1,17,20,0,186.77,248,367.27,0.50
1656,1,18,6,0,178.53,255.4,323.2,0.50
1685,1,18,13,45,188.8,231.6,3.73,0.50
1688,1,18,14,30,187.22,222.4,3.67,0.50
1709,1,18,19,45,214.63,248.13,294.27,0.50
1714,1,18,21,0,198.87,263.87,293.53,0.50
1736,1,19,2,30,196.11,233.73,312.8,0.50
1740,1,19,3,30,151.93,239.2,328.53,0.50
1741,1,19,3,45,152.76,238.93,347.87,0.50
1746,1,19,5,0,181.77,239.87,351.8,0.50
1763,1,19,9,15,232.28,207.73,233.33,0.50
1798,1,19,18,0,177.06,267.47,378.2,0.50
1821,1,19,23,45,132.26,229.67,358.53,0.50
1822,1,20,0,0,139.06,231.8,358.47,0.50
1827,1,20,1,15,127.18,250.27,327.4,0.50
1829,1,20,1,45,119.78,248.53,330.47,0.50
1832,1,20,2,30,134.15,246.53,303.13,0.50
1854,1,20,8,0,220.53,248.4,59.4,0.50
1859,1,20,9,15,249.41,238.47,3.8,0.50
1873,1,20,12,45,215.43,245.23,2.8,0.50
1886,1,20,16,0,167.36,268.33,109.13,0.50
1895,1,20,18,15,188.59,265.07,199.13,0.50
1910,1,20,22,0,155.5,245,369.13,0.50
1924,1,21,1,30,187.87,236.6,354.93,0.50
1925,1,21,1,45,183.74,235.2,354.33,0.50
1943,1,21,6,15,192.93,253.73,369.6,0.50
1951,1,21,8,15,237.31,249.13,1.8,0.50
1954,1,21,9,0,234.2,251.13,2,0.50
1955,1,21,9,15,221.38,249.33,2.13,0.50
1959,1,21,10,15,237.97,252.67,2.4,0.50
1961,1,21,10,45,230.07,249.73,2.2,0.50
1969,1,21,12,45,218.03,275.93,2.2,0.50
1980,1,21,15,30,161.16,265.47,246.27,0.50
1982,1,21,16,0,171.83,264.4,326.13,0.50
1986,1,21,17,0,168.54,264.67,323.8,0.50
1990,1,21,18,0,171.52,264.47,327.27,0.50
2012,1,21,23,30,119.42,257,370.2,0.50
2021,1,22,1,45,110.19,251.33,357.73,0.50
2024,1,22,2,30,97.72,254.13,357.07,0.50
2033,1,22,4,45,95.99,253.73,356.93,0.50
2034,1,22,5,0,100.93,253.33,356.53,0.50
2036,1,22,5,30,113.54,251.4,334.6,0.50
2038,1,22,6,0,111.8,258.27,191.8,0.50
2045,1,22,7,45,186.41,274.73,5.07,0.50
2052,1,22,9,30,250.88,273.53,201.47,0.50
2057,1,22,10,45,255.77,244.53,3.2,0.50
2074,1,22,15,0,192.16,255.87,3.4,0.50
2090,1,22,19,0,182.31,266.73,311.73,0.50
2096,1,22,20,30,173.83,272.93,345.27,0.50
2103,1,22,22,15,164.75,251.13,373.8,0.50
2107,1,22,23,15,111.25,251.47,372,0.50
2119,1,23,2,15,93.91,249.33,359.73,0.50
2124,1,23,3,30,91.41,248.67,355.6,0.50
2132,1,23,5,30,126.32,255.53,351.67,0.50
2134,1,23,6,0,153.47,249,353.73,0.50
2135,1,23,6,15,121.74,261.73,301.33,0.50
2143,1,23,8,15,0,236.8,113.8,0.50
2155,1,23,11,15,0,249.27,125.13,0.50
2160,1,23,12,30,0,249.47,98.2,0.50
2168,1,23,14,30,0,236.33,124.27,0.50
2174,1,23,16,0,0,235.6,122.87,0.50
2182,1,23,18,0,175.35,237,377,0.50
2203,1,23,23,15,146.01,246.27,369.6,0.50
2218,1,24,3,0,172.23,238.13,362.2,0.50
2222,1,24,4,0,180.83,230,360.2,0.50
2224,1,24,4,30,166.9,234.33,358.6,0.50
2240,1,24,8,30,234.74,233.27,3.2,0.50
2241,1,24,8,45,220.15,232.8,3.2,0.50
2243,1,24,9,15,220.65,238.93,3.53,0.50
2244,1,24,9,30,223.8,233.27,3.33,0.50
2253,1,24,11,45,75.39,229.07,108.6,0.50
2257,1,24,12,45,40.46,241.93,40.67,0.50
2258,1,24,13,0,40.38,242.93,41.07,0.50
2261,1,24,13,45,39.98,243.73,40.67,0.50
2263,1,24,14,15,40.02,242.27,40.4,0.50
2290,1,24,21,0,109.47,250.33,279.27,0.50
2294,1,24,22,0,138.43,248.47,272.27,0.50
2295,1,24,22,15,137.63,245.13,270.6,0.50
2311,1,25,2,15,376.15,221.8,341.87,0.50
2322,1,25,5,0,371.13,236.8,276.67,0.50
2327,1,25,6,15,166,240.47,370.4,0.50
2344,1,25,10,30,54.64,234.73,55.33,0.50
2369,1,25,16,45,168.74,220.87,203.07,0.50
2370,1,25,17,0,118.35,227.87,163.67,0.50
2389,1,25,21,45,195.41,232.93,376.87,0.50
2390,1,25,22,0,209.13,230.07,375.33,0.50
2402,1,26,1,0,390.46,227.2,253.47,0.50
2406,1,26,2,0,395.52,229.07,252.93,0.50
2425,1,26,6,45,75.08,256.67,76.33,0.50
2430,1,26,8,0,76.84,239.67,77.93,0.50
2440,2,3,10,15,0,232.73,0,0.50
2480,2,3,20,45,122.12,232.33,241.6,0.50
2505,2,4,3,0,317.05,231.87,367.4,0.50
2512,2,4,4,45,327.37,228.67,361.47,0.50
2522,2,4,7,15,134.49,271.6,134.47,0.50
2575,2,4,20,30,66.6,241.8,66.8,0.50
2577,2,4,21,0,91.65,237.8,87.6,0.50
