end_device_ids.device_id,end_device_ids.application_ids.application_id,end_device_ids.dev_eui,end_device_ids.join_eui,end_device_ids.dev_addr,received_at
'ua-gardens-s004','ua-bim','A84041A71189B7BB','A840410000000101','260B3D02','2024-10-11T21:05:34.689777114Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T21:06:25.687926795Z'
'ua-gardens-s009','ua-bim','A84041674189B7E3','A840410000000101','260BE73F','2024-10-11T21:07:15.950494947Z'
'ua-gardens-s003','ua-bim','A840413E1189B7D8','A840410000000101','260B9A2E','2024-10-11T21:07:49.627158002Z'
'ua-gardens-s012','ua-bim','A8404151E189B7CC','A840410000000101','260BF8DC','2024-10-11T21:08:15.656781261Z'
'ua-gardens-s002','ua-bim','A840414AC189B7C1','A840410000000101','260BCE03','2024-10-11T21:10:45.767477814Z'
'ua-gardens-s010','ua-bim','A84041159189B7BA','A840410000000101','260B8361','2024-10-11T21:10:50.310287830Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T21:12:45.929265343Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T21:12:51.426230640Z'
'ua-gardens-s001','ua-bim','A84041277189B7DE','A840410000000101','260BA056','2024-10-11T21:13:46.784233763Z'
'ua-gardens-s007','ua-bim','A840416AB189B7E2','A840410000000101','260B3005','2024-10-11T21:13:48.092528071Z'
'ua-gardens-s008','ua-bim','A84041F57189B7BE','A840410000000101','260BD6C1','2024-10-11T21:13:53.549898859Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T21:16:26.079748097Z'
'ua-gardens-s005','ua-bim','A84041797189B7C6','A840410000000101','260B8B98','2024-10-11T21:18:24.721286672Z'
'ua-gardens-s011','ua-bim','A840412CE189B7DB','A840410000000101','260B1D13','2024-10-11T21:20:28.843617129Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T21:22:46.310242513Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T21:22:51.782956646Z'
'ua-gardens-s006','ua-bim','A84041623189B7C0','A840410000000101','260B6B32','2024-10-11T21:24:20.856192712Z'
'ua-gardens-s004','ua-bim','A84041A71189B7BB','A840410000000101','260B3D02','2024-10-11T21:25:34.629814140Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T21:26:26.455181464Z'
'ua-gardens-s009','ua-bim','A84041674189B7E3','A840410000000101','260BE73F','2024-10-11T21:27:15.887951006Z'
'ua-gardens-s003','ua-bim','A840413E1189B7D8','A840410000000101','260B9A2E','2024-10-11T21:27:49.563015016Z'
'ua-gardens-s012','ua-bim','A8404151E189B7CC','A840410000000101','260BF8DC','2024-10-11T21:28:15.639920953Z'
'ua-gardens-s002','ua-bim','A840414AC189B7C1','A840410000000101','260BCE03','2024-10-11T21:30:45.682061445Z'
'ua-gardens-s010','ua-bim','A84041159189B7BA','A840410000000101','260B8361','2024-10-11T21:30:50.227275755Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T21:32:46.684370676Z'
