id,value_y,value_x,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,scores_total,score,anomaly
440,0.25,0.8817635270541082,0.40,0.41,0.42,0.43,0.44,0.43,0.42,0.42,0.42,0.43,0.42,0.42,0.42,0.44,0.42,0.42,0.43,0.43,0.42,0.41,0.43,0.41,0.42,0.43,0.40,10.54,0.42,false
441,0,0.8837675350701403,0.47,0.48,0.49,0.48,0.47,0.47,0.48,0.48,0.47,0.48,0.48,0.49,0.47,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.47,0.47,0.48,0.47,0.46,11.91,0.48,false
442,0.5,0.8857715430861723,0.45,0.45,0.46,0.46,0.46,0.46,0.44,0.45,0.48,0.44,0.46,0.47,0.45,0.46,0.46,0.46,0.45,0.46,0.44,0.45,0.46,0.45,0.45,0.44,0.46,11.37,0.45,false
443,0,0.8877755511022044,0.62,0.62,0.62,0.61,0.60,0.64,0.63,0.63,0.62,0.62,0.62,0.63,0.60,0.62,0.63,0.62,0.62,0.61,0.63,0.62,0.62,0.61,0.62,0.62,0.62,15.50,0.62,false
444,0.75,0.8897795591182365,0.43,0.43,0.43,0.44,0.45,0.45,0.43,0.43,0.43,0.43,0.44,0.45,0.43,0.45,0.45,0.44,0.43,0.44,0.43,0.44,0.43,0.42,0.44,0.45,0.44,10.93,0.44,false
445,0.5,0.8917835671342685,0.47,0.49,0.48,0.48,0.50,0.47,0.50,0.49,0.50,0.48,0.47,0.47,0.48,0.48,0.50,0.48,0.47,0.48,0.49,0.49,0.47,0.48,0.49,0.49,0.48,12.08,0.48,false
446,0,0.8937875751503006,0.72,0.70,0.70,0.72,0.72,0.70,0.69,0.70,0.70,0.72,0.71,0.71,0.70,0.68,0.71,0.74,0.73,0.70,0.71,0.71,0.70,0.71,0.71,0.70,0.71,17.70,0.71,true
447,0.75,0.8957915831663327,0.50,0.52,0.51,0.50,0.51,0.52,0.51,0.51,0.54,0.51,0.51,0.52,0.50,0.54,0.49,0.51,0.50,0.50,0.50,0.52,0.50,0.51,0.51,0.52,0.52,12.78,0.51,false
448,0,0.8977955911823647,0.47,0.47,0.48,0.47,0.46,0.47,0.50,0.46,0.46,0.47,0.47,0.48,0.46,0.47,0.49,0.48,0.47,0.48,0.48,0.47,0.47,0.47,0.48,0.48,0.46,11.82,0.47,false
449,0,0.8997995991983968,0.49,0.49,0.47,0.48,0.49,0.48,0.49,0.47,0.48,0.48,0.48,0.48,0.47,0.48,0.49,0.49,0.48,0.49,0.50,0.49,0.48,0.47,0.49,0.48,0.48,12.07,0.48,false
450,0,0.9018036072144289,0.40,0.40,0.41,0.42,0.39,0.40,0.38,0.38,0.40,0.40,0.41,0.39,0.40,0.40,0.40,0.41,0.40,0.40,0.39,0.39,0.40,0.40,0.40,0.41,0.39,9.97,0.40,false
451,0,0.9038076152304609,0.39,0.38,0.39,0.39,0.39,0.38,0.37,0.38,0.38,0.39,0.39,0.38,0.38,0.38,0.39,0.39,0.38,0.39,0.38,0.38,0.38,0.37,0.39,0.39,0.38,9.59,0.38,false
452,0,0.905811623246493,0.48,0.47,0.48,0.48,0.48,0.47,0.48,0.46,0.47,0.48,0.47,0.48,0.47,0.47,0.49,0.49,0.47,0.48,0.50,0.48,0.48,0.48,0.49,0.47,0.47,11.94,0.48,false
453,0.5,0.9078156312625251,0.48,0.48,0.49,0.49,0.48,0.48,0.50,0.48,0.47,0.49,0.50,0.50,0.48,0.48,0.52,0.49,0.48,0.47,0.49,0.47,0.47,0.48,0.49,0.47,0.48,12.11,0.48,false
454,0,0.9098196392785571,0.40,0.39,0.40,0.40,0.39,0.38,0.39,0.38,0.39,0.40,0.40,0.39,0.39,0.39,0.40,0.40,0.39,0.39,0.38,0.39,0.39,0.38,0.39,0.39,0.38,9.77,0.39,false
455,0,0.9118236472945892,0.39,0.38,0.39,0.40,0.38,0.38,0.38,0.38,0.38,0.39,0.40,0.38,0.39,0.39,0.39,0.39,0.39,0.40,0.38,0.39,0.38,0.37,0.39,0.39,0.38,9.66,0.39,false
456,0.5,0.9138276553106213,0.39,0.40,0.40,0.41,0.39,0.39,0.40,0.39,0.41,0.40,0.40,0.40,0.39,0.40,0.41,0.40,0.40,0.40,0.39,0.41,0.40,0.40,0.40,0.41,0.39,9.98,0.40,false
457,0,0.9158316633266533,0.39,0.39,0.40,0.42,0.40,0.40,0.38,0.38,0.39,0.40,0.40,0.38,0.40,0.41,0.40,0.39,0.39,0.40,0.39,0.40,0.40,0.38,0.40,0.41,0.39,9.89,0.40,false
458,0.25,0.9178356713426854,0.51,0.52,0.52,0.51,0.52,0.50,0.52,0.51,0.50,0.53,0.52,0.52,0.51,0.51,0.53,0.52,0.52,0.53,0.51,0.53,0.50,0.53,0.53,0.50,0.51,12.91,0.52,false
459,0.5,0.9198396793587175,0.49,0.49,0.49,0.50,0.49,0.48,0.50,0.47,0.48,0.48,0.48,0.50,0.48,0.48,0.49,0.47,0.48,0.49,0.48,0.49,0.47,0.49,0.49,0.46,0.46,12.08,0.48,false
460,0.5,0.9218436873747495,0.45,0.44,0.46,0.44,0.46,0.45,0.43,0.45,0.47,0.43,0.45,0.47,0.45,0.45,0.44,0.44,0.45,0.44,0.44,0.45,0.46,0.44,0.44,0.44,0.45,11.19,0.45,false
461,0.5,0.9238476953907816,0.47,0.47,0.48,0.46,0.47,0.46,0.45,0.47,0.49,0.45,0.46,0.48,0.47,0.48,0.46,0.44,0.46,0.46,0.46,0.46,0.47,0.46,0.45,0.45,0.47,11.60,0.46,false
462,0.75,0.9258517034068137,0.43,0.44,0.46,0.44,0.46,0.45,0.45,0.43,0.44,0.45,0.46,0.44,0.44,0.47,0.45,0.44,0.45,0.45,0.44,0.45,0.45,0.43,0.46,0.45,0.44,11.17,0.45,false
463,0.5,0.9278557114228457,0.49,0.49,0.49,0.49,0.50,0.48,0.50,0.47,0.49,0.50,0.49,0.50,0.49,0.49,0.50,0.47,0.48,0.49,0.49,0.49,0.48,0.49,0.50,0.47,0.47,12.20,0.49,false
464,0.5,0.9298597194388778,0.54,0.53,0.54,0.54,0.53,0.51,0.54,0.52,0.54,0.52,0.54,0.55,0.52,0.53,0.54,0.54,0.51,0.55,0.54,0.54,0.54,0.53,0.56,0.54,0.51,13.35,0.53,false
465,0.5,0.9318637274549099,0.50,0.52,0.51,0.50,0.52,0.52,0.54,0.52,0.52,0.52,0.51,0.52,0.51,0.51,0.53,0.52,0.51,0.51,0.51,0.55,0.49,0.53,0.53,0.53,0.50,12.93,0.52,false
466,0.5,0.9338677354709419,0.49,0.49,0.53,0.50,0.49,0.50,0.48,0.50,0.51,0.48,0.50,0.50,0.49,0.52,0.50,0.48,0.51,0.48,0.49,0.49,0.49,0.49,0.49,0.48,0.50,12.38,0.50,false
467,0.25,0.935871743486974,0.47,0.47,0.49,0.46,0.47,0.49,0.49,0.48,0.47,0.47,0.48,0.50,0.48,0.48,0.50,0.49,0.49,0.48,0.47,0.48,0.47,0.46,0.48,0.47,0.48,11.97,0.48,false
468,0,0.9378757515030061,0.42,0.41,0.42,0.43,0.40,0.41,0.39,0.39,0.42,0.42,0.42,0.41,0.41,0.41,0.42,0.41,0.42,0.41,0.40,0.42,0.41,0.41,0.42,0.42,0.41,10.31,0.41,false
469,0.5,0.9398797595190381,0.42,0.40,0.40,0.41,0.40,0.39,0.39,0.40,0.40,0.40,0.41,0.40,0.39,0.39,0.42,0.39,0.40,0.41,0.39,0.41,0.40,0.38,0.40,0.42,0.38,10.00,0.40,false
470,0.5,0.9418837675350702,0.47,0.48,0.48,0.47,0.47,0.47,0.49,0.47,0.48,0.48,0.47,0.47,0.47,0.46,0.50,0.49,0.47,0.49,0.48,0.50,0.46,0.47,0.49,0.47,0.46,11.91,0.48,false
471,0.5,0.9438877755511023,0.41,0.42,0.42,0.41,0.41,0.40,0.40,0.40,0.41,0.41,0.42,0.41,0.42,0.41,0.42,0.41,0.41,0.40,0.41,0.41,0.40,0.40,0.41,0.42,0.40,10.24,0.41,false
472,0,0.9458917835671342,0.42,0.41,0.42,0.41,0.41,0.40,0.40,0.39,0.41,0.41,0.42,0.40,0.41,0.41,0.41,0.39,0.42,0.41,0.41,0.42,0.41,0.40,0.41,0.42,0.41,10.23,0.41,false
473,0,0.9478957915831663,0.39,0.39,0.40,0.39,0.38,0.37,0.38,0.38,0.40,0.39,0.40,0.39,0.39,0.39,0.39,0.38,0.40,0.39,0.38,0.40,0.39,0.39,0.38,0.39,0.39,9.72,0.39,false
474,0,0.9498997995991983,0.40,0.40,0.42,0.40,0.41,0.39,0.38,0.39,0.40,0.41,0.41,0.40,0.40,0.41,0.41,0.39,0.41,0.40,0.40,0.41,0.41,0.39,0.41,0.40,0.41,10.06,0.40,false
475,0.5,0.9519038076152304,0.42,0.43,0.43,0.42,0.41,0.42,0.42,0.41,0.43,0.43,0.43,0.42,0.43,0.44,0.43,0.43,0.41,0.41,0.42,0.43,0.43,0.42,0.43,0.43,0.43,10.61,0.42,false
476,0.5,0.9539078156312625,0.43,0.43,0.43,0.43,0.42,0.41,0.42,0.41,0.42,0.43,0.43,0.43,0.43,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.41,0.41,0.42,0.42,0.40,10.56,0.42,false
477,0.25,0.9559118236472945,0.41,0.41,0.42,0.42,0.43,0.41,0.40,0.42,0.41,0.42,0.43,0.42,0.41,0.44,0.43,0.40,0.43,0.41,0.42,0.43,0.40,0.41,0.41,0.42,0.41,10.42,0.42,false
478,0.5,0.9579158316633266,0.49,0.49,0.51,0.50,0.49,0.49,0.48,0.48,0.52,0.48,0.50,0.49,0.50,0.50,0.50,0.48,0.49,0.49,0.48,0.51,0.50,0.49,0.48,0.48,0.49,12.31,0.49,false
479,0.5,0.9599198396793587,0.40,0.41,0.40,0.40,0.40,0.39,0.39,0.39,0.39,0.40,0.41,0.39,0.39,0.41,0.40,0.39,0.40,0.40,0.39,0.40,0.40,0.39,0.40,0.41,0.39,9.94,0.40,false
480,0,0.9619238476953907,0.53,0.53,0.53,0.52,0.52,0.51,0.54,0.49,0.52,0.52,0.53,0.55,0.52,0.51,0.53,0.51,0.51,0.52,0.52,0.54,0.53,0.53,0.52,0.51,0.51,13.05,0.52,false
481,0.5,0.9639278557114228,0.43,0.44,0.44,0.43,0.43,0.41,0.42,0.42,0.42,0.43,0.43,0.44,0.44,0.44,0.43,0.42,0.43,0.43,0.41,0.43,0.42,0.42,0.42,0.43,0.41,10.67,0.43,false
482,0.5,0.9659318637274549,0.55,0.54,0.54,0.55,0.54,0.53,0.56,0.52,0.54,0.54,0.55,0.56,0.53,0.54,0.56,0.56,0.54,0.57,0.53,0.56,0.55,0.55,0.56,0.55,0.53,13.65,0.55,false
483,0.5,0.9679358717434869,0.51,0.52,0.53,0.51,0.52,0.52,0.53,0.50,0.51,0.52,0.53,0.52,0.51,0.52,0.53,0.52,0.51,0.53,0.51,0.54,0.51,0.52,0.52,0.53,0.52,12.99,0.52,false
484,0.25,0.969939879759519,0.51,0.51,0.52,0.52,0.51,0.52,0.50,0.52,0.54,0.52,0.50,0.53,0.52,0.53,0.50,0.48,0.51,0.52,0.51,0.52,0.51,0.50,0.49,0.50,0.52,12.81,0.51,false
485,0,0.9719438877755511,0.49,0.49,0.50,0.50,0.50,0.48,0.50,0.48,0.51,0.49,0.50,0.49,0.49,0.49,0.51,0.49,0.48,0.52,0.49,0.51,0.49,0.50,0.49,0.49,0.48,12.36,0.49,false
486,0.5,0.9739478957915831,0.44,0.44,0.44,0.45,0.43,0.41,0.41,0.43,0.43,0.41,0.45,0.43,0.44,0.43,0.43,0.44,0.42,0.44,0.41,0.43,0.43,0.44,0.44,0.44,0.41,10.77,0.43,false
487,0.5,0.9759519038076152,0.44,0.44,0.43,0.44,0.43,0.41,0.41,0.43,0.43,0.43,0.44,0.43,0.42,0.43,0.44,0.42,0.43,0.44,0.42,0.42,0.42,0.42,0.44,0.44,0.41,10.71,0.43,false
488,0.5,0.9779559118236473,0.49,0.49,0.50,0.49,0.49,0.48,0.49,0.48,0.49,0.49,0.49,0.48,0.48,0.48,0.50,0.49,0.48,0.50,0.48,0.50,0.47,0.48,0.49,0.47,0.48,12.16,0.49,false
489,0,0.9799599198396793,0.52,0.53,0.53,0.52,0.52,0.50,0.54,0.49,0.51,0.54,0.52,0.54,0.51,0.52,0.54,0.51,0.51,0.51,0.52,0.54,0.52,0.53,0.53,0.52,0.50,13.02,0.52,false
490,0,0.9819639278557114,0.44,0.42,0.43,0.43,0.44,0.42,0.42,0.41,0.43,0.43,0.45,0.42,0.43,0.43,0.43,0.42,0.43,0.43,0.42,0.43,0.42,0.42,0.44,0.43,0.42,10.69,0.43,false
491,0,0.9839679358717435,0.40,0.41,0.41,0.41,0.40,0.39,0.39,0.38,0.40,0.40,0.42,0.40,0.41,0.40,0.41,0.39,0.40,0.40,0.40,0.41,0.40,0.40,0.41,0.41,0.40,10.05,0.40,false
492,0,0.9859719438877755,0.42,0.42,0.43,0.44,0.42,0.41,0.41,0.40,0.43,0.42,0.44,0.42,0.43,0.44,0.42,0.42,0.42,0.41,0.42,0.43,0.42,0.42,0.41,0.42,0.42,10.54,0.42,false
493,0.5,0.9879759519038076,0.43,0.42,0.43,0.44,0.41,0.41,0.42,0.40,0.41,0.43,0.42,0.42,0.43,0.43,0.43,0.43,0.42,0.41,0.40,0.42,0.41,0.42,0.42,0.44,0.41,10.51,0.42,false
494,0,0.9899799599198397,0.52,0.53,0.54,0.54,0.52,0.52,0.55,0.50,0.53,0.53,0.53,0.54,0.51,0.53,0.52,0.53,0.50,0.53,0.52,0.54,0.52,0.53,0.53,0.53,0.53,13.17,0.53,false
495,0.5,0.9919839679358717,0.52,0.52,0.52,0.52,0.53,0.51,0.53,0.51,0.51,0.50,0.52,0.50,0.49,0.49,0.53,0.51,0.49,0.52,0.50,0.53,0.51,0.51,0.51,0.52,0.51,12.81,0.51,false
496,0.5,0.9939879759519038,0.58,0.59,0.57,0.58,0.57,0.59,0.58,0.58,0.59,0.59,0.57,0.59,0.56,0.57,0.60,0.57,0.58,0.55,0.57,0.59,0.59,0.59,0.58,0.58,0.59,14.50,0.58,false
497,0,0.9959919839679359,0.45,0.43,0.45,0.46,0.43,0.42,0.42,0.41,0.44,0.44,0.45,0.42,0.44,0.43,0.43,0.41,0.44,0.43,0.43,0.43,0.43,0.45,0.44,0.44,0.42,10.84,0.43,false
498,0.5,0.9979959919839679,0.48,0.49,0.51,0.52,0.50,0.45,0.48,0.46,0.49,0.48,0.49,0.49,0.49,0.49,0.48,0.47,0.48,0.48,0.47,0.48,0.48,0.49,0.49,0.49,0.47,12.10,0.48,false
499,0.5,1,0.52,0.52,0.54,0.55,0.53,0.52,0.53,0.52,0.51,0.54,0.52,0.52,0.54,0.54,0.53,0.56,0.52,0.52,0.53,0.55,0.49,0.53,0.53,0.54,0.50,13.20,0.53,false
